"rep","cell","dep","rel","unc_hl","calslope","spieg","uss","cvhl","mle_ok","mle_hl","mle_edge","grp"
78,"B_p160","quadratic",1,0,4.283776281831e-09,4.41620939828544e-06,0,0.321815885924246,FALSE,NA,NA,0.213268394077535
79,"B_p160","quadratic",1,0,7.84246860034298e-10,3.37741219964022e-07,0,0.827215197277296,FALSE,NA,NA,0.369549998769311
80,"B_p160","quadratic",1,0,2.045647675505e-09,3.33959553785871e-05,0,0.00860437322086503,FALSE,NA,NA,0.401085908685265
81,"B_p160","quadratic",1,0,3.76898369975505e-07,3.98077119616915e-05,0,0.00226761934948914,TRUE,0.000241697431745957,0.000926520697249411,0.0411176402277209
82,"B_p160","quadratic",1,0,6.81047581483710e-09,8.68065644954869e-05,0,0.256745491788435,TRUE,0.00586617461080496,0.00424074129540253,0.0704035890847341
83,"B_p160","quadratic",1,0,9.72772669041246e-11,1.14392756939309e-07,0,0.191323110551321,FALSE,NA,NA,0.142679504596837
84,"B_p160","quadratic",1,0,2.54428573348974e-12,2.42027712822022e-07,0,0.18672856976051,FALSE,NA,NA,0.0383193418632746
85,"B_p160","quadratic",1,0,2.19917150598519e-11,3.21278367481188e-09,0,0.0665406338241458,FALSE,NA,NA,0.108255034929741
86,"B_p160","quadratic",1,0,4.53215127667938e-09,1.09270503978341e-07,0,0.011082022142702,FALSE,NA,NA,0.378767688211398
87,"B_p160","quadratic",1,0,2.18389563793578e-10,8.64753456785324e-05,0,0.286026663612713,FALSE,NA,NA,0.156090430373976
88,"B_p160","quadratic",1,0,1.86645317642719e-09,9.57662975705632e-08,0,0.400023569944465,TRUE,0.00913024682459218,0.000531936393831201,0.383218231583775
89,"B_p160","quadratic",1,0,4.32357134649075e-09,1.38216148082396e-06,0,0.0419235733625593,FALSE,NA,NA,0.12186624838336
90,"B_p160","quadratic",1,0,3.06088424417453e-11,1.38655274358981e-08,0,0.0557056393842304,FALSE,NA,NA,0.251697863285856
91,"B_p160","quadratic",1,0,5.36023834394024e-09,7.64421972566187e-06,0,0.0340449623967044,FALSE,NA,NA,0.0794865727379479
92,"B_p160","quadratic",1,0,1.76146320727632e-09,8.13984605248961e-08,0,0.330850257073176,FALSE,NA,NA,0.416391583347978
93,"B_p160","quadratic",1,0,1.53517102429569e-11,4.85899054702075e-06,0,0.627652048355851,FALSE,NA,NA,0.212326425051086
94,"B_p160","quadratic",1,0,5.42221854661273e-11,1.42166865871575e-06,0,0.00299510016764262,FALSE,NA,NA,0.598159159855636
95,"B_p160","quadratic",1,0,1.64974030421459e-09,1.24366635265663e-06,0,0.296358497732898,FALSE,NA,NA,0.0108262105237922
96,"B_p160","quadratic",1,0,4.85506493899382e-10,6.22240351809722e-08,0,0.260437202546308,FALSE,NA,NA,0.269474706702398
97,"B_p160","quadratic",1,0,4.0791069173061e-10,3.20158652561307e-07,0,0.000666060192210878,FALSE,NA,NA,0.221865893614968
98,"B_p160","quadratic",1,0,7.99988813203531e-09,5.91099191340278e-08,0,0.144864617545864,TRUE,2.40883515356671e-08,2.4088870768102e-06,0.111961927411771
99,"B_p160","quadratic",1,0,3.37933619532347e-08,8.88221058767599e-06,0,0.598010431101865,TRUE,0.00185045899985248,0.0265143959813239,0.62217496237154
100,"B_p160","quadratic",1,0,8.45342544200243e-10,1.73269462489983e-08,0,0.0425968954615915,FALSE,NA,NA,0.221155730259389
101,"B_p160","quadratic",1,0,3.75054892007695e-10,3.42860827083958e-08,0,0.020402785914779,FALSE,NA,NA,0.873733001841069
102,"B_p160","quadratic",1,0,3.97846060166652e-09,8.49554819305803e-09,0,0.0761464009950527,TRUE,0.00247418395202492,0.00182048861405681,0.59999256004761
