"rep","cell","dep","rel","unc_hl","calslope","spieg","uss","cvhl","mle_ok","mle_hl","mle_edge","grp"
1,"B_p100","null",0,0,4.90703987643388e-10,1.337612512515e-08,0,0.240716403742788,FALSE,NA,NA,0.37896645137414
2,"B_p100","null",0,7.50776287805621e-08,3.51707494297764e-08,6.26884759243312e-08,0,0.452369456421086,TRUE,0.00133710680337951,0.564066784010387,0.852321576631751
3,"B_p100","null",0,1.78434489406243e-10,4.71067772836824e-10,2.31030989102212e-09,0,0.00426008848274405,TRUE,0.00128615988311642,0.000222066882531458,0.610803460425272
4,"B_p100","null",0,0,1.98788061696728e-11,1.58910716474304e-10,0,0.128793634390039,TRUE,0.00450186637384231,0.166803680959446,0.672440969586957
5,"B_p100","null",0,3.70467503341132e-08,2.43789416544537e-08,4.44819299823084e-07,0,0.0303708928272325,FALSE,NA,NA,0.450159204315821
6,"B_p100","null",0,4.2978114955794e-09,5.53267305112811e-09,1.28207319788579e-08,0,0.18836635272741,TRUE,0.178353579640264,0.290400154979699,0.812968212085552
7,"B_p100","null",0,0,3.09814040143468e-11,4.7793621463761e-10,0,0.00964238667576826,TRUE,0.000989334863294444,0.010955333101185,1
8,"B_p100","null",0,1.10794272201176e-07,1.95212174668633e-08,3.18416848232749e-08,0,0.338431679650024,TRUE,0.0531339836086391,0.791019578142492,0.887276667799072
9,"B_p100","null",0,4.80900524957306e-09,3.84688931813854e-11,5.46035403002698e-10,0,0.00214740708815925,FALSE,NA,NA,0.715364177080358
10,"B_p100","null",0,5.47937958339517e-08,1.13298510183408e-08,1.89771751248725e-08,0,0.262875531600691,TRUE,0.456732949760979,0.186919432974427,0.215654523367017
11,"B_p100","null",0,4.68881822257572e-09,1.15676285541691e-10,2.21260726766108e-09,0,0.00584302132271802,FALSE,NA,NA,0.617401434928869
12,"B_p100","null",0,3.22166038291272e-08,1.01667618822376e-10,2.57436884149278e-09,0,0.0015979762452866,TRUE,0.809651039470937,0.916682719941541,0.7065351069577
13,"B_p100","null",0,1.62908744505419e-06,9.76737589608016e-08,5.9392827663218e-07,0,0.345870377985233,TRUE,0.372701800372424,0.782092724094993,1
14,"B_p100","null",0,8.04161964795824e-07,6.54819779065232e-09,1.62263071641122e-08,0,0.295601879082308,TRUE,0.564901495296099,0.44164962243452,0.304592947370493
15,"B_p100","null",0,5.63734849912123e-08,3.71242921088786e-08,5.73536898238265e-08,0,0.760739359910295,TRUE,0.575195873968465,0.35852505346811,0.468821345297695
16,"B_p100","null",0,8.98147392014437e-08,3.81563800298609e-09,8.81015404656263e-09,0,0.110372303346318,TRUE,0.010315267479708,0.0552686222232518,0.451527348477266
17,"B_p100","null",0,7.48240610692896e-07,1.86408393847064e-07,2.48422829046275e-07,0,0.159172295538935,TRUE,0.0904625892271267,0.0363198353748232,1
18,"B_p100","null",0,3.07659970277818e-08,2.00102473178736e-09,9.44602375384242e-09,0,0.096791204769112,TRUE,0.897819320641421,0.758635853208478,0.655387812725809
19,"B_p100","null",0,4.52490014346552e-08,1.68337229299159e-08,2.53926249502396e-08,0,0.650739984378858,TRUE,0.202112132797991,0.36230810595161,0.480378159527143
20,"B_p100","null",0,4.19420387642866e-07,9.08676220957804e-09,4.43225533590916e-08,0,0.0761940881920398,TRUE,0.00100570953690482,0.000262748573520044,0.512907572492144
21,"B_p100","null",0,3.40636333029387e-08,1.64006010313732e-10,6.59591625758915e-09,0,0.0742673784234463,TRUE,0.23649575942465,0.46816168101598,0.738965340812406
22,"B_p100","null",0,6.92958206371941e-08,2.78254622404524e-09,7.55909627208771e-09,0,0.00821173774022921,TRUE,0.0861648839219619,0.205198653475563,0.621596565006227
23,"B_p100","null",0,7.67679946278577e-08,2.1922043108529e-09,8.91239898143537e-09,0,0.258101732227596,TRUE,0.212578781930019,0.169591659576256,0.396913672932183
24,"B_p100","null",0,0,4.43953541904638e-11,6.31555178891589e-09,0,0.0395908255262973,TRUE,0.843725440334173,0.397563703936818,1
25,"B_p100","null",0,1.02105306432065e-08,5.59907228139324e-09,1.52555342985013e-08,0,0.0144236071747829,TRUE,0.00157052897876453,0.000355104829827035,0.570876791926596
26,"B_p100","null",0,0,5.67062712594483e-09,1.16232892606354e-08,0,0.400480832570761,FALSE,NA,NA,1
27,"B_p100","null",0,0,1.46894977955547e-12,3.81783435029763e-11,0,0.0248978649833671,FALSE,NA,NA,0.290554396158971
28,"B_p100","null",0,5.3807184735577e-06,1.81751903969536e-07,6.6837726619809e-07,0,0.32513857896468,TRUE,0.378616040165024,0.258487133692847,0.486618334454933
29,"B_p100","null",0,0,7.72304881638438e-10,8.59488904436371e-08,0,0.0842425675066637,TRUE,0.096037097092414,0.00813810001087201,0.852290610139431
30,"B_p100","null",0,1.17264320476096e-08,4.82533441330085e-10,1.91232702869757e-09,0,0.0165344767081908,TRUE,0.0131106693440273,0.00106357080382691,0.757601500830885
31,"B_p100","null",0,0,1.65785316488244e-10,9.28124495796061e-10,0,0.055780383875831,TRUE,0.00274631104614209,0.0138351295816648,0.470634176462518
32,"B_p100","null",0,0,5.57709289001863e-10,2.35551691770323e-08,0,0.0932176307516214,TRUE,0.363040265245576,0.0768802945011198,0.577174662244506
33,"B_p100","null",0,2.4273760779181e-09,3.37593592311885e-09,9.30412647818543e-09,0,0.079417298399937,TRUE,0.0823819102218997,0.0976243151545451,0.803720160805139
34,"B_p100","null",0,1.50301085555249e-06,1.77946853894635e-07,1.5177278451304e-06,0,0.347300166419499,TRUE,0.536125815493042,0.466505771098946,1
35,"B_p100","null",0,1.56740920611576e-05,6.74962575979159e-07,1.18149195981942e-06,0,0.491807866121699,TRUE,0.651915899873843,0.949161033966304,0.627819919819171
36,"B_p100","null",0,3.50439544050118e-09,1.99962961831314e-10,5.33695021654743e-09,0,0.0117438765451743,TRUE,0.665939216819868,0.815583739344377,1
37,"B_p100","null",0,7.98933053269835e-07,2.37119025326011e-08,1.01258692447794e-07,0,0.522678881087868,TRUE,0.402933289507045,0.405214150162954,0.749178057013837
38,"B_p100","null",0,2.07162040855025e-07,7.4025788214531e-08,1.17023046924063e-07,0,0.0729041094486804,TRUE,0.00575459704232339,0.0246664733941975,0.0412492179543007
39,"B_p100","null",0,0,1.46090198695245e-09,4.32524060661352e-08,0,0.0868292998536675,TRUE,0.150106246281903,0.109942005609782,0.702370467133572
40,"B_p100","null",0,5.00929011604256e-08,1.08171342545596e-08,3.91852139716972e-08,0,0.0671053256474098,TRUE,0.0792340328737051,0.208855254181717,0.984477719319439
41,"B_p100","null",0,9.6136599392338e-07,2.14856077561847e-08,2.71232648448061e-07,0,0.00877686257744343,TRUE,0.571870144400528,0.363813605022892,0.718114646989404
42,"B_p100","null",0,2.47319756008224e-07,1.40214902042436e-08,2.7005943259787e-08,0,0.371385600852426,TRUE,0.0115432048459987,0.000653400125663839,0.199027655902719
43,"B_p100","null",0,1.78861847777156e-07,7.25585501950298e-09,2.15084459545894e-08,0,0.104139363291502,TRUE,0.30767775875507,0.78381069522548,0.724564154081873
44,"B_p100","null",0,1.05098004965498e-07,9.76468827204934e-10,3.81077970684761e-09,0,0.027017179701574,TRUE,0.198652758134889,0.00960726377261456,1
45,"B_p100","null",0,0,6.88348909921903e-10,2.81923271256163e-09,0,0.0275532259459499,TRUE,0.00264082803067611,0.109280688002071,0.699912865745796
46,"B_p100","null",0,1.34363697945616e-09,2.30432323587711e-09,1.00173484669298e-08,0,0.188128396247164,TRUE,0.521644569520181,0.529226694116376,0.279365597641836
47,"B_p100","null",0,9.50895467921598e-09,2.13175303951901e-09,2.08483853543576e-08,0,0.204638971518808,TRUE,0.000341094211111281,5.60442649222281e-05,0.862976339365882
48,"B_p100","null",0,1.82827138850428e-06,2.57770741104978e-08,1.02024740123932e-07,0,0.479877994366287,TRUE,0.152237033563603,0.742499314992693,0.465508255632804
49,"B_p100","null",0,5.14947367857843e-07,4.10560872804148e-07,1.0559111132535e-06,0,0.793385044731948,TRUE,0.390686770189633,0.439260246149253,0.961343397001651
50,"B_p100","null",0,5.46747317420326e-08,8.43645913279263e-09,5.07115926028285e-08,0,0.000630414526123342,TRUE,0.22711338978315,0.914632733545846,0.315516241136068
51,"B_p100","null",0,1.75588577011609e-07,3.16136770947148e-08,4.66205644113694e-08,0,0.0704521904377271,TRUE,0.00308262603326392,0.00709031633871804,0.685343997163778
52,"B_p100","null",0,2.23118566955449e-08,3.10812423250734e-09,9.8284668985251e-09,0,0.0397641173460029,TRUE,0.0988697573377159,0.153078945604953,0.815592307187678
53,"B_p100","null",0,8.73898564623943e-09,2.37292336502548e-08,1.69187248906234e-07,0,0.0755457211459107,TRUE,0.560805994033025,0.360000300510842,0.110558114544142
54,"B_p100","null",0,2.20924383986798e-06,1.15653218629544e-07,3.99991735492096e-07,0,0.107084023965147,TRUE,0.100542273248517,0.809138323909902,0.696320112486733
55,"B_p100","null",0,2.0103708520125e-07,2.07756491584004e-08,3.80704411276683e-08,0,0.0687424985362652,TRUE,0.51121070343188,0.130527765938335,1
56,"B_p100","null",0,0,4.64136735038818e-12,1.36183921648225e-10,0,0.00181178860990893,TRUE,0.314881774358489,0.428499507312679,1
57,"B_p100","null",0,0,6.47238231893047e-09,1.35015653051952e-08,0,0.158804279843872,TRUE,0.00243568268678895,0.00744059642918848,0.680747345150754
