"rep","cell","dep","rel","deg","rho_hat","cf_hl","cf_ad","cf_e3","pp_hl","pp_edge"
1,"A_p5","quadratic",1,3,0.919757989660019,0.000274970165013322,4.81066621094151e-07,4.81066621094151e-07,0.00333333333333333,0.00333333333333333
2,"A_p5","quadratic",1,3,0.864508499007263,4.58161903416077e-08,0,0,0.00333333333333333,0.00333333333333333
3,"A_p5","quadratic",1,3,0.910644802094043,5.73614288290614e-07,9.07294197438624e-07,9.07294197438624e-07,0.00333333333333333,0.00333333333333333
4,"A_p5","quadratic",1,3,0.918357917164003,0.0705290398317802,0.000793687082408789,0.000793687082408789,0.0733333333333333,0.00666666666666667
5,"A_p5","quadratic",1,3,0.907720045942934,0.00336149346297776,9.23804194948863e-05,9.23804194948863e-05,0.00333333333333333,0.00333333333333333
6,"A_p5","quadratic",1,3,0.908355696754681,6.29909125526851e-07,2.55002297055995e-09,2.55002297055995e-09,0.00333333333333333,0.00333333333333333
7,"A_p5","quadratic",1,3,0.938883458813762,0.00257076765556197,2.36411573888429e-05,2.36411573888429e-05,0.01,0.00333333333333333
8,"A_p5","quadratic",1,3,0.903352453245551,4.77173196578029e-06,4.83749852397963e-08,4.83749852397963e-08,0.00333333333333333,0.00333333333333333
9,"A_p5","quadratic",1,3,0.914802446334056,0.0378351038983615,0.000702976986714177,0.000702976986714177,0.0366666666666667,0.00333333333333333
10,"A_p5","quadratic",1,3,0.899844078814937,0.00153274543865201,3.02411230450605e-05,3.02411230450605e-05,0.01,0.00333333333333333
11,"A_p5","quadratic",1,3,0.937671093364867,0.00216271098589571,4.69471407505972e-05,4.69471407505972e-05,0.01,0.00333333333333333
12,"A_p5","quadratic",1,3,0.825605122634536,0.0034358148478475,0.000351613814358331,0.000351613814358331,0.0166666666666667,0.00333333333333333
13,"A_p5","quadratic",1,3,0.87322865432454,2.38992059253818e-07,2.54327003901267e-09,2.54327003901267e-09,0.00333333333333333,0.00333333333333333
14,"A_p5","quadratic",1,2,0.755950355079932,2.89162861363268e-05,3.32901469790592e-06,2.2320069213988e-06,0.00333333333333333,0.00333333333333333
15,"A_p5","quadratic",1,3,0.897149549307031,0.000235762428693498,2.35662267092929e-05,2.35662267092929e-05,0.00333333333333333,0.00333333333333333
16,"A_p5","quadratic",1,3,0.849823904452745,0.0127925021520685,0.00153910775120858,0.00153910775120858,0.02,0.00333333333333333
17,"A_p5","quadratic",1,3,0.825805169716837,5.30542777266163e-07,3.28303739749458e-09,3.28303739749458e-09,0.00333333333333333,0.00333333333333333
18,"A_p5","quadratic",1,3,0.900953079089308,0.162324513571735,0.00623893401218534,0.00623893401218534,0.163333333333333,0.0133333333333333
19,"A_p5","quadratic",1,3,0.910415759843772,0.000763264323146551,1.68269849407654e-05,1.68269849407654e-05,0.00333333333333333,0.00333333333333333
