"rep","cell","dep","rel","deg","rho_hat","cf_hl","cf_ad","cf_e3","pp_hl","pp_edge"
1,"B_p100","quadratic",1.5,1,0.575437484400315,0.0724725804928813,1,0.0142890675347606,0.0433333333333333,0.00333333333333333
2,"B_p100","quadratic",1.5,1,0.482324370099102,0.0228247779157876,0.573860320751704,0.00394469054679181,0.00666666666666667,0.00333333333333333
3,"B_p100","quadratic",1.5,1,0.61047494399959,0.0129760951316078,0.902045701371343,0.00597231494147699,0.00333333333333333,0.00333333333333333
4,"B_p100","quadratic",1.5,1,0.500945175594769,0.296533063609161,0.213140860356179,0.949308821876243,0.19,0.9
5,"B_p100","quadratic",1.5,1,0.483898236086294,0.063229291839648,0.277422127907021,0.130468714940438,0.0266666666666667,0.0633333333333333
6,"B_p100","quadratic",1.5,2,0.683058547272357,0.00716994078187361,0.000314081459849347,0.00166053776944497,0.00666666666666667,0.00333333333333333
7,"B_p100","quadratic",1.5,1,0.508270767814018,0.413153000816544,0.884066412445287,0.275111718261308,0.306666666666667,0.123333333333333
8,"B_p100","quadratic",1.5,1,0.549552529618175,0.240804990013345,0.0411791263849375,0.108217018921282,0.176666666666667,0.04
9,"B_p100","quadratic",1.5,1,0.61107295186925,0.0170561999537799,0.180301298660228,0.0089662142068776,0.00666666666666667,0.00333333333333333
10,"B_p100","quadratic",1.5,1,0.200384485787525,0.000474475097591798,0.377795385045943,0.000141751306954041,0.00333333333333333,0.00333333333333333
11,"B_p100","quadratic",1.5,1,0.473346806136826,0.483126240982177,0.602983860465332,0.273604601326051,0.296666666666667,0.103333333333333
12,"B_p100","quadratic",1.5,1,0.287573508863719,0.00106290404241738,0.2853184733003,0.609825696849285,0.00333333333333333,0.423333333333333
13,"B_p100","quadratic",1.5,1,0.634637937164387,0.354394959531708,0.995977091433723,0.0783776672924407,0.25,0.02
14,"B_p100","quadratic",1.5,1,0.3214008650461,0.163571936519525,0.831472791218324,0.0766337861934066,0.08,0.0166666666666667
15,"B_p100","quadratic",1.5,2,0.705752975246019,0.0279995368455304,0.000493259602836083,0.00352743402591738,0.00333333333333333,0.00333333333333333
16,"B_p100","quadratic",1.5,1,0.661550864670333,0.295183457914887,0.108737761835939,0.2382022553035,0.176666666666667,0.146666666666667
17,"B_p100","quadratic",1.5,1,0.542494564662428,0.000830946713441527,0.280421896922709,0.000327091099380228,0.00333333333333333,0.00333333333333333
18,"B_p100","quadratic",1.5,1,0.441108645850445,0.0894219697979528,0.449356220112016,0.0176172922914948,0.02,0.00666666666666667
19,"B_p100","quadratic",1.5,1,0.485458398960684,0.0209349429895138,0.917283232853565,0.0459444406079607,0.00333333333333333,0.00333333333333333
20,"B_p100","quadratic",1.5,1,0.48798461147773,0.402128495725344,0.54725471302396,0.0592926160577314,0.286666666666667,0.0133333333333333
21,"B_p100","quadratic",1.5,1,0.425413539077009,0.166977133947362,0.606559921735585,0.0559832024395751,0.133333333333333,0.03
22,"B_p100","quadratic",1.5,1,0.423035957249526,0.402733463443039,0.390993798768916,0.360323508212107,0.316666666666667,0.213333333333333
23,"B_p100","quadratic",1.5,3,0.999999999936241,0.00346546745674103,0.00254753129507002,0.00254753129507002,0.00333333333333333,0.00333333333333333
24,"B_p100","quadratic",1.5,1,0.650157337530443,0.0144478015288324,0.301554433260153,0.0123809734829257,0.00333333333333333,0.00333333333333333
25,"B_p100","quadratic",1.5,1,0.418816289035281,0.16375896485343,0.0290018125390964,0.0240447848051712,0.07,0.00666666666666667
26,"B_p100","quadratic",1.5,1,0.590246069315433,0.0302202376440829,0.000459842900294882,0.00227760444010316,0.0166666666666667,0.00333333333333333
27,"B_p100","quadratic",1.5,1,0.435379091834616,0.149542955616255,0.778499308738293,0.0895652962976422,0.0533333333333333,0.0266666666666667
28,"B_p100","quadratic",1.5,1,0.508505703622372,0.05780419477789,0.064082544847279,0.429384383820113,0.0166666666666667,0.316666666666667
29,"B_p100","quadratic",1.5,1,0.59484348698041,0.0602107015973781,0.706152461575469,0.00865921309802076,0.0433333333333333,0.00666666666666667
30,"B_p100","quadratic",1.5,1,0.513122653752147,0.92587552858024,0.254159485578545,0.382279970795394,0.886666666666667,0.21
31,"B_p100","quadratic",1.5,3,0.833642657553797,0.00110371837447842,0.0131275838088034,0.0131275838088034,0.00333333333333333,0.00666666666666667
32,"B_p100","quadratic",1.5,1,0.558180392182794,0.311112853218641,0.621322382334223,0.1118498152018,0.16,0.0633333333333333
33,"B_p100","quadratic",1.5,1,0.573490031410972,0.35946326842654,0.628846688125372,0.110448393356379,0.22,0.0233333333333333
34,"B_p100","quadratic",1.5,1,0.56987867827604,0.0216874179479172,0.556477488895683,0.00174449533870402,0.02,0.00666666666666667
35,"B_p100","quadratic",1.5,1,0.564957758284583,0.343343873791815,0.670589067234239,0.302803559290845,0.186666666666667,0.15
36,"B_p100","quadratic",1.5,1,0.391834101750179,0.612159004934088,0.713193379201168,0.537413837644116,0.516666666666667,0.396666666666667
37,"B_p100","quadratic",1.5,2,0.683692985060059,0.0182383669573976,0.228372798100148,0.375836287016193,0.01,0.233333333333333
38,"B_p100","quadratic",1.5,1,0.585649721860395,0.176157652606048,0.0307331323392028,0.059954993972779,0.106666666666667,0.0166666666666667
39,"B_p100","quadratic",1.5,1,0.469699205299979,0.197916840582558,0.423091192968145,0.0422719451336521,0.11,0.00333333333333333
40,"B_p100","quadratic",1.5,1,0.419858530184215,0.355751819128359,0.0457177096768744,0.0538823429393018,0.203333333333333,0.0133333333333333
41,"B_p100","quadratic",1.5,1,0.460128663617027,0.667973406869344,0.512786249184664,0.847511725107698,0.57,0.766666666666667
42,"B_p100","quadratic",1.5,1,0.644006465736671,0.576602907069663,0.036419253945454,0.156241432511547,0.496666666666667,0.0866666666666667
43,"B_p100","quadratic",1.5,1,0.590790415933151,0.902254109456302,0.26296826501614,0.552333095604504,0.843333333333333,0.423333333333333
44,"B_p100","quadratic",1.5,2,0.704644961418065,0.0490056473373179,0.0123164350859586,0.00910213365235835,0.0233333333333333,0.01
45,"B_p100","quadratic",1.5,2,0.746985256493832,0.881230766760907,0.324023760013752,0.658916972752205,0.793333333333333,0.533333333333333
46,"B_p100","quadratic",1.5,1,0.614418971815961,0.0215223444850818,0.556405923234257,0.0381242112830267,0.00333333333333333,0.00666666666666667
