"rep","cell","dep","rel","unc_hl","calslope","spieg","uss","cvhl","mle_ok","mle_hl","mle_edge","grp"
1,"A_p5","null",0,2.16371447755437e-05,0.000169331808814919,6.57452157226561e-05,0,0.00430015183068032,TRUE,0.250396651977598,0.844807085087465,1
2,"A_p5","null",0,0.178190812048694,0.00226237202708688,0.00152187124488756,0,0.410996800977414,TRUE,0.908892681287445,0.945467254319058,1
3,"A_p5","null",0,0.103455047848709,0.00476167591324102,0.0021183088538122,0,0.0490306307917635,TRUE,0.849349464835361,0.68054407675751,1
4,"A_p5","null",0,0.0442771090815619,0.00533847623860876,0.00244729547588158,0,0.253905738658816,TRUE,0.325290896300741,0.293956964487201,1
5,"A_p5","null",0,0.000511793315314923,1.51282011154587e-05,7.85512905064829e-06,0,0.00640860212582792,TRUE,0.254755187614383,0.280497132815388,1
6,"A_p5","null",0,0.000913517433443145,3.86954136738541e-05,1.83617447402264e-05,0,0.0153478589831342,TRUE,0.427652489958077,0.239138896415862,0.576394676459082
7,"A_p5","null",0,0.0125296190721521,0.000125931750018563,5.19358477234081e-05,0,0.0269468978704633,TRUE,0.874533011293008,0.821709643915,0.772207404152431
8,"A_p5","null",0,0.00159014481439057,0.000272800991727336,9.36066871914472e-05,0,0.0447314375929773,TRUE,0.45184442347566,0.621483978966099,1
9,"A_p5","null",0,0.0118133884344018,0.000467235869673855,0.000150935242091704,0,0.0697562453345395,TRUE,0.747950830031576,0.898233006042497,0.624375757250714
10,"A_p5","null",0,0.0192480440542613,0.000905604987630173,0.000308168704569036,0,0.0740124604803335,TRUE,0.77208952150573,0.747752524300257,1
11,"A_p5","null",0,0.000214548441808127,6.09621289243968e-05,2.17803504395821e-05,0,0.0045833485354227,TRUE,0.101845318110138,0.0145468237852475,0.977803748893574
12,"A_p5","null",0,0.026342602511359,0.00170819985973196,0.00056294210599811,0,0.041795473684208,TRUE,0.120526212196153,0.299133998078949,0.154052700520038
13,"A_p5","null",0,0.00367672053323997,7.21120046730704e-05,0.000236890169776258,0,0.00611191029433228,TRUE,0.26256146485507,0.849953007901274,1
14,"A_p5","null",0,0.0143323093772417,0.00887471126608454,0.0039103146102443,0,0.127086431089465,TRUE,0.183970789653195,0.387848640737147,1
15,"A_p5","null",0,0.01467202153536,0.00216643681159716,0.000705647439003322,0,0.110253455769655,TRUE,0.473469906821959,0.388310901058845,0.96155997109761
16,"A_p5","null",0,0.0116127267716579,0.00120971027878185,0.000887859836663242,0,0.0529301502881061,TRUE,0.318855455621692,0.857397301607985,1
17,"A_p5","null",0,0.0329584699925288,0.00294202590546634,0.00158218156787235,0,0.49318837407007,TRUE,0.56805607408122,0.823871472103446,1
18,"A_p5","null",0,0.00167503718311002,0.000852196979106559,0.000529392575631413,0,0.0118143420157866,TRUE,0.0476470225027045,0.18979596053069,0.170095380378749
19,"A_p5","null",0,0.0253258063412876,0.00175396399753692,0.000558570528012459,0,0.194813814155639,TRUE,0.834125009606848,0.646240436580016,0.998248536885485
20,"A_p5","null",0,0.0108694530841191,4.7914377077688e-05,2.52055185237149e-05,0,0.156979271836604,TRUE,0.909410427113563,0.650792096936482,1
21,"A_p5","null",0,0.0110714413284185,0.000517186335288137,0.000182281964912695,0,0.160322157361031,TRUE,0.693836195893974,0.949164581468076,0.3636174548459
22,"A_p5","null",0,0.0108369691423392,0.000886117644904947,0.000312997441954621,0,0.00349638632829359,TRUE,0.46730565405745,0.146886740949401,0.853998761570081
23,"A_p5","null",0,0.000994302137179881,2.24897837825044e-05,9.15563091968328e-06,0,0.00138842724319857,TRUE,0.425237410461942,0.383229888293992,0.957475956728641
24,"A_p5","null",0,0.0284613919821874,0.00317870035756983,0.00109967007541829,0,0.15858631268758,TRUE,0.377706360349551,0.188080541999402,0.58454463319509
25,"A_p5","null",0,0.000643646174368406,0.000491313195839038,0.000394016192048568,0,0.0303749716815552,TRUE,0.043432843276465,0.558541407733656,1
26,"A_p5","null",0,0.0413449171138833,0.00392791701624143,0.00532774553829591,0,0.23638930323148,TRUE,0.336590438339045,0.878807288555808,1
27,"A_p5","null",0,0.0309965904543407,0.000425799548344069,0.000392146978898791,0,0.201733131749404,TRUE,0.833361124186762,0.910623033308395,0.873859191441238
28,"A_p5","null",0,0.0111369280888267,0.00276963065387481,0.000744647426562613,0,0.148637913500924,TRUE,0.694883366199554,0.503393246265308,0.783729625124303
29,"A_p5","null",0,0.0296373539009471,0.00571607169392711,0.00186473759774258,0,0.0445730044313596,TRUE,0.560954920101623,0.214686621326374,1
