"rep","cell","grouping","S_dec","S_edge","df_dec","df_edge","p_dec","p_edge","pnc_dec","pnc_edge","delta2_norm2","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10"
6,"A_p5_lam100","fitted",2.69840471059825,1.09115573848055,7.54973998762768,1.82557193438502,0.943973268500958,0.554039378903439,0.944215954338072,0.555783718233224,0.00903369439360654,-0.0428006200456517,0.336973809579406,0.379009470696708,0.536111582197913,-1.18476064079109,-0.353280421661019,-0.0392782339961554,-0.267415202422386,-0.0605694650129995,0.739439314071024
6,"A_p5_lam100","heavyx5",3.57765994610584,0.808255800889489,7.53720693952343,1.82731975313037,0.876301936365664,0.649263087161125,0.876747122223557,0.650849867145073,0.00903697852895063,-0.344927158327536,0.601415869610554,0.374886604938241,0.526375290464751,-0.598704765321901,-1.20320715853772,0.54213468904619,-0.566157522715973,0.247151904936934,0.444623382511437
6,"A_p5_lam100","heavyx20",3.27430696414922,0.790615253789071,7.52686986406712,1.82551495523567,0.902092868323207,0.655538560347443,0.902462127201171,0.657100346902408,0.00888759502461253,-0.358931494190194,0.609042296309237,0.624912359087668,-0.0232074791816966,-0.306069932182847,-1.18955595298126,0.535176208596185,-0.569480225049265,0.257594958022214,0.444623382511437
6,"A_p5_lam100","heavyx100",4.4574431539026,0.738885454065976,7.53153598972533,1.82641176305956,0.78680370612359,0.674906363232211,0.787443941642545,0.676411226925895,0.00897957240069185,-0.365956068880603,0.615961159046781,0.624912359087668,-0.0232074791816966,-0.306069932182847,-1.48595582260819,0.821752247857804,-0.558562203164513,0.257594958022214,0.444623382511437
6,"A_p5_lam100","pc1",8.17804407039831,3.74748813600615,7.50824495561279,1.95119063631053,0.366717691050567,0.141064771410824,0.366992101480996,0.141202247217694,0.00268901202112617,-0.648968631003792,0.936041632594184,-0.794177352635386,0.258629522443703,0.135237231455725,0.353640597356921,1.25580225342482,0.387284946810606,-2.06856501876336,0.183744397596723
6,"A_p5_lam100","oracleX",4.81839687190919,1.87028983821603,7.58311409991747,1.83571271216454,0.749763722767769,0.360976439759219,0.7501793879451,0.361910406176717,0.00505972629566295,0.956425708498274,-0.325558282381979,0.533786442709216,-1.76631701252112,-0.00139703987101014,-0.0116257257766854,-0.137721198556304,0.183580215657501,0.582447395638955,0.028352841904872
7,"A_p5_lam100","fitted",6.59408712155375,0.740520261895145,7.58036538597592,1.83556584997673,0.541384969284191,0.675450451491479,0.542132032654428,0.676631426231417,0.00732396190357175,-0.543816408280551,-0.426458745274288,1.26769752757583,1.33223337592111,-0.161366997723507,-0.927959314793829,-1.2233083581957,0.543508919951276,0.217864486910633,-0.0899053227335553
7,"A_p5_lam100","heavyx5",9.67289959816451,1.01925579170417,7.58961659453693,1.83635793193815,0.25091632508702,0.578991248202698,0.251617554738761,0.580305025607667,0.00795150715036512,-0.276645124818962,-1.01922654694815,1.83643957342398,1.04553131508903,0.108840934512902,-0.661917088999054,-1.79813502252251,0.598924998157649,-0.0486990988036253,0.21804904220396
7,"A_p5_lam100","heavyx20",12.7584004357882,0.34421065994991,7.59396388092838,1.83782451574033,0.0969318937570002,0.842151528793087,0.097323569904732,0.842996706469898,0.00768351783110877,-0.284131561198688,-1.03580454273856,1.5469083256578,1.04125148211675,-0.16641233299582,-0.0732911872885637,-2.41965232852556,1.49429939151538,-0.0384351156495022,-0.0738826144413072
7,"A_p5_lam100","heavyx100",10.8692893292331,0.557892071445518,7.59055813812444,1.84017413256851,0.176477690877281,0.748487935504708,0.17702662268014,0.74944858638277,0.00741413728643558,-0.59399005704581,-0.735076617496509,1.81686214959235,0.759048504105344,-0.180997164125965,-0.667563565516197,-1.82020274189324,1.51674315482686,-0.0384351156495022,-0.0738826144413072
7,"A_p5_lam100","pc1",9.56604292508585,0.303463656927822,7.55760995560791,1.9049615225226,0.25554977942264,0.875660773050331,0.255711569404676,0.875743814018831,0.00180979595312365,0.0801920266080969,-0.784368665147407,1.98847838726521,0.329237813092188,-1.4315506848149,-0.36884368059239,-0.0950883413305622,-0.371574217169074,1.40365857554946,-0.761041729970424
7,"A_p5_lam100","oracleX",4.37584562869562,0.771570295299169,7.57254547940606,1.84634691545497,0.798361631395691,0.665802859860651,0.798724696537895,0.666674898718612,0.00527422786015159,-0.147305802914435,-0.462254405119217,1.1940306620084,0.664386833573857,-1.01161537805927,0.302888047302871,0.0351903299924344,-1.01035968185024,0.0850172255925592,0.359094125018514
8,"A_p5_lam100","fitted",8.24444858096553,0.804875862320285,7.04413051587123,1.57855604493345,0.312094460137621,0.604331895077548,0.32081992115185,0.620390198913215,0.0832958965169365,-0.297001240117324,-1.22834225143843,0.281302822078707,1.44320586850723,0.624521445793265,-0.0198829018157866,0.264983757674429,-1.67747816967272,0.99409930796927,-0.471841604097404
8,"A_p5_lam100","heavyx5",9.69454849948024,0.651430560698009,7.05252346715284,1.57975375505299,0.201732616932781,0.667122749108108,0.208863412880997,0.681437780926299,0.0822525865557998,-0.297001240117324,-1.23824786801881,0.563121176699947,1.70677608847579,-0.206525896959161,-0.302726595013481,0.82490582506748,-1.67175033962096,1.00821692745299,-0.465697730138548
8,"A_p5_lam100","heavyx20",10.8355306587489,0.528002550693721,7.06405022582802,1.57918190745018,0.139604663830155,0.722033452574947,0.145363261064142,0.734772628184225,0.0820311167569957,-0.297001240117324,-0.953550267038812,0.280715117928148,1.96835015840515,-0.479659397774068,-0.580461517468994,1.11959896190987,-1.67850294534283,1.0149396173148,-0.465697730138548
8,"A_p5_lam100","heavyx100",12.5798671340206,0.552070786101599,7.06035209660747,1.57896636373843,0.0756784582169455,0.710956615100555,0.0795099668626532,0.723944365803659,0.0818867401955737,-0.297001240117324,-0.953550267038812,0.275993476451293,1.67973053355897,-0.187729846782609,-0.866644079588023,1.68127392199073,-1.95569909795198,1.0149396173148,-0.465697730138548
