"rep","cell","S_dec","tr0","tr2","tr5","v2","meanv","a_hat","s_hat","rho_hat","c_hat","sd_eta0","sd_eh","sd_et","est_signal_sd","norm_bh","norm_bt","df_M","p0","p2","p5","pcalm"
11,"B_k25_ar07",2.68150112428981,5.89885065778698,4.12668156752774,3.78280222364396,2.68150112428981,"0.26 0.04 -0.8 -0.34 0.1 1.27 -0.39 -0.28 0.06 0.11",0.381054086461838,0.381204087902276,0.706967619058192,5.33467905301764,2.26205498882237,0.559141856239385,1.64652150053665,2.03280125311474,0.276197452390599,2.70736472102294,15.2204804160317,0.888611199902315,0.734385383082332,0.682627658469084,0.718296205290194
12,"B_k25_ar07",1.91833826222341,5.99756204684472,4.4108128188037,4.35559333869757,1.91833826222341,"0.54 -0.54 -0.25 0.18 0.3 -0.53 0.59 0.23 -0.67 0.18",0.358874980539116,0.354023991601937,0.711901875375612,4.55982599264771,2.32153596602507,0.522923604035018,1.54475003796794,1.6364074643732,0.262835123029362,2.56841194397924,15.3727895695682,0.959853001093333,0.900731005159485,0.897683869616649,0.91278307596894
13,"B_k25_ar07",3.09551935493819,6.05529810503122,4.21528694103305,3.65328745080731,3.09551935493819,"-0.37 -0.74 0.67 -0.47 0.57 0.77 -0.46 0.07 0.48 -0.61",0.24672197977991,0.350091990660983,0.576056913380554,8.80825773533893,2.22407714454713,0.447480876791108,1.62097902437484,2.17319078687452,0.251801345225184,3.01758921132619,15.3611643086526,0.849951432406333,0.660725164149175,0.560580529013012,0.603098527918807
14,"B_k25_ar07",1.39362041352641,5.93335135743675,4.14419910745399,3.71103927687107,1.39362041352641,"-0.15 -0.42 0.21 -0.29 0.85 -0.3 0.38 0.06 -0.11 -0.32",0.433899954711997,0.387949660339171,0.745477428597417,4.9620808003355,2.22187350160229,0.603337901751176,1.6899743145067,2.15304663454284,0.28978208125897,2.53086339361705,15.1333737617679,0.985010919174248,0.952201535397033,0.933913911518929,0.944230270168264
15,"B_k25_ar07",6.03031995499978,6.06542024476903,4.36805637629868,4.06496305332263,6.03031995499978,"0.23 0.31 -1.78 0.87 -0.86 0.74 0.52 0.47 -0.1 -0.43",0.419682708203233,0.380905102749268,0.740488384409503,4.54677093193774,2.24414237155662,0.586688169925377,1.63545011978038,1.90820113829537,0.279167214516626,2.69246999687021,15.2689135636221,0.437391427601828,0.199117316678766,0.15732000450082,0.190775767621315
16,"B_k25_ar07",1.55470315124614,6.00388148504671,4.26467402970409,3.89525154152801,1.55470315124614,"0.49 -0.83 -0.04 0.27 -0.34 0.05 0.29 0.41 -0.42 0.13",0.412572319275578,0.380348168816109,0.735236571356228,4.85796797296902,2.22208882030581,0.58172267825414,1.670420279901,2.00426311357431,0.282079112298826,2.73687681387375,15.1226214130306,0.979443931719583,0.939694160665749,0.922014068618576,0.933961818465784
17,"B_k25_ar07",1.53513965958692,5.86830628298394,4.06979026764441,3.75505464551324,1.53513965958692,"0.73 -0.41 -0.65 0.05 -0.18 -0.21 -0.03 0.43 0.38 -0.05",0.352399907614,0.386142144960368,0.674097571646229,5.76887643939171,2.17993024683919,0.542450417908778,1.64445187807103,2.03295152427822,0.271137356200272,3.04730384844096,15.2024050647737,0.978328776032543,0.93307490410585,0.915947063842487,0.928672329802277
18,"B_k25_ar07",4.50887489699412,6.10255496660293,4.2230697105845,3.70016363385522,4.50887489699412,"0.58 0.33 0.18 -0.88 -0.91 -0.98 0.84 0.82 0.25 -0.13",0.425023259576177,0.392470215801425,0.734681912321429,5.27243970454913,2.24825345925748,0.599543824899146,1.71779312061886,2.24090950914632,0.289032830152482,2.73953009683288,14.9445781007021,0.656934044290853,0.381502333856198,0.28268590125051,0.325277993338294
19,"B_k25_ar07",1.96948880359299,5.82580830552655,4.07619019859223,3.67867816666835,1.96948880359299,"0.21 -0.4 0.07 -0.95 0.65 -0.12 -0.05 0.56 0.23 -0.21",0.448852171485333,0.38389007907313,0.759959198289475,4.66051193602482,2.41951003580372,0.612023915527612,1.68927551227703,2.09188090271806,0.291940625167956,2.53332677784972,15.0413925456805,0.952103082149242,0.869417408142295,0.830484168446327,0.853298978779938
20,"B_k25_ar07",3.03103884375796,6.06580864030106,4.36200256924411,4.16047368327119,3.03103884375796,"0.47 -0.51 -0.51 -0.68 0.59 0.32 -0.15 1.07 -0.21 -0.41",0.434527370526954,0.372759858450545,0.758990860923142,4.23010321554084,2.30638391906883,0.592738512478077,1.64078323425452,1.83809562730658,0.282620859703153,2.51674010383737,15.0947174180198,0.857543345219466,0.695285295385206,0.664969610100469,0.701788547436549
21,"B_k25_ar07",4.65474471788347,6.14570853479992,4.44745355565306,4.29408025274333,4.65474471788347,"-0.45 0.23 0.35 -0.92 0.8 -0.54 0.7 -0.7 1.08 -0.61",0.403565898020267,0.351788205589918,0.753808326118724,4.34094030608044,2.28561388136449,0.555316600500221,1.59663223481354,1.75185547287572,0.274584669367709,2.43416803642384,15.2442620903435,0.64075136425332,0.396861722116497,0.370006674510393,0.415212636375501
22,"B_k25_ar07",4.15078443078235,6.03546903584935,4.16797042275533,3.50193589664352,4.15078443078235,"0.48 -0.03 -0.82 -0.58 -0.34 -0.12 1.57 0.36 -0.06 -0.43",0.512199544176956,0.359755132363637,0.818318594494785,4.71502073549966,2.40417383643469,0.650620714257214,1.78470770301966,2.41503147150782,0.316975597750305,2.43395776300211,14.8738954158618,0.703313421894343,0.435321878046516,0.302539619753899,0.345647406169385
23,"B_k25_ar07",2.63347073128621,5.99583359853355,4.08005617059947,3.55420389558041,2.63347073128621,"0.26 0.03 -0.39 -0.43 -0.52 -0.25 0.95 0.66 0.34 -0.67",0.463432772681781,0.38455962994906,0.769554324233016,5.01136633344174,2.29445980257328,0.625357714874987,1.74338618217987,2.32243139483104,0.302910563829982,2.78065672773673,15.0552617314513,0.898700769616363,0.739012395042163,0.653454186116514,0.690978772707248
24,"B_k25_ar07",7.11957252121917,6.0350395702378,4.19886165509285,3.71331065271351,7.11957252121917,"-0.1 -0.54 0.23 0.5 -1.01 0.37 -0.54 1.44 0.97 -1.43",0.351828306560564,0.375667214107548,0.683569081040308,6.12108494666389,2.32065936372404,0.535515362645128,1.66425498926034,2.15357095109812,0.275759147658394,2.7675251012298,15.2536687153248,0.306122178701789,0.09428800557148,0.0532524448457375,0.0706203499089599
25,"B_k25_ar07",9.84534492919725,5.94525558855979,4.03869484161799,3.40543835973879,9.84534492919725,"-0.22 1.42 -0.47 -2.19 -0.25 0.89 0.2 0.9 0.54 -0.86",0.461426764374119,0.375119270872034,0.775941120313033,5.33982443144413,2.41547442030455,0.618729791957158,1.75643697086708,2.46393790972714,0.307509084336239,2.55323571267044,15.0856731168682,0.103453952859853,0.0128777206835138,0.00360386382540079,0.00580319868143686
26,"B_k25_ar07",2.75651868150282,5.95307006073828,4.22776834121892,3.77721069598632,2.75651868150282,"0.16 0.4 -0.7 0.2 -0.6 0.39 0.07 -0.57 1.03 -0.37",0.36582852654601,0.39799888170465,0.676725401477549,5.74080434290753,2.29570587012447,0.559560343695541,1.66629005430705,2.1001499939548,0.269968837007267,2.78231469250973,15.1561530901932,0.883489590467134,0.731911796054129,0.663390145070518,0.700314447383383
27,"B_k25_ar07",5.57789248452503,6.02460600694373,4.23792471890103,3.83617070649944,5.57789248452503,"-0.57 0.03 -1.03 -0.36 0.73 0.97 0.77 0.82 -0.58 -1.01",0.433258022497545,0.383768558765545,0.748566107230026,4.80069742477657,2.28054172599425,0.600230033920183,1.67575408093583,2.07994067286775,0.289842704569576,2.66285582313795,15.1469455141105,0.493013472406361,0.229801716607243,0.168581294814365,0.203183007311457
28,"B_k25_ar07",2.93516818754593,6.04289073883734,4.35959547846915,4.03676573777913,2.93516818754593,"0.74 0.26 -0.99 -0.37 -0.32 -0.5 0.58 -0.2 0.57 0.36",0.362359690213785,0.363588221377306,0.705909124280711,5.20976523417724,2.19416485539011,0.533402603588001,1.61851517406253,1.88780891634301,0.272151612531859,2.70556926996415,15.1479109592613,0.868204804558813,0.715091170125013,0.667266815095432,0.704053344545106
29,"B_k25_ar07",4.50532683221322,5.77294948198587,4.07159369454165,3.65155867821261,4.50532683221322,"0.68 -0.51 -0.08 -0.04 -0.77 -0.2 -0.42 1.09 1.08 -0.79",0.439125717148376,0.358080963353409,0.774997415835676,4.76545699392914,2.22225259688281,0.589189609157247,1.68986954584791,2.09263471999888,0.295550552248665,2.69219494154547,14.9472326048004,0.61924553053788,0.353918020180762,0.273769583071437,0.315891642715702
30,"B_k25_ar07",7.56377822364894,6.25810781551993,4.48129996766362,4.31669862177043,7.56377822364894,"0.24 0.96 -0.77 -1.41 -1.32 1.16 0.43 0.65 0.44 -0.33",0.337948042280274,0.346189253692728,0.698538195820166,5.23237075277104,2.31707350280157,0.503902514506574,1.57863933826346,1.76826945238354,0.26620069237966,2.65442598223598,15.302242927261,0.288304610991962,0.095984683771504,0.0814116187883408,0.104378958559756
31,"B_k25_ar07",4.58893224943552,6.09071712184259,4.33846007358524,3.94120983057153,4.58893224943552,"-0.04 0.66 -0.39 -1.12 1.02 -1.03 0.13 0.2 0.75 -0.14",0.334440626666623,0.370560522575427,0.670000239056738,5.9403274434963,2.38018933510629,0.519126762168173,1.61533860078175,1.98668683280784,0.268034654521124,2.73087959779602,15.3556509396417,0.644310823779507,0.388507190192666,0.315769580044655,0.359732459163631
