"rep","cell","S_dec","tr0","tr2","tr5","v2","meanv","a_hat","s_hat","rho_hat","c_hat","sd_eta0","sd_eh","sd_et","est_signal_sd","norm_bh","norm_bt","df_M","p0","p2","p5","pcalm"
3,"H5_k25_ar03",16.4306259492692,6.00713685044528,4.27570176758159,3.54032208901265,16.4306259492692,"1.63 -0.67 -2.14 -1.59 -0.33 0.98 0.56 2.15 -0.09 -0.46",0.169622267138832,0.185970903116941,0.67388522896706,13.1442852212272,2.38669364591177,0.293635809371745,1.57763025893899,2.229563459144,0.272148160601839,1.97410920756858,18.8148387137258,0.00518330586586968,0.000218458636997765,1.42399820766137e-05,3.33366421495507e-05
4,"H5_k25_ar03",4.32467483140443,6.02141518554848,4.09279897937372,3.44440000418902,4.32467483140443,"0.43 -0.08 -0.41 -0.82 -0.05 -0.36 -0.04 1.5 0.58 -0.76",0.177448867290259,0.191906261475784,0.678909139400987,12.820715880724,2.23744144650999,0.3036719542408,1.60438226294315,2.27502151088471,0.276309777643173,2.09909640518394,18.6512677327181,0.675707529878671,0.388807384872947,0.26160200185527,0.303203635524786
5,"H5_k25_ar03",9.62627072675275,6.17613418401962,4.48115581533953,4.15886887449586,9.62627072675275,"0.66 -0.57 -1.14 -0.23 -1.61 1.2 1.66 0.65 -0.05 -0.56",0.204672713030852,0.192518111188434,0.728404274229833,8.61797617373132,2.38137278993593,0.320290730006141,1.51176182886828,1.76386456431283,0.27510391789594,1.72781114017943,18.6856746133788,0.131015857973151,0.0296965424516649,0.0181180620073708,0.0260904356767806
6,"H5_k25_ar03",6.44347049429174,5.82973652665139,3.96769986156914,3.4731993783928,6.44347049429174,"0.67 -0.61 -1.16 -0.31 0.15 0.23 -0.47 1.82 0.34 -0.67",0.225566323432027,0.196891010331286,0.753369841329247,9.71015127050453,2.3907238984717,0.342364730892171,1.60651827548682,2.19028312205653,0.290471984711001,1.93400482410825,18.6689690906712,0.355191904295794,0.113405606337969,0.0635204943469192,0.0829024022662814
7,"H5_k25_ar03",9.01193698526307,6.15326255516234,4.34944112452659,3.74920993061924,9.01193698526307,"0.45 -1.02 0.18 -1.62 0.79 -0.37 1.01 1.54 -0.02 -0.98",0.226592890720459,0.210933847701911,0.7319454390141,9.29024140105527,2.44283286579409,0.349772582623211,1.5871109396296,2.105102654556,0.285942464286805,1.90616843470357,18.681329993143,0.164018095378266,0.0365752176215921,0.0143917511002696,0.0210429973338913
8,"H5_k25_ar03",11.4690460146738,5.90542222119431,4.23590006238363,3.68398954230313,11.4690460146738,"0.84 0.34 -1.69 -2.04 1.11 -0.04 0.63 1.3 0.08 -0.53",0.188355822150384,0.187239150679089,0.709205927252168,10.6908273599319,2.30552608119557,0.3068423269819,1.55288612930803,2.01367957684778,0.275158701488898,1.86022453076413,18.6302947361172,0.0496090646306583,0.00642688546936587,0.00180511012312645,0.00305919908601093
9,"H5_k25_ar03",4.8233286932783,6.03293555379673,4.22423837765728,3.50179471372281,4.8233286932783,"0.83 0.07 -1.06 -0.86 -0.93 0.22 0.62 0.8 0.53 -0.22",0.166815255828414,0.185974379887344,0.667721645433832,13.5378061308476,2.36846470538347,0.292225312314639,1.59520726379438,2.25831259307282,0.272436799438747,2.04967273762327,18.739689873611,0.602908110417642,0.32981391943733,0.20061905280269,0.238110398540323
10,"H5_k25_ar03",10.1130037349543,6.14646926043117,4.28191003772794,3.68447031782806,10.1130037349543,"0.88 0.1 -2.38 -0.6 -0.35 0.58 1.27 0.55 0.66 -0.69",0.219350345007837,0.197883708903156,0.742505241099398,9.93023229154306,2.23854296545088,0.338304595443153,1.59617485118828,2.17819987915793,0.287838537574006,1.87045423945538,18.9992707734958,0.10611282552002,0.0164866836849793,0.0054113649196621,0.00849148873392891
11,"H5_k25_ar03",7.3321787066811,6.15154675386688,4.37632743004008,3.76247958840798,7.3321787066811,"0.75 -1 -1.06 -0.26 -0.61 0.18 1.19 0.77 1.06 -1.02",0.198917478095638,0.194443677758447,0.715102645225927,10.6253945049275,2.30878419731002,0.319284847691932,1.56779903182097,2.11357667869142,0.278217788941306,1.8602075916401,18.7324453931089,0.298579165547857,0.100846492709114,0.0497908819681906,0.0662474398478771
12,"H5_k25_ar03",13.1810788533842,5.78146275782731,4.10127495442572,3.50574653315912,13.1810788533842,"1.03 -0.95 -1.38 -1.52 -0.2 1.74 1.68 0.4 0.14 -0.95",0.193022084310586,0.192662257670909,0.707766172895938,10.8924419579217,2.39091958964158,0.314521933007256,1.56969460759686,2.10248184995013,0.278403615962148,1.89011514847391,18.8757907530704,0.0197490712408802,0.00149544459831175,0.000242274913718976,0.000470803084063331
13,"H5_k25_ar03",10.2982499803929,5.99383840844576,4.27116541768448,3.84155554117539,10.2982499803929,"1.21 -0.33 -1.32 -1.88 -0.25 0.71 0.65 0.76 1.19 -0.72",0.153148086480608,0.178140096943154,0.651911046263345,12.5267218676369,2.30387292923411,0.275243000917981,1.52314696305419,1.91844348390338,0.262891903343973,1.93235463758861,18.7331505533578,0.0882981302498638,0.0144298237516883,0.0062557789864307,0.00974647203408985
14,"H5_k25_ar03",5.12147604568525,6.0475588992257,4.32949441606748,4.00153045415975,5.12147604568525,"0.58 -0.27 -0.22 -1.04 -0.83 0.79 1.27 -0.36 0.55 -0.47",0.139959013497959,0.183474751036977,0.606505732778294,12.8145473682088,2.20409946400508,0.269543272566987,1.50352235273527,1.79351140807737,0.257329597161328,1.96601478572821,18.9335878139261,0.560383992043379,0.303783783084185,0.248326880407006,0.289191380627719
15,"H5_k25_ar03",5.07494179350936,6.07492976180876,4.26889304018847,3.82190229943811,5.07494179350936,"0.54 -0.23 -1.4 -0.03 -0.68 0.3 1.17 0.84 -0.33 -0.2",0.210825501779699,0.208965073977565,0.710233562137875,9.40161237921114,2.22771642260706,0.336281537282766,1.56229317405398,1.98209964738542,0.279799766853821,1.91233261266091,18.8037046793527,0.571377962694961,0.300318717742125,0.223703760294519,0.263045365925691
16,"H5_k25_ar03",10.8651434723435,6.02162125783001,4.04455124878082,3.25714869504213,10.8651434723435,"0.99 -0.57 -0.51 -1.74 -0.14 0.94 -0.32 2 0.4 -1.05",0.176911733721998,0.177169732478104,0.706591365659242,14.1410053581508,2.31296820706408,0.296386512965301,1.63213791903133,2.50170977448253,0.281376439411914,2.04358875419055,18.8418134512468,0.0710922285472984,0.006803997336291,0.000920318279003851,0.00163318658987921
17,"H5_k25_ar03",8.58590040399639,6.02301002666505,4.23325237779066,3.85888327441425,8.58590040399639,"0.76 -0.99 -0.26 -1.92 0.64 1.56 0.18 0.4 0.09 -0.46",0.182161791402847,0.202075918080093,0.669560467459802,10.4237824009516,2.21989316084128,0.310690394588978,1.54193853492217,1.89881487535082,0.270617448778341,1.95784526377702,18.7045716474473,0.179603632588865,0.0408618681843688,0.0233223319588978,0.032945052478519
18,"H5_k25_ar03",5.88141470685392,6.05626376863269,4.23624882890798,3.76665445043127,5.88141470685392,"1.06 -0.17 -1.12 -0.87 -0.3 -0.52 1.16 0.62 0.64 -0.48",0.181770499735614,0.192795732919262,0.685996217794961,11.0556950225722,2.24569831137868,0.305486813550035,1.55912641215247,2.0095992091775,0.273259537353596,1.94837279474065,18.6145942874658,0.455814555362197,0.196532955599084,0.131094063758429,0.161409959539293
19,"H5_k25_ar03",12.012952628786,5.98546205993166,4.23362746863166,3.72500446079172,12.012952628786,"0.28 -1.38 -1.15 -0.27 0.22 1.07 1.19 1.88 -0.36 -1.53",0.187597212659196,0.199354213518187,0.685306035702104,10.7804715731783,2.33631535675863,0.313623548153108,1.57109422591967,2.02238641827995,0.274002392945748,1.94199935129869,18.6305687000141,0.0419221291199817,0.00463198616057281,0.00133138982025716,0.00229708477835699
20,"H5_k25_ar03",8.88291031602711,5.85687052064827,4.15540125247058,3.79565531233986,8.88291031602711,"0.47 -0.08 -1.18 0.45 -0.1 -0.13 -1.65 1.46 1.35 -0.59",0.152155690837358,0.198731559937509,0.607915138040988,12.1581246918144,2.27601865019575,0.287027448424269,1.51445047134984,1.84992786176976,0.259032622834859,1.96470473585943,18.7630854968035,0.145165633763695,0.0302443509129919,0.0166454022260706,0.0241515843143272
21,"H5_k25_ar03",12.1568374477488,6.01137761483076,4.24410643318596,3.83835048238971,12.1568374477488,"0.32 0.3 -1.24 -1.28 -1.37 1.24 1.25 1.27 0.76 -1.28",0.155623580332229,0.19241600345798,0.628852123604537,12.3681037081243,2.28348412802229,0.28622498060625,1.52522325760887,1.92476858097863,0.262617057856855,1.97153306722909,18.9179307227071,0.0398560312715457,0.00396839704914465,0.00145266361853236,0.00250810283185621
22,"H5_k25_ar03",15.9145509277288,6.03672657815552,4.2992349587312,4.03723449428814,15.9145509277288,"0.88 -1.45 -0.69 -1.84 2.03 1.17 -0.5 0.49 1.22 -1.32",0.178488449134624,0.191515078052891,0.681789421882468,9.91607421609781,2.39195967337535,0.30060684447299,1.51286445293502,1.76990470833513,0.267446240095961,1.85404654266817,18.6123539636407,0.00705896647336601,0.00032541551344667,0.000130990208581094,0.000265698133715686
23,"H5_k25_ar03",12.0755105669039,6.05115414031212,4.1319386508975,3.29987841196426,12.0755105669039,"1.38 -0.27 -0.98 -1.52 -1.54 0.36 1.11 1.26 0.98 -0.75",0.2303351396393,0.202116970618378,0.751648121653078,10.9590384412059,2.26209407779417,0.349650815095989,1.63733053716567,2.52425164966762,0.29274379849278,1.92458218070538,18.6627892981351,0.042812867059681,0.00332547855624132,0.000347704587305264,0.000657658931852545
24,"H5_k25_ar03",7.55941876562713,5.96187262672804,4.2536820122148,3.69003323735669,7.55941876562713,"0.62 -0.79 -0.96 -0.85 0.68 0.16 -0.06 1.38 1.02 -1.22",0.197550996226069,0.191555098342843,0.717917654348196,10.305279827613,2.36907798563451,0.316589392916662,1.56517919787274,2.03581829633337,0.278768125037724,1.86691494623143,18.7176704308785,0.254651912888674,0.0784158443996815,0.0381688441326713,0.0518558462527057
25,"H5_k25_ar03",11.1742912812098,5.9448581057996,4.12546556755323,3.50438663217905,11.1742912812098,"1.27 -0.92 -1.32 -0.57 -0.2 -0.67 2.17 0.94 0.07 -0.75",0.217107888001513,0.193217498550564,0.747011600003046,10.2491455738833,2.40463468063427,0.334294024385914,1.61892625192036,2.22517034936586,0.289419788846655,1.91586173846202,18.7085407277946,0.0584571413763266,0.00647707342211434,0.00145625791783421,0.00250215868228176
26,"H5_k25_ar03",6.71891553974219,6.09287705233673,4.49448783275031,4.09213920033715,6.71891553974219,"0.82 -0.29 -1.52 -0.23 -0.68 0.71 -0.2 1.1 0.98 -0.66",0.171141892571977,0.192901834760831,0.663656474137437,10.2731522018764,2.22798320894184,0.296072568974239,1.5068947468974,1.75816671050909,0.264890569635241,1.84905069711369,18.701061336453,0.356915917159609,0.154608264556839,0.107689622328478,0.134839052938862
27,"H5_k25_ar03",9.44811947795769,6.00879818444735,4.19621757555318,3.66095555842199,9.44811947795769,"1.65 -0.61 -1.39 -1.07 -0.57 -0.15 1.31 0.19 1.04 -0.36",0.211508555891562,0.205056230068945,0.71797329616803,9.87788576461006,2.27675372529902,0.335286574108893,1.59169534133388,2.08925735333449,0.282078696225612,1.95240751078933,18.6449337694677,0.127238279126566,0.022331784441687,0.00862504694295163,0.0130986290515391
28,"H5_k25_ar03",7.65343544525566,6.17277005856089,4.41105234793976,3.91663978653997,7.65343544525566,"0.83 -0.96 -0.69 -1 -0.49 0.42 0.69 1.45 0.75 -1.01",0.170710012197458,0.198448483677495,0.652136581423117,11.3552693538763,2.17802550840443,0.300342849197644,1.54877138339455,1.93845816990564,0.267402274130386,1.98725709104993,18.6833535538473,0.270254051314194,0.0862169342342967,0.0483459649668163,0.06461146841987
29,"H5_k25_ar03",10.368562599358,6.14165457218481,4.41403507151964,4.15722020938544,10.368562599358,"0.59 -0.26 -0.87 -0.27 -1.66 1.12 0.14 1.04 1.49 -1.35",0.169453519606126,0.194969507063398,0.655990920381695,10.1961211810152,2.24807187339304,0.295835673073489,1.50182848946292,1.7277686204536,0.263843262628933,1.87735154781413,18.6295950359436,0.0952307835698718,0.0170207374131333,0.0106181052348138,0.0159458763070176
30,"H5_k25_ar03",10.170754121657,6.07800038026595,4.40838204829228,4.08064257225687,10.170754121657,"1.1 -1.54 -1.44 -0.46 0.47 0.81 0.18 1.27 0.71 -1.12",0.182695341024473,0.186452267179739,0.699874098307431,9.70215857180665,2.34705016774335,0.30069212507115,1.5090581413906,1.77253916894973,0.26951696551331,1.80468231569191,18.7912244237776,0.0988135281720827,0.0195197564440368,0.0110506732638566,0.0164828219909605
31,"H5_k25_ar03",9.60971506096702,5.99667197990054,4.16918794801768,3.47804829774921,9.60971506096702,"0.88 -1.03 -1.19 0.26 -0.31 -0.92 1.75 1.28 0.1 -0.8",0.223132658512569,0.198054361349136,0.747884754896499,10.1732793641341,2.34718929038054,0.341076431170846,1.603164804162,2.2699908703103,0.288688328563575,1.88243717260264,18.7236314097946,0.118113564913837,0.0197218788758137,0.00528306265662359,0.00828058542065491
32,"H5_k25_ar03",11.8456932625116,5.98447669539382,4.21793869980183,3.69311030730928,11.8456932625116,"1.01 -0.91 -1.27 -1.12 -0.79 1.73 0.3 1.51 0.48 -0.95",0.239327930901499,0.210796153409426,0.750421757257608,8.75788879359423,2.39025777474436,0.358714817555779,1.5824194089967,2.09600740403633,0.287872208268739,1.80471987604097,18.6575068055899,0.0448977088051109,0.00468390119850937,0.00136067858259625,0.00235029095175476
33,"H5_k25_ar03",10.6367429066189,5.94726810256522,4.26077420657631,4.06495077103088,10.6367429066189,"0.98 -0.8 -0.71 -1.37 1.34 -0.53 -0.7 1.98 0.17 -0.36",0.160700083743994,0.187957425076338,0.649843766556115,10.4572835936398,2.29994329791969,0.285398532525381,1.48713153899529,1.68048634923261,0.261077282539417,1.81858638587661,18.7662363816603,0.074280879924975,0.0113375630041319,0.00763341690066199,0.0117138479172513
34,"H5_k25_ar03",15.7056473877309,5.89008965459043,4.06140037299115,3.40206666776023,15.7056473877309,"1.23 0.16 -1.41 -1.94 -1.2 0.77 1.17 1.78 0.65 -1.2",0.217557615521199,0.195595271014999,0.743645159269029,10.5250774817395,2.38544840661083,0.336332783075561,1.62895904219726,2.28981076010311,0.290411465837129,1.96449403625605,18.6618691222335,0.00635882356701978,0.000196331311145936,1.70810592818871e-05,3.93395835436294e-05
35,"H5_k25_ar03",4.49182350882584,5.89894646267472,4.12914199715109,3.83516530969852,4.49182350882584,"0.5 -0.69 -1.04 -0.05 -0.01 -0.03 1.53 0.11 0.22 -0.54",0.180204402674917,0.185063508343896,0.697638516565737,10.2092653866219,2.37602205619978,0.29887321123727,1.53100813977069,1.8397545707459,0.271555891769486,1.83389322079248,18.6252371259413,0.636376622109626,0.36637149374768,0.311451829690652,0.355207153415334
36,"H5_k25_ar03",9.33591816319427,6.00399438550414,4.14718056134828,3.68118494768677,9.33591816319427,"1.16 -0.36 -0.58 -0.97 -1.81 1.07 0.76 0.4 1.01 -0.64",0.213085047113606,0.205162446208077,0.720371835070129,9.62035491653094,2.22145013868322,0.336504809030521,1.58910008788581,2.0499537806386,0.28351405310803,1.93738454885989,18.5974524221662,0.132446791058843,0.022470558253926,0.00975769536401128,0.0146950782714547
37,"H5_k25_ar03",7.81956726007178,6.03660205317617,4.23513983643835,3.93217078735196,7.81956726007178,"0.57 -0.45 0.12 -0.89 -1.36 -0.14 2.03 0.04 0.54 -0.45",0.176845093050121,0.179628057280032,0.70156506222716,10.4816425027474,2.2821804527472,0.293633491167364,1.53224635560628,1.85362704371648,0.271678095610409,1.85857052702538,18.6715506697788,0.24009466664791,0.0661019929190663,0.044685158715457,0.0599888918977753
38,"H5_k25_ar03",17.4216330685443,6.10120375758244,4.243937242313,3.54331780914368,17.4216330685443,"0.6 0.38 -1.1 -1.15 -1.7 0.05 2.73 0.77 0.98 -1.57",0.262966626445276,0.209577862264755,0.782021384678707,8.85217094553657,2.39474326673788,0.378599396195511,1.63303381929399,2.32782553026464,0.300234500332058,1.84341509770043,18.6213389647556,0.00357915729683156,0.000103124228520546,7.63507880230385e-06,1.83325629478093e-05
39,"H5_k25_ar03",13.3745355867957,5.9830700809709,4.04929875517881,3.21113790357058,13.3745355867957,"0.83 -0.9 -2.16 -0.17 0.39 1.42 -0.05 1.81 0.15 -1.32",0.182746957232161,0.177530097899124,0.717270588116106,13.9882020456483,2.43948495441107,0.300610191871815,1.63912415666748,2.55630136099092,0.282790127795656,2.0477110185195,18.6294319175993,0.0223588489548182,0.00122530208678284,7.83256774058438e-05,0.000162497936367245
40,"H5_k25_ar03",9.73674454609929,6.10665507143545,4.28486512174964,3.72800797371733,9.73674454609929,"0.2 -0.84 0.31 -0.31 -1.86 1.52 -0.27 1.39 0.63 -0.78",0.162921118359354,0.193705575224163,0.643674775969456,12.7537511063031,2.35182556772319,0.293452417677869,1.56576347385037,2.07785539351575,0.268364907198272,2.01833381312068,18.9155120006119,0.120130507821796,0.0210068939432778,0.00766683405709989,0.0117738020073375
41,"H5_k25_ar03",11.4495994202233,6.11819986463933,4.1959433119061,3.34059852975156,11.4495994202233,"1.21 -0.47 -1.09 -1.73 0.82 -0.92 1.27 1.03 0.78 -0.89",0.199513002482322,0.189336475680999,0.725364013067403,12.5008161745117,2.19748257048235,0.319501143301024,1.63065453726922,2.4940753684564,0.28640790798625,2.00522965107385,18.7214517439372,0.059605996850194,0.00592097815927661,0.000702264509307104,0.00126855032685214
42,"H5_k25_ar03",9.24414635027713,6.03432076344711,4.29429884850472,3.6841054983351,9.24414635027713,"1.33 -0.64 -1.6 -0.96 -0.65 0.67 0.59 1.06 0.88 -0.66",0.180694959804083,0.185447227678681,0.697870253004229,11.5673543345371,2.33818909145224,0.300309259133731,1.56534403287376,2.09016262651876,0.273012627090837,1.89638140797093,18.5855627387458,0.139771327904443,0.0293839766886004,0.0104230876459656,0.0156363160953927
43,"H5_k25_ar03",21.9930720502363,6.08439018923792,4.34542473779179,3.63972847084336,21.9930720502363,"1.78 -0.84 -1.36 -2.13 -1.56 2.05 0.49 1.21 1.48 -1.1",0.211757530407742,0.200474098727927,0.726189431264214,10.434834959406,2.35366463996767,0.333255072319478,1.60134548522585,2.20965488121619,0.284202883098869,1.91442524513386,18.7676411603598,0.000346203487045615,5.61299465362541e-06,1.81721850900374e-07,5.72259849396239e-07
44,"H5_k25_ar03",8.25516848612627,6.0136542770599,4.32138095112393,3.92279693312366,8.25516848612627,"0.68 -0.71 -1.58 0.25 -0.48 0.3 1.84 0.18 0.41 -0.91",0.149693728426377,0.191965428381564,0.614931405047999,12.3628800394527,2.31050664670664,0.280965836875942,1.51467957996853,1.85064560719371,0.258870191581733,1.97950994513001,18.7347693082807,0.202078621191557,0.0555900181448848,0.0322194294010374,0.0444379852017865
45,"H5_k25_ar03",4.46934168592672,6.03481829346325,4.13856370186117,3.53552089416794,4.46934168592672,"1.03 -0.65 -0.76 -0.29 -1.03 0.28 0.8 0.54 0.42 -0.31",0.174087669238391,0.189127775476369,0.677246377186107,12.6362209354235,2.28635578627219,0.299022537539104,1.58774129935759,2.19981025062924,0.274337337376638,1.98852077968695,18.6972099351751,0.655337347567363,0.371853222379968,0.256940601402883,0.298273096784911
46,"H5_k25_ar03",11.3897960387732,6.1692390445342,4.40760870395269,3.88585415011781,11.3897960387732,"0.93 -0.01 -0.33 -2.27 -1.17 1.24 -0.05 1.46 0.4 -0.17",0.163427545588227,0.186204800385687,0.659643094395205,12.1595971222385,2.23597034068835,0.287825579311566,1.54321010686302,1.98721311302911,0.265782887328631,1.96942234492152,18.6729286437836,0.0636495849003522,0.00902512665938471,0.00302259374916114,0.00495260998400648
47,"H5_k25_ar03",9.28760944609948,6.18749552015449,4.38289782087978,3.77611213160153,9.28760944609948,"0.79 -0.8 -1.83 -0.88 0.64 1.36 0.05 0.71 0.73 -0.79",0.206490302845046,0.181892600472287,0.75038697526687,10.1588302028075,2.20419383350237,0.318183395659189,1.56897517179134,2.09769992512913,0.282850722061234,1.81275349684292,18.7175060417458,0.150372183952842,0.0328683354532109,0.0123394252725935,0.0182380574571371
48,"H5_k25_ar03",7.75786758199045,5.99009877383843,4.1854804043599,3.73872169818145,7.75786758199045,"0.51 -0.35 -0.25 -0.25 -1.77 0.65 0.48 0.07 1.69 -0.77",0.202637572431126,0.201269958704618,0.709496947605838,9.90353658978286,2.27875408934718,0.32666472359289,1.5749785854385,2.00682861303643,0.280510358137861,1.91268370202912,18.8797370450517,0.240195774048502,0.0645219404586335,0.0354202629131892,0.0484209856934543
49,"H5_k25_ar03",13.5269354858265,5.92790983496759,4.1835410121683,3.87418080244515,13.5269354858265,"0.4 0.48 -1.62 -0.91 -0.63 -0.08 2.5 1.16 -0.02 -1.29",0.167458482889976,0.196237587740269,0.649124671906008,10.9271344310779,2.2649958861442,0.296661900851839,1.53260507626987,1.82984135416314,0.266019365174573,1.91875885373814,18.7454569904548,0.0195809033277361,0.00125004714043842,0.000524519842011406,0.000972161154964124
50,"H5_k25_ar03",7.7099443164177,6.10039937564314,4.2307631132715,3.95458343335444,7.7099443164177,"0.44 -0.78 -0.77 -0.6 -0.32 1.57 0.83 0.75 0.28 -1.44",0.22394377254315,0.194649633980066,0.754745819597986,8.39358849245101,2.37491804302241,0.338035538641443,1.56286738524246,1.87969187217425,0.285771366699166,1.78987880457327,18.5531074803351,0.25691639166064,0.0697145206068099,0.0494289350970036,0.0658600269091633
51,"H5_k25_ar03",4.27322019214796,6.2249714095221,4.32796621405691,3.77285259173369,4.27322019214796,"0.75 -0.54 -0.37 -0.89 -0.51 0.09 0.83 0.76 0.63 -0.75",0.169886876493446,0.188417395490975,0.669642208449091,12.4140977900497,2.30057318825132,0.295133591326237,1.57225300902731,2.10899229803574,0.271317109674305,2.02853857053163,18.7125065695969,0.704293801127718,0.440590141045876,0.336452512856365,0.380931378315599
52,"H5_k25_ar03",11.0472946568266,5.91842695063243,4.15133571162575,3.70062098482593,11.0472946568266,"0.78 -0.19 -0.81 -0.55 -0.93 -0.81 2.15 0.98 0.71 -1.35",0.186243845487474,0.190539062158108,0.699000550172309,10.6972085155737,2.29612308294354,0.307617599521423,1.56962980206869,1.9922892499218,0.275757551145618,1.94592847361438,18.5784949860677,0.0605195069284923,0.00726331786575063,0.00259428026572972,0.00429475050546535
53,"H5_k25_ar03",10.1813082901981,5.95842358586483,4.3039981794784,3.94123379788524,10.1813082901981,"1.25 -0.6 -1.33 -1.47 0.41 -0.14 0.64 1.77 0.2 -0.73",0.177025653147297,0.200737190596452,0.661421206369103,10.3456978331449,2.16688085313173,0.305279848445887,1.51915354689752,1.83145391617705,0.266733087824077,1.88850030841989,18.6984739282887,0.090589294064863,0.016434770257503,0.00846202269227225,0.0128806131837732
54,"H5_k25_ar03",7.56795814326387,6.09345692333114,4.27733605296239,3.79726637954549,7.56795814326387,"0.69 -0.27 -1.19 -0.12 -1.22 -0.2 0.63 1.48 0.97 -0.74",0.198254560572423,0.184157046206444,0.732676418539946,10.1460600939135,2.31772924453074,0.312743363243035,1.55689597400474,2.01150268546022,0.279086253340429,1.8491244042087,18.7064853484763,0.268938673712475,0.0799234369643922,0.0440706322411561,0.0592334739857364
55,"H5_k25_ar03",9.82325612861749,6.23526929618763,4.39425296192946,3.8451966669028,9.82325612861749,"0.98 -0.66 -0.19 -1.25 -0.52 -1.28 1.63 0.91 1.02 -0.62",0.15091027943663,0.186851616645257,0.628316107463547,13.5530134537749,2.27169814596304,0.280251507844944,1.55316973844611,2.04528904751758,0.263925030094144,2.04808467097461,18.7929312372883,0.125949088706386,0.0236948404464133,0.00907991707520006,0.0137676011557563
56,"H5_k25_ar03",9.95968658978882,6.05319656312001,4.33614844633705,4.13199053119998,9.95968658978882,"0.59 -0.91 -0.88 -1.29 0.54 0.55 1.57 -0.16 1.26 -1.29",0.13107545263053,0.185161322214811,0.577781074323518,12.8291342021406,2.26418089478602,0.26327295377062,1.47925870172747,1.6815845724034,0.251033514040102,1.94643705043458,18.7035332548568,0.105966729552578,0.019581435882289,0.0134946922900656,0.0199087302891106
57,"H5_k25_ar03",11.4403506311062,5.91807623801745,4.06968434440045,3.37501252117559,11.4403506311062,"1.29 -0.51 -2.06 -0.78 -0.35 0.49 1.19 1.47 0.1 -0.84",0.248732419109627,0.191882025634841,0.791778051348095,9.50220576942694,2.37217293353203,0.358866225368622,1.63462957724208,2.36350662790702,0.2998115881559,1.85746935156136,18.6794776681992,0.0508126522197321,0.00499374744911096,0.000887575801536866,0.00156553959362715
58,"H5_k25_ar03",9.07584754183871,5.96392534134465,4.20790617759829,3.89382423361803,9.07584754183871,"1.01 -0.73 -1.03 -1.48 0.21 0.23 0.5 1.52 0.77 -1",0.175829216089395,0.193700356743601,0.67212422927475,10.5422739513721,2.08592030205107,0.30030531819209,1.52483742787677,1.8536397646694,0.267761794744264,1.89701118680174,18.6256264104732,0.143237538148932,0.0289394409827752,0.0173072590653016,0.0250041826293592
59,"H5_k25_ar03",14.6840367110136,5.9707191655461,4.20167584566798,3.68828014111635,14.6840367110136,"1.38 0.34 -0.97 -2.49 -0.85 0.71 0.19 1.62 0.97 -0.85",0.179316333301249,0.180622598434786,0.704535959276207,11.4947084884062,2.23255229198221,0.296988742172902,1.56560844545643,2.06118897850775,0.274834823376662,1.89973174672645,18.6514881492774,0.0117184045712095,0.000628602110595011,0.000121532693886484,0.000247101718186982
60,"H5_k25_ar03",8.16963379882955,6.03943908669276,4.39581731935166,4.11032247092348,8.16963379882955,"0.5 -0.33 -0.53 -2.02 0.03 0.52 0.88 0.87 0.94 -0.88",0.156730566970122,0.200167544056688,0.616497801438127,10.9884947814237,2.21468584459916,0.289534594927212,1.48992709409916,1.72223301724077,0.256363957862981,1.92355927426495,18.5964576632352,0.211311629215623,0.0631972059903395,0.0441459776585702,0.0594181265525633
61,"H5_k25_ar03",13.4921798195949,5.99728863978278,4.2463372872838,3.78912102473985,13.4921798195949,"1.2 -1.03 -1.85 -1.46 0.63 1.21 0.68 1.24 0.51 -1.15",0.191746803349169,0.209251383595142,0.675596407870999,10.3734343472748,2.3487233644785,0.321832512831609,1.55361791707297,1.98907287584241,0.272273474459729,1.90947147594775,18.7613557220367,0.0212158055903642,0.0015849657988195,0.000431586432364073,0.000809267090150279
62,"H5_k25_ar03",5.45125481633493,6.05090622202075,4.25288792946597,3.87770239111559,5.45125481633493,"0.73 -0.68 -0.7 0.07 -0.62 -0.3 0.73 1.19 0.64 -1.06",0.184939444809499,0.200213501741359,0.678531612753125,10.4297064731546,2.20943557238889,0.311465547674508,1.54664453492208,1.92886412467125,0.271864191516685,1.95491683217912,18.565663572247,0.513765782699263,0.247670416459186,0.188410463096574,0.224799790770469
63,"H5_k25_ar03",8.66728169547659,6.11965727571004,4.31508311685549,3.70742915533617,8.66728169547659,"0.96 0.42 -1.63 -0.43 -1.2 -0.26 0.65 1.6 0.29 -0.37",0.19825783895914,0.202488959155409,0.699602092781362,10.7586341565863,2.22761728993188,0.323875020771135,1.58486139663682,2.13298355803679,0.279227719392769,1.98258782242804,18.6397604582217,0.183286177629832,0.0435265145024495,0.0173659673363867,0.0250335607662459
64,"H5_k25_ar03",12.8797268354648,6.0534284364114,4.4097948353153,3.85339481815949,12.8797268354648,"0.36 -0.69 -0.57 -1.19 -1.31 1.77 1.39 0.03 1.46 -1.28",0.155603924135649,0.177631605089095,0.658927266106877,12.5159728361644,2.25158394303427,0.27673069172928,1.52206231011479,1.94753448768236,0.263940591586085,1.86562393174087,18.7417734230408,0.0298858253266279,0.0035149343186156,0.000866419267094076,0.00154752338984676
