"rep","cell","grouping","prev","deg","hl","edge","S_p","tr_p","S_d","tr_d","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","pb1","pb2","pb3","pb4","pb5","pb6","pb7","pb8","pb9","pb10"
3,"k25_prev50","heavyx20",0.4975,2,0.751781504132591,0.622020399130793,0.112637999287214,0.417532218367419,2.42099437968001,3.62383611693119,0.0266752407167168,0.57528299619896,-0.0947835816060856,-0.644799087055244,0.285086969190241,0.425486141116152,-1.08854823195073,0.419436088642169,-0.0552492946110443,0.195839446767505,0.267189127823012,0.344744547720326,0.395565547621498,0.431689610662773,0.476782136908052,0.510315069948121,0.557994360342748,0.601971073752687,0.663036146825283,0.725712378395499
3,"k25_prev50","pc1",0.4975,2,0.695711493167942,0.506634383450919,0.50183191889559,0.727637491096534,2.64912815488093,3.59445093416038,0.296579159544391,-0.232256800909766,-0.728174182548551,0.816690682365295,-0.0458949771644695,-0.0456929386220244,-0.0635511753082569,-0.925776923440287,0.467241672514977,0.475808560959586,0.532464504997643,0.502527826352694,0.526549618494845,0.557721428194556,0.478587277646431,0.459900039051201,0.469036063830138,0.468869128372334,0.501161200557202,0.478182912502955
4,"k25_prev50","fitted",0.53,2,0.182658938529064,0.686087060828683,0.0814289396044574,0.396677127884835,5.56129336478515,3.69914630205882,0.120308378133321,-0.539132669966287,-0.770275975025962,0.674312988405542,1.05918978623738,-1.1934694848322,0.191995122709205,-0.290795620975639,1.16434200983715,-0.429840887290795,0.297581268417596,0.38651182130236,0.440792478738418,0.483225360211363,0.517971697618656,0.551062423153785,0.582378246727757,0.621524018145725,0.667587450325519,0.751365235358823
4,"k25_prev50","heavyx5",0.53,2,0.778219594862774,0.668088012273714,0.0900795031106399,0.40165032653806,2.41996387910944,3.80899692738741,0.0361334380291547,-0.234806067868729,-0.133316723142957,-0.304591509119626,0.999181696924157,-0.882978238101933,0.481617959451117,-0.368871166385701,0.156689966425537,0.287031102662129,0.297900774436472,0.387653873566986,0.441876212984403,0.482910478654485,0.518840485663697,0.551326593742281,0.580558742358684,0.622038901013345,0.666285336700632,0.750608600879015
4,"k25_prev50","heavyx20",0.53,2,0.771688646414636,0.727641873104467,0.0666245079628114,0.40959337711127,2.46695483854324,3.83537517625765,-0.0281880867496991,-0.0434353686231972,-0.262028327264259,-0.209749654160201,1.04408570057765,-0.885921834302324,0.418715952187776,-0.444698888430729,0.168316633648591,0.274293258314558,0.2986098883554,0.387840661311893,0.440980311320569,0.48437411236509,0.518020646667442,0.551567678065731,0.583812545024375,0.617900219309854,0.666247696507825,0.750646241071822
4,"k25_prev50","pc1",0.53,2,0.408489059129362,0.960672580167611,0.0366229578933315,0.894113896868773,4.08880926677934,3.73994453190172,-0.459008329935157,-0.0523905319470743,0.819267613904953,0.481944553417302,0.0393197989175986,-0.745138175735,-0.995393654882702,-0.0291983651643395,1.17199239409628,-0.223386848709834,0.529696541407451,0.51580101488371,0.536172313878455,0.495614538846041,0.532870735805371,0.510421888652424,0.546319367597459,0.556749513920436,0.542416624081579,0.533937460927075
5,"k25_prev50","fitted",0.48,2,0.38688551282656,0.716257256818497,0.0772413670274515,0.456584781593369,4.3445986570188,3.86580222335052,0.160490404709207,-0.166921792344368,-0.151042342321868,-0.687579492967589,1.17795534669673,-1.38843606222616,0.61361571003869,0.11712963086138,0.296212236401074,0.0456122484068673,0.275110560490845,0.350824064204251,0.392584916875487,0.426552053999378,0.457937136543366,0.494886818867836,0.528497399100797,0.55929197057071,0.613739184050821,0.700575895296509
5,"k25_prev50","heavyx5",0.48,2,0.279956662835428,0.882783256531031,0.0231178005813133,0.454096575335402,5.13459357827773,3.96065964646021,0.138760052115198,-0.0322085697622629,-0.199486485726481,-0.582323325222789,1.31519547234809,-1.49556486644845,-0.120601397709624,0.755653409181992,0.394722477462623,-0.166103927619311,0.27579834738119,0.351776558855913,0.392989982146946,0.426183446851255,0.459041618704927,0.494466564252894,0.528213694534182,0.558382638463597,0.613475687097271,0.699671461711825
5,"k25_prev50","heavyx20",0.48,2,0.210915546833845,0.733774211107162,0.070617420010332,0.450688798814508,5.80228697746031,4.04072564117202,0.124263379644108,-0.0640711751806032,-0.135406799693012,-0.554272495427174,1.37604730861473,-1.7337062804608,0.108205651345753,0.729115962056415,0.0807615580392729,0.0900157377347943,0.276094307228464,0.352243772189279,0.393937285484988,0.426001896285693,0.458196149648721,0.496090871436779,0.526714734092662,0.558196749280024,0.61430402189475,0.69822021245864
5,"k25_prev50","pc1",0.48,2,0.458673613535159,0.622910328082853,0.261707778481789,0.608465019835175,3.9377711974446,3.83996857916287,0.321329305744671,-0.621508923343492,-0.394887769086225,-0.0568045326315523,0.34776137209996,-0.0333299015803683,1.56912771296128,-0.40501963874019,-0.735377967715268,-0.00706617320028413,0.420725518290295,0.426886941678052,0.493171745424697,0.48110704047248,0.467498448790858,0.495934221632329,0.4590209222212,0.484286721411419,0.517943093065785,0.553425347012885
6,"k25_prev50","fitted",0.5025,2,0.319330777524383,0.284402455218594,0.450712021647258,0.383917829436907,4.37048640680159,3.55944194216992,0.461762882647225,0.271796187950798,-0.361179006229322,-1.07455284839488,-0.555502221618753,-0.48029429508121,1.33371461136759,0.567242340847862,-0.31617712645853,0.241831221018909,0.26628600516517,0.350198800514198,0.394106427609503,0.436865619883545,0.489173322827783,0.531639719142428,0.565651991067616,0.604567766913136,0.650556934944989,0.735953411931633
