"rep","cell","a_hat","a_or","s_hat","s_or","rho_hat","rho_or"
76,"B_k25",0.447804332811994,0.422516003403726,0.386930817161423,0.414396434132998,0.75666357689567,0.713933401277184
77,"B_k25",0.467499042510928,0.424082654463019,0.384520052659271,0.43193162402089,0.772318537314599,0.700593724505253
78,"B_k25",0.45841875828383,0.434457108638844,0.375633688272464,0.403107239410108,0.773490861858965,0.733060323839866
79,"B_k25",0.396431796378436,0.376026344529013,0.395974223327369,0.415400942391437,0.707514980427669,0.671097208196099
80,"B_k25",0.413707982469983,0.403160036578239,0.385728539241711,0.396740199187277,0.731406957010289,0.712758921839856
81,"B_k25",0.39868296350862,0.391901428060022,0.38266923036132,0.389611493595679,0.721447359444656,0.70917565162119
82,"B_k25",0.339958383245657,0.350164170344954,0.355699036212543,0.345656709045496,0.690930214041245,0.711672419594921
83,"B_k25",0.439389815992419,0.417493444880091,0.371087935716633,0.395561486894816,0.763989076604372,0.7259167596361
84,"B_k25",0.413009977656371,0.389372411646798,0.394942985454493,0.418265858577748,0.722738033259027,0.681373976957697
85,"B_k25",0.394042468361648,0.362291356718506,0.348233060641605,0.381157059810551,0.749320136424306,0.688941499048025
86,"B_k25",0.36038722541503,0.346018281631547,0.349876344249585,0.364093061296902,0.717492386193107,0.688885357321834
87,"B_k25",0.31309762966799,0.301400894399975,0.362455586546363,0.372238738952943,0.65370095321891,0.629279921982236
88,"B_k25",0.320304614030335,0.29423444581502,0.343103768204258,0.365706620696168,0.682402993558385,0.626860987438497
89,"B_k25",0.384061603545203,0.385133413403573,0.404534074383192,0.403513799683346,0.688517840180024,0.690439303304576
90,"B_k25",0.395667049085834,0.392545804930959,0.403004390177655,0.40604524780603,0.700581074677496,0.695054497244765
91,"B_k25",0.42636970112386,0.395895586523085,0.387142415447108,0.418254774564754,0.740343037119987,0.687428164187855
92,"B_k25",0.466605481693631,0.442318434389279,0.412012928030967,0.437983710896436,0.7495969470164,0.710580053247161
93,"B_k25",0.387898651835274,0.375640745607401,0.341217288981785,0.35466693197311,0.750841683492482,0.72711448850306
94,"B_k25",0.337167823338571,0.338263125864884,0.375854782829659,0.374869332635943,0.66775861675687,0.669927856077097
95,"B_k25",0.449778369948526,0.421068193455235,0.362831197696513,0.395788626107148,0.778322802102198,0.728641033235313
96,"B_k25",0.516143902094068,0.494325740609793,0.381257328658852,0.409150021991389,0.804355133881883,0.77035385995316
97,"B_k25",0.420060370020236,0.401729125547663,0.342642360095588,0.363961826405081,0.774899778381108,0.741083502690634
98,"B_k25",0.414484812204563,0.413432633551745,0.394048764674429,0.395152560417067,0.724747756178167,0.722907968337276
99,"B_k25",0.401568216389131,0.391973836959668,0.397663014292647,0.407123343090737,0.710553362819918,0.693576624399044
100,"B_k25",0.45742447442869,0.436130738923289,0.353349687866353,0.379319298596629,0.791380985007813,0.754541116743642
101,"B_k25",0.558410469104362,0.515288649459459,0.416551069640596,0.468843954170602,0.801552237545076,0.739654416970857
102,"B_k25",0.407770830651333,0.389844081248018,0.390172262272814,0.408084595265556,0.722526258272533,0.690761977466381
103,"B_k25",0.289263032152339,0.261100422268402,0.319944891566973,0.343313857717729,0.670644389080818,0.605350541609194
104,"B_k25",0.379398572667881,0.373321766889085,0.371632449876597,0.377736433390425,0.714380507567315,0.702938314819676
105,"B_k25",0.456317362602197,0.448373805747461,0.39948551013729,0.408381119227389,0.752406853841072,0.739308981370701
106,"B_k25",0.363613565743856,0.335345213271489,0.374634575338313,0.40013682430861,0.696473063703598,0.642327267432201
107,"B_k25",0.41544032910154,0.392003179567068,0.385012184557153,0.4088502861816,0.733456765277333,0.692078654678269
108,"B_k25",0.368635612677766,0.367503297682721,0.367957269837668,0.36908819210729,0.707757669575226,0.705583694531696
109,"B_k25",0.392294030703819,0.372604985876534,0.381051133868157,0.400324990036851,0.717310904865227,0.681309422671748
110,"B_k25",0.400791058943102,0.410271178215438,0.399432028707294,0.389688309821675,0.708306649203027,0.72506059459677
111,"B_k25",0.438636643136104,0.407487966017647,0.380862810275083,0.414019495317726,0.755082958410153,0.701462642740655
112,"B_k25",0.450063017056322,0.410013134244262,0.37741512520968,0.420580700705672,0.766239390962983,0.698053833272045
113,"B_k25",0.505624038013033,0.485683972319846,0.394382999520657,0.418694037644592,0.788505142123002,0.757409222721829
114,"B_k25",0.278703552785582,0.263415824480226,0.335781396148277,0.347903606977558,0.638676199388877,0.603642888497192
115,"B_k25",0.487164043010135,0.441053848301774,0.37534829147029,0.428586802888099,0.792146975728979,0.717170072542914
116,"B_k25",0.360349738886352,0.353091271473588,0.374481281960314,0.381332819022003,0.693380198097823,0.679413551172803
117,"B_k25",0.403586920316253,0.389686328812011,0.352890376215857,0.368182814662966,0.752806063473179,0.726877449230535
118,"B_k25",0.42076006164263,0.395672564511892,0.36642040519287,0.393377890212197,0.754124233619448,0.709160152491386
119,"B_k25",0.498719023067042,0.496696892126945,0.403341074397521,0.405828638240977,0.777537451901258,0.774384809900749
120,"B_k25",0.434335398351207,0.404157221357515,0.386363291731611,0.417828639376432,0.747163788419156,0.695249896215605
121,"B_k25",0.381763923933141,0.372341101792866,0.367533689227618,0.377076663623946,0.720405847279486,0.702624554333331
122,"B_k25",0.450776190028562,0.415369381613751,0.346405270569327,0.388154687969481,0.79291772176764,0.73063695697934
123,"B_k25",0.384924039091753,0.36500159300482,0.372841563370051,0.39236613558114,0.71829020560369,0.681113785212599
124,"B_k25",0.364575989465533,0.350427371567751,0.378484251365721,0.391620527912876,0.693749963945385,0.666826624394548
125,"B_k25",0.410002806179092,0.382289570333815,0.389423740892098,0.416662735865728,0.725069125583908,0.676059676432336
126,"B_k25",0.501019794886834,0.459882918790481,0.37096489429076,0.420884174885856,0.803680608608161,0.737693376257745
127,"B_k25",0.315132236202155,0.287198230792796,0.32811499351986,0.352824250152673,0.692694063318097,0.631292158057775
128,"B_k25",0.463341236849653,0.436487453870595,0.373735621322657,0.404774158049108,0.778352838635036,0.733241986098029
129,"B_k25",0.565960287497924,0.529302381915249,0.395168062815954,0.443066398402417,0.819914759425168,0.766807927548808
130,"B_k25",0.327473773894178,0.310081574616838,0.369151145054996,0.383876357134758,0.663615714373455,0.628370947714103
131,"B_k25",0.293754590831433,0.290132566946838,0.349485527445378,0.352498208683613,0.643431880821194,0.635498300502166
132,"B_k25",0.460130258085379,0.43996093004902,0.34230122556825,0.367864599359119,0.802334505171474,0.767165012304325
133,"B_k25",0.488119412151386,0.446543000446791,0.391923344098705,0.438706982985801,0.779754942995083,0.713337972615298
134,"B_k25",0.412910307617978,0.387402012763799,0.375665021507648,0.401918911010757,0.739679646795804,0.693984574088733
135,"B_k25",0.365360640607729,0.37739118455064,0.385162208398535,0.373382134424228,0.688211199731029,0.710872521614511
136,"B_k25",0.398695485969117,0.396093819344392,0.379298233359759,0.382014301615996,0.724511499980386,0.719783737928736
137,"B_k25",0.393270701098205,0.396314801781891,0.393431515112091,0.390364930948272,0.706962222931444,0.712434443923641
138,"B_k25",0.351450315651387,0.333834666283847,0.362609930769735,0.378890092047079,0.695970848459276,0.66108688936035
139,"B_k25",0.432276803221078,0.411458929356203,0.373898008581308,0.39669195212047,0.756331150283355,0.719907251593094
140,"B_k25",0.400153756170684,0.396317339111214,0.398897884839767,0.40270971906195,0.708217267830791,0.70142733579537
141,"B_k25",0.422208529083716,0.406111899316659,0.384662367798099,0.401619601693556,0.739210731428435,0.711028445557845
142,"B_k25",0.482759969459922,0.446333513749851,0.364491460320043,0.408286183041862,0.798074422227607,0.737856043667478
143,"B_k25",0.430818256226394,0.41262861023614,0.403876248481181,0.422442923955148,0.729550610485733,0.698748138341341
144,"B_k25",0.43740676659965,0.408091251623476,0.394203072376926,0.424478824073656,0.742840520578858,0.693054476857521
145,"B_k25",0.391323418592978,0.384261311420255,0.395949296273494,0.402806538805363,0.702939810092006,0.690254046759229
146,"B_k25",0.370298557570255,0.374438943967088,0.402508820223019,0.398660067396711,0.677047066993917,0.684617273274467
147,"B_k25",0.504797201090171,0.485808684223762,0.377286928798458,0.401441855320818,0.800997393951924,0.770866972285245
148,"B_k25",0.416623311653374,0.397235686636514,0.380749295499979,0.400934931253405,0.73817301299344,0.703822026927183
149,"B_k25",0.312760939470995,0.303682660062593,0.360987049087224,0.368656882269663,0.65481754109541,0.635810638859979
150,"B_k25",0.403382588688222,0.379071896723909,0.394369717388001,0.417791196608594,0.71504992121346,0.671955948242895
151,"B_k25",0.408623756535244,0.389898081609036,0.370801965809497,0.390444564837002,0.740547911003989,0.706611412631195
152,"B_k25",0.440079201696964,0.436245218916098,0.376470418973908,0.380906535913303,0.759887887702308,0.753267722364785
153,"B_k25",0.326223728744495,0.293731546763582,0.385024954298348,0.410350965716277,0.646442568884647,0.582056297324186
154,"B_k25",0.42631918653047,0.387789229539239,0.376302299628856,0.415897803508663,0.749717173265039,0.681959091165618
155,"B_k25",0.421125220579534,0.394234939669171,0.388831472996288,0.41607112149808,0.734716049832197,0.68780192547234
156,"B_k25",0.421435851276007,0.39200773840496,0.391882766278387,0.42131960822796,0.732317215892177,0.681180812519195
157,"B_k25",0.502511692854482,0.481092296789217,0.369394174891541,0.396888220875042,0.805727313205695,0.771383450789039
158,"B_k25",0.377348023970356,0.377073506505695,0.37214496743983,0.372423117806379,0.711998431953728,0.711480459175374
159,"B_k25",0.355102009657533,0.338384348285838,0.362165304538615,0.377832208671435,0.700109597046313,0.667149504317518
160,"B_k25",0.41827385989091,0.376690030187108,0.355809717247333,0.399572518966586,0.761690400188303,0.685964884143118
161,"B_k25",0.401333510447529,0.37897418884149,0.372933887293183,0.395634724324947,0.732550385036941,0.691738119862762
162,"B_k25",0.406445722431687,0.388772751621773,0.364157889945018,0.38296846043592,0.744789558546447,0.712404806041315
163,"B_k25",0.382976989340852,0.360409566649142,0.359404249623364,0.382031063239227,0.729191945893163,0.686223351631968
164,"B_k25",0.405365868316809,0.387438511966237,0.387261787042334,0.405196962408224,0.723068930253265,0.691091116155344
165,"B_k25",0.389525375418463,0.359695610057889,0.366674685018892,0.395979053528948,0.728141618978222,0.672380698088138
166,"B_k25",0.434902050403053,0.427817610156458,0.41565987499216,0.422948008108911,0.722918615964497,0.711142461464407
167,"B_k25",0.364335489622524,0.323172286374414,0.377753276541457,0.413518512591425,0.694208039092331,0.615775310402529
168,"B_k25",0.44117487637926,0.429432610997875,0.367307890989446,0.380969803190382,0.768510629210054,0.748056028914904
169,"B_k25",0.40871442363813,0.383754336689817,0.38186042538079,0.406936694872317,0.73070413927904,0.686080221464862
170,"B_k25",0.420678627285764,0.401827712909119,0.377461414620202,0.397469641759399,0.744304448993196,0.710951626843295
171,"B_k25",0.32519072090144,0.298168244502623,0.354432532031031,0.377448172193945,0.67605695402542,0.619878435051181
172,"B_k25",0.504757908488191,0.495126022658906,0.381101873873895,0.393534504379908,0.798073190886631,0.782844207390253
173,"B_k25",0.40130329515983,0.388287790407795,0.425676684543997,0.437581496741738,0.685968520240999,0.663720443430696
174,"B_k25",0.41026021600675,0.384211468739583,0.375489986509355,0.402104118476388,0.737675074655863,0.690837699655106
175,"B_k25",0.424256147030722,0.400036919664822,0.387742747726193,0.412684116016952,0.738157543289247,0.696018836524718
176,"B_k25",0.564274229170438,0.544516691914627,0.399185632866817,0.425741878865028,0.816371413446872,0.78778692778027
177,"B_k25",0.280665757576075,0.289617295895313,0.362975097020652,0.355873587740352,0.611699927552394,0.631209451580726
178,"B_k25",0.380441584377309,0.385766765114444,0.32253577744726,0.316147322921076,0.762769347592843,0.773446110605821
179,"B_k25",0.445227963316424,0.421315410337574,0.351127631994815,0.379488969907241,0.785198413871095,0.743026537399676
180,"B_k25",0.310994313139668,0.292569400767296,0.366808800795141,0.381666483831956,0.646690384713676,0.608377099978293
181,"B_k25",0.607348120065,0.58122637245105,0.352864753428245,0.394412445450013,0.864658470640911,0.827469929841724
182,"B_k25",0.451707022971019,0.454456744013868,0.430138792287397,0.427232586599049,0.724184665601508,0.728593066871906
183,"B_k25",0.42494041788553,0.401396431555394,0.371497963255899,0.396819858614215,0.752861889930221,0.711149289059734
184,"B_k25",0.382991013784795,0.366700190516557,0.400535522471838,0.415501855202614,0.691100209050534,0.661703719417462
