"rep","cell","dep","rel","unc_hl","calslope","spieg","uss","cvhl","mle_ok","mle_hl","mle_edge","grp"
1,"A_p5","offindex",1,0.0270814104716457,0.00272851654076242,0.000857239344994167,0,0.0531470159457866,TRUE,0.303479538856998,0.0458318024406141,0.00329140389766969
2,"A_p5","offindex",1,0.00948646419643229,0.00593744294812774,0.00256473829975453,0,0.377866804996639,TRUE,0.122845703616928,0.0114774918298846,0.296088934841273
3,"A_p5","offindex",1,0.170238752807461,0.0151916091332761,0.0129444137748026,0,0.421524607359858,TRUE,0.589573758324369,0.629259281374014,0.0180491313490485
4,"A_p5","offindex",1,0.0223036308881389,0.0156694994992288,0.00640401974049797,0,0.147016559427757,TRUE,0.126513960769856,0.223206914064515,0.0947454433848474
5,"A_p5","offindex",1,0.000138326818554635,0.000731519651567487,0.000267512198384642,0,2.67272271456551e-05,TRUE,0.00969331419239949,0.00032735988074184,0.00234611177611832
6,"A_p5","offindex",1,0.000185015979908831,5.29134292646997e-05,1.90827071365238e-05,0,0.00871739302229914,TRUE,0.620532309977457,0.344844379164563,0.279205494996448
7,"A_p5","offindex",1,0.00587723824016684,0.0134854485130557,0.00398480394821122,0,0.113760137293181,TRUE,0.0350676094355316,0.0234016290664477,0.149232716249363
8,"A_p5","offindex",1,0.00160929138016253,0.00099992224182423,0.000319407617497717,0,0.0036048490727143,TRUE,0.278932023999934,0.067608662533811,0.0866122018470623
9,"A_p5","offindex",1,0.148866555077879,0.0107174935773077,0.00290507767078318,0,0.566283998136393,TRUE,0.687356712968752,0.553384833153495,0.00312220853761302
10,"A_p5","offindex",1,0.00617321910152202,0.0182611959505889,0.00552893165494074,0,0.189063076382752,TRUE,0.0183216971122129,0.000285885788407048,0.252982396456561
11,"A_p5","offindex",1,0.0592379408645313,0.00187640500196599,0.000686970627531084,0,0.334083303231311,TRUE,0.780055718811548,0.662841362767669,0.145084852790787
12,"A_p5","offindex",1,4.80454271573061e-05,0.000599387032946234,0.000579196231730528,0,0.000448107459824874,TRUE,0.0166338042430056,0.000678366616693182,0.00402062932943803
13,"A_p5","offindex",1,0.0269093189141643,0.0118459348166379,0.0094131626708854,0,0.114572900354427,TRUE,0.236944023785805,0.0576704382336665,0.509336822332311
