"rep","cell","dep","rel","unc_hl","calslope","spieg","uss","cvhl","mle_ok","mle_hl","mle_edge","grp"
1,"B_p100","offindex",1.5,1.18859346631695e-06,5.12604751507997e-08,0.0061402399865938,0,0.0432284151125909,TRUE,0.124328657648843,0.622370315349844,0.00281781666830461
2,"B_p100","offindex",1.5,3.44861300738408e-07,7.380411002731e-07,0.00352377980895341,0,0.140735987316659,TRUE,0.891448440884953,0.281750816078279,0.00252632041447609
3,"B_p100","offindex",1.5,8.17510381612152e-08,4.68930910913552e-08,0.018975035192579,0,0.682944010375983,TRUE,0.468635992035302,0.193419162940383,0.0580805491102416
4,"B_p100","offindex",1.5,1.79789573784284e-08,1.35007702158195e-10,6.73378381076958e-05,0,0.0234103717517701,TRUE,0.0997793154795299,0.0994035071243241,0.301911181552417
5,"B_p100","offindex",1.5,1.04157672253802e-06,1.72860361279887e-07,0.0161917508372316,0,0.235176358241336,TRUE,0.000506575239597407,0.881511383367636,0.00194662045429439
6,"B_p100","offindex",1.5,3.78917613952368e-08,2.83948877590596e-08,0.0008974781702864,0,0.0317426782538382,TRUE,0.00209919446371853,0.0339783673987391,0.290822183012737
7,"B_p100","offindex",1.5,5.69056177956995e-07,5.61700501573855e-08,0.00867186319093714,0,0.268802871186946,TRUE,0.026007883362563,0.0611310978715937,0.0871414557365393
8,"B_p100","offindex",1.5,1.08341382865085e-07,1.04391337581944e-08,0.00483781292807611,0,0.334247838055448,TRUE,0.801500459602766,0.972079843130752,1
9,"B_p100","offindex",1.5,9.41826092670794e-07,4.16749964029289e-08,2.42634356870523e-05,0,0.11869998053724,TRUE,0.838021954120634,0.72956964508721,0.0541851900623254
10,"B_p100","offindex",1.5,1.9531427863928e-07,3.66889934054536e-07,0.0040646049438249,0,0.626231911187513,TRUE,0.614422161472041,0.15381336993247,0.00050226956428201
11,"B_p100","offindex",1.5,3.60140777200257e-08,2.25966372872292e-08,0.00106534912200041,0,0.075497661963278,TRUE,0.254700512666459,0.281026262885913,0.0441671684797813
12,"B_p100","offindex",1.5,1.33671452018369e-07,2.01678588573362e-08,0.000198225674423124,0,0.180735397543504,TRUE,0.902687283724778,0.226217223419213,3.99825352717098e-05
13,"B_p100","offindex",1.5,6.35495368772609e-07,1.0752112646335e-06,0.0123097548606441,0,0.571317645908968,TRUE,0.168297286305302,0.112972951839127,0.266578502807513
14,"B_p100","offindex",1.5,7.98274890634332e-09,8.95681298765756e-08,0.00757787964081711,0,0.784121034625854,TRUE,0.541302174126022,0.575473406462222,0.376962383388247
