"rep","cell","dep","rel","grouping","prev","hl","edge"
304,"k25_prev50","quadratic",0.5,"pc1",0.52,0.573102783907622,0.533314000321598
305,"k25_prev50","quadratic",0.5,"fitted",0.5025,0.852325232039363,0.908599787535637
305,"k25_prev50","quadratic",0.5,"pc1",0.5025,0.508896828325485,0.805159457169666
306,"k25_prev50","quadratic",0.5,"fitted",0.5125,0.41345417749041,0.932035720612493
306,"k25_prev50","quadratic",0.5,"pc1",0.5125,0.843068939130706,0.758378930550624
307,"k25_prev50","quadratic",0.5,"fitted",0.5325,0.286495443257852,0.00902134451311198
307,"k25_prev50","quadratic",0.5,"pc1",0.5325,0.815375251628347,0.93777816307914
308,"k25_prev50","quadratic",0.5,"fitted",0.49,0.318226817133808,0.0972320872645713
308,"k25_prev50","quadratic",0.5,"pc1",0.49,0.89360275211598,0.658794106564129
309,"k25_prev50","quadratic",0.5,"fitted",0.47,0.196584317357659,0.781923143942386
309,"k25_prev50","quadratic",0.5,"pc1",0.47,0.519066359297778,0.0460720453575962
310,"k25_prev50","quadratic",0.5,"fitted",0.4925,0.682476088406982,0.0860458499694277
310,"k25_prev50","quadratic",0.5,"pc1",0.4925,0.138623376568943,0.0446121599884105
311,"k25_prev50","quadratic",0.5,"fitted",0.5275,0.82025695219448,0.30967267819196
311,"k25_prev50","quadratic",0.5,"pc1",0.5275,0.155156548905136,0.00443683588335564
312,"k25_prev50","quadratic",0.5,"fitted",0.485,0.570794643703038,0.239858157595022
312,"k25_prev50","quadratic",0.5,"pc1",0.485,0.551789532552154,0.366650428279541
313,"k25_prev50","quadratic",0.5,"fitted",0.525,0.690810771742329,0.290854098885045
313,"k25_prev50","quadratic",0.5,"pc1",0.525,0.790266095647465,0.599506796826969
314,"k25_prev50","quadratic",0.5,"fitted",0.5075,0.470481816834111,0.168617778366756
314,"k25_prev50","quadratic",0.5,"pc1",0.5075,0.474367471628785,0.296805346961903
315,"k25_prev50","quadratic",0.5,"fitted",0.4825,0.582550107053391,0.636558659634385
315,"k25_prev50","quadratic",0.5,"pc1",0.4825,0.834885719910173,0.954153679954505
316,"k25_prev50","quadratic",0.5,"fitted",0.51,0.61559185023301,0.315883779634862
316,"k25_prev50","quadratic",0.5,"pc1",0.51,0.832581651777111,0.605175640536147
317,"k25_prev50","quadratic",0.5,"fitted",0.48,0.663125740356049,0.258038351048071
317,"k25_prev50","quadratic",0.5,"pc1",0.48,0.993482009621382,0.618921066885665
318,"k25_prev50","quadratic",0.5,"fitted",0.5175,0.150123192119139,0.131485116129219
318,"k25_prev50","quadratic",0.5,"pc1",0.5175,0.531655707851945,0.192640297097372
319,"k25_prev50","quadratic",0.5,"fitted",0.475,0.032051713334013,0.00881858554150339
319,"k25_prev50","quadratic",0.5,"pc1",0.475,0.631511168351455,0.0708276898927807
320,"k25_prev50","quadratic",0.5,"fitted",0.5025,0.0922227854681706,0.196204986244882
320,"k25_prev50","quadratic",0.5,"pc1",0.5025,0.90531537507762,0.3553620219687
321,"k25_prev50","quadratic",0.5,"fitted",0.5125,0.150813330486869,0.117368903608281
321,"k25_prev50","quadratic",0.5,"pc1",0.5125,0.0417245314339634,0.273833559963978
322,"k25_prev50","quadratic",0.5,"fitted",0.4875,0.385541468373401,0.744893399827608
322,"k25_prev50","quadratic",0.5,"pc1",0.4875,0.344362206366584,0.0705274294443033
323,"k25_prev50","quadratic",0.5,"fitted",0.535,0.823183483592147,0.295685420240719
323,"k25_prev50","quadratic",0.5,"pc1",0.535,0.201166899237046,0.364962206143043
324,"k25_prev50","quadratic",0.5,"fitted",0.495,0.683122180635934,0.821945487989041
324,"k25_prev50","quadratic",0.5,"pc1",0.495,0.511432151230883,0.405489393355878
325,"k25_prev50","quadratic",0.5,"fitted",0.5125,0.0889875461627356,0.0220915255217682
325,"k25_prev50","quadratic",0.5,"pc1",0.5125,0.599332715112581,0.610079662977341
326,"k25_prev50","quadratic",0.5,"fitted",0.485,0.503792170823449,0.327176744744462
326,"k25_prev50","quadratic",0.5,"pc1",0.485,0.344864571005153,0.425762737879806
327,"k25_prev50","quadratic",0.5,"fitted",0.4825,0.390019183713806,0.660475015545883
327,"k25_prev50","quadratic",0.5,"pc1",0.4825,0.731099593260206,0.617586107943347
328,"k25_prev50","quadratic",0.5,"fitted",0.505,0.898266776642432,0.49887182499826
328,"k25_prev50","quadratic",0.5,"pc1",0.505,0.360979503055259,0.512541627785434
329,"k25_prev50","quadratic",0.5,"fitted",0.5025,0.670242930250073,0.157825201445847
329,"k25_prev50","quadratic",0.5,"pc1",0.5025,0.943703021862827,0.964879887456823
330,"k25_prev50","quadratic",0.5,"fitted",0.4975,0.193602926481933,0.358619456007777
330,"k25_prev50","quadratic",0.5,"pc1",0.4975,0.641702489352418,0.952944293259415
331,"k25_prev50","quadratic",0.5,"fitted",0.47,0.00607750658242678,0.000276201985822788
331,"k25_prev50","quadratic",0.5,"pc1",0.47,0.55454220674387,0.567488416703583
332,"k25_prev50","quadratic",0.5,"fitted",0.465,0.603801564471743,0.628167243556557
332,"k25_prev50","quadratic",0.5,"pc1",0.465,0.646539045690024,0.593078273724448
333,"k25_prev50","quadratic",0.5,"fitted",0.4675,0.168913725739165,0.108173356766034
333,"k25_prev50","quadratic",0.5,"pc1",0.4675,0.966740810149923,0.788847613605499
334,"k25_prev50","quadratic",0.5,"fitted",0.4525,0.603205163260423,0.138103879895277
334,"k25_prev50","quadratic",0.5,"pc1",0.4525,0.508721199708193,0.0965088833440663
335,"k25_prev50","quadratic",0.5,"fitted",0.525,0.716873540163684,0.763883174127047
335,"k25_prev50","quadratic",0.5,"pc1",0.525,0.92618660075782,0.892362060677659
336,"k25_prev50","quadratic",0.5,"fitted",0.4775,0.19072274065358,0.29140746577847
336,"k25_prev50","quadratic",0.5,"pc1",0.4775,0.521262642482679,0.392240235760056
337,"k25_prev50","quadratic",0.5,"fitted",0.4925,0.357041060675346,0.266528047334568
337,"k25_prev50","quadratic",0.5,"pc1",0.4925,0.472516056485872,0.307303224077798
338,"k25_prev50","quadratic",0.5,"fitted",0.52,0.277928969865757,0.112014266797174
338,"k25_prev50","quadratic",0.5,"pc1",0.52,0.766260304286549,0.366332761047177
339,"k25_prev50","quadratic",0.5,"fitted",0.4775,0.0382814772340827,0.00566931726172659
339,"k25_prev50","quadratic",0.5,"pc1",0.4775,0.181272343221242,0.0512693180885764
340,"k25_prev50","quadratic",0.5,"fitted",0.4875,0.21401814770787,0.00782843427922997
340,"k25_prev50","quadratic",0.5,"pc1",0.4875,0.132564940892463,0.0420365846635716
341,"k25_prev50","quadratic",0.5,"fitted",0.51,0.426812098378369,0.122708391330966
341,"k25_prev50","quadratic",0.5,"pc1",0.51,0.245143383425949,0.305026827532672
342,"k25_prev50","quadratic",0.5,"fitted",0.505,0.636043054925338,0.279633086846717
342,"k25_prev50","quadratic",0.5,"pc1",0.505,0.620976912699711,0.363236354324954
343,"k25_prev50","quadratic",0.5,"fitted",0.4825,0.400214247222277,0.152116211372153
343,"k25_prev50","quadratic",0.5,"pc1",0.4825,0.618738570823568,0.265116991118746
344,"k25_prev50","quadratic",0.5,"fitted",0.525,0.0150726054565086,0.454039914589351
344,"k25_prev50","quadratic",0.5,"pc1",0.525,0.115345922833068,0.686444297507473
345,"k25_prev50","quadratic",0.5,"fitted",0.4775,0.763384718139212,0.394817782413641
345,"k25_prev50","quadratic",0.5,"pc1",0.4775,0.712895644732946,0.752742249291469
346,"k25_prev50","quadratic",0.5,"fitted",0.4775,0.195633094356038,0.300708210592709
346,"k25_prev50","quadratic",0.5,"pc1",0.4775,0.463529042619606,0.142073803614188
347,"k25_prev50","quadratic",0.5,"fitted",0.485,0.463263672361201,0.814547578520826
347,"k25_prev50","quadratic",0.5,"pc1",0.485,0.909475182154632,0.645982929393045
348,"k25_prev50","quadratic",0.5,"fitted",0.525,0.125031204348836,0.0356452725635783
348,"k25_prev50","quadratic",0.5,"pc1",0.525,0.776065046483169,0.935510214555174
349,"k25_prev50","quadratic",0.5,"fitted",0.5125,0.290327799835213,0.543182690488077
349,"k25_prev50","quadratic",0.5,"pc1",0.5125,0.882703839823063,0.933085945243683
350,"k25_prev50","quadratic",0.5,"fitted",0.4875,0.0429254497953835,0.057989771824058
350,"k25_prev50","quadratic",0.5,"pc1",0.4875,0.69923324460087,0.210964469002289
351,"k25_prev50","quadratic",0.5,"fitted",0.5225,0.139344938301561,0.155595120073391
351,"k25_prev50","quadratic",0.5,"pc1",0.5225,0.183380516471744,0.00547458126542932
352,"k25_prev50","quadratic",0.5,"fitted",0.4925,0.832948026487176,0.678898322297553
352,"k25_prev50","quadratic",0.5,"pc1",0.4925,0.457398924582175,0.131552765823552
353,"k25_prev50","quadratic",0.5,"fitted",0.4925,0.374617974613776,0.879383614344472
353,"k25_prev50","quadratic",0.5,"pc1",0.4925,0.478824281086978,0.388487445327147
354,"k25_prev50","quadratic",0.5,"fitted",0.51,0.388388768471503,0.326134896317792
354,"k25_prev50","quadratic",0.5,"pc1",0.51,0.407963729947087,0.750132606933551
355,"k25_prev50","quadratic",0.5,"fitted",0.49,0.497221433665974,0.671772679898504
355,"k25_prev50","quadratic",0.5,"pc1",0.49,0.623984845230525,0.83211763474861
356,"k25_prev50","quadratic",0.5,"fitted",0.48,0.176158365853093,0.580292677879058
356,"k25_prev50","quadratic",0.5,"pc1",0.48,0.294703898311949,0.0564488812682036
357,"k25_prev50","quadratic",0.5,"fitted",0.5,0.216639673460981,0.747339249128997
357,"k25_prev50","quadratic",0.5,"pc1",0.5,0.617461328329639,0.391678526614777
358,"k25_prev50","quadratic",0.5,"fitted",0.47,0.851588565696061,0.928974078470557
358,"k25_prev50","quadratic",0.5,"pc1",0.47,0.624484946845572,0.0729955482903804
359,"k25_prev50","quadratic",0.5,"fitted",0.4775,0.572125495537909,0.267665768661871
359,"k25_prev50","quadratic",0.5,"pc1",0.4775,0.921608669511265,0.716158184932223
360,"k25_prev50","quadratic",0.5,"fitted",0.4625,0.0346591169994062,0.032645493071769
360,"k25_prev50","quadratic",0.5,"pc1",0.4625,0.859436480699039,0.498944795367962
361,"k25_prev50","quadratic",0.5,"fitted",0.4875,0.156595952882325,0.0659257535396276
361,"k25_prev50","quadratic",0.5,"pc1",0.4875,0.738272522122312,0.364539452665589
362,"k25_prev50","quadratic",0.5,"fitted",0.485,0.0988356335715896,0.0176310617911152
362,"k25_prev50","quadratic",0.5,"pc1",0.485,0.506171456849132,0.705435472950714
363,"k25_prev50","quadratic",0.5,"fitted",0.5075,0.040961671222854,0.874417079625305
363,"k25_prev50","quadratic",0.5,"pc1",0.5075,0.374199634357839,0.113066704820789
364,"k25_prev50","quadratic",0.5,"fitted",0.4875,0.172606378849371,0.275024184821724
364,"k25_prev50","quadratic",0.5,"pc1",0.4875,0.371893139456549,0.228396005282454
365,"k25_prev50","quadratic",0.5,"fitted",0.4925,0.470726675847878,0.932664501819911
365,"k25_prev50","quadratic",0.5,"pc1",0.4925,0.745537940980167,0.130030122598777
366,"k25_prev50","quadratic",0.5,"fitted",0.4725,0.0632168944229174,0.22489597003207
366,"k25_prev50","quadratic",0.5,"pc1",0.4725,0.380092517425658,0.0760648838647953
367,"k25_prev50","quadratic",0.5,"fitted",0.5325,0.372656074299345,0.289664083394628
367,"k25_prev50","quadratic",0.5,"pc1",0.5325,0.332645400330895,0.793972937271501
368,"k25_prev50","quadratic",0.5,"fitted",0.47,0.0511287173728101,0.056487535068613
368,"k25_prev50","quadratic",0.5,"pc1",0.47,0.0427754126843027,0.484858029358141
369,"k25_prev50","quadratic",0.5,"fitted",0.5025,0.087832567691855,0.785260141017433
369,"k25_prev50","quadratic",0.5,"pc1",0.5025,0.407110722943381,0.674008974441707
370,"k25_prev50","quadratic",0.5,"fitted",0.505,0.020826600527176,0.101610309970173
370,"k25_prev50","quadratic",0.5,"pc1",0.505,0.576551674390788,0.982080210974882
371,"k25_prev50","quadratic",0.5,"fitted",0.5025,0.386531093225575,0.748041031530676
371,"k25_prev50","quadratic",0.5,"pc1",0.5025,0.287521551222051,0.110742599738011
372,"k25_prev50","quadratic",0.5,"fitted",0.475,0.648495413123359,0.327810819513034
372,"k25_prev50","quadratic",0.5,"pc1",0.475,0.652692541490129,0.238088459570849
373,"k25_prev50","quadratic",0.5,"fitted",0.52,0.475423503750497,0.533219031973464
373,"k25_prev50","quadratic",0.5,"pc1",0.52,0.714952005889341,0.601075904788757
374,"k25_prev50","quadratic",0.5,"fitted",0.4925,0.0435640653234201,0.132678293285607
374,"k25_prev50","quadratic",0.5,"pc1",0.4925,0.196102773100981,0.348397273848494
375,"k25_prev50","quadratic",0.5,"fitted",0.5125,0.215189148402456,0.554557536225866
375,"k25_prev50","quadratic",0.5,"pc1",0.5125,0.397657326117381,0.380826024600758
376,"k25_prev50","quadratic",0.5,"fitted",0.49,0.454316615052445,0.357474657855033
376,"k25_prev50","quadratic",0.5,"pc1",0.49,0.616509822164709,0.232028664656809
377,"k25_prev50","quadratic",0.5,"fitted",0.505,0.7068884509781,0.423324725672279
377,"k25_prev50","quadratic",0.5,"pc1",0.505,0.0678109724917559,0.0144751287274372
378,"k25_prev50","quadratic",0.5,"fitted",0.5125,0.943122005720604,0.81734623411494
378,"k25_prev50","quadratic",0.5,"pc1",0.5125,0.0802741241141646,0.0181257128742716
379,"k25_prev50","quadratic",0.5,"fitted",0.47,0.353023342438622,0.822934310499137
379,"k25_prev50","quadratic",0.5,"pc1",0.47,0.241501953685693,0.89358197150646
380,"k25_prev50","quadratic",0.5,"fitted",0.515,0.312296391460548,0.191581883751628
380,"k25_prev50","quadratic",0.5,"pc1",0.515,0.228950794857151,0.589341542305802
381,"k25_prev50","quadratic",0.5,"fitted",0.49,0.00490979631342003,0.00770532825667281
381,"k25_prev50","quadratic",0.5,"pc1",0.49,0.983097573811056,0.687418368685999
382,"k25_prev50","quadratic",0.5,"fitted",0.5,0.8562933908857,0.614568490330892
382,"k25_prev50","quadratic",0.5,"pc1",0.5,0.259187220216031,0.0652300683495729
383,"k25_prev50","quadratic",0.5,"fitted",0.49,0.69438810727225,0.728824048631499
383,"k25_prev50","quadratic",0.5,"pc1",0.49,0.390773662716801,0.246971985121661
384,"k25_prev50","quadratic",0.5,"fitted",0.495,0.860123460902846,0.624701877052187
384,"k25_prev50","quadratic",0.5,"pc1",0.495,0.955033888574588,0.488325322387769
385,"k25_prev50","quadratic",0.5,"fitted",0.51,0.298306570416588,0.303629973887815
385,"k25_prev50","quadratic",0.5,"pc1",0.51,0.375851411700334,0.309536450874613
386,"k25_prev50","quadratic",0.5,"fitted",0.545,0.0890196553180888,0.706186783266489
386,"k25_prev50","quadratic",0.5,"pc1",0.545,0.000472472850382211,0.0327282932224897
387,"k25_prev50","quadratic",0.5,"fitted",0.47,0.0915064405771231,0.0996078850743162
387,"k25_prev50","quadratic",0.5,"pc1",0.47,0.903537142853605,0.726918998567882
388,"k25_prev50","quadratic",0.5,"fitted",0.5,0.102137248357123,0.0167487403468596
388,"k25_prev50","quadratic",0.5,"pc1",0.5,0.801312447742396,0.367292943138156
389,"k25_prev50","quadratic",0.5,"fitted",0.4875,0.111409603413209,0.278095746623405
389,"k25_prev50","quadratic",0.5,"pc1",0.4875,0.963671289569357,0.573530387417993
390,"k25_prev50","quadratic",0.5,"fitted",0.505,0.801582173510445,0.619254861972419
390,"k25_prev50","quadratic",0.5,"pc1",0.505,0.162061565248333,0.833757467450669
391,"k25_prev50","quadratic",0.5,"fitted",0.5125,0.066718813175364,0.0626248438964063
391,"k25_prev50","quadratic",0.5,"pc1",0.5125,0.747510243948482,0.191733839453154
392,"k25_prev50","quadratic",0.5,"fitted",0.4925,0.283543075962055,0.0506270203947909
392,"k25_prev50","quadratic",0.5,"pc1",0.4925,0.135669027678686,0.0485181361844367
393,"k25_prev50","quadratic",0.5,"fitted",0.5075,0.0187384358856097,0.0556937124932357
393,"k25_prev50","quadratic",0.5,"pc1",0.5075,0.364643203743121,0.0332836773961206
394,"k25_prev50","quadratic",0.5,"fitted",0.5275,0.00751798342436016,0.0685774597140605
394,"k25_prev50","quadratic",0.5,"pc1",0.5275,0.401858411345766,0.397369798289514
395,"k25_prev50","quadratic",0.5,"fitted",0.4475,0.229325787799527,0.20870725661748
395,"k25_prev50","quadratic",0.5,"pc1",0.4475,0.357248412655463,0.94516833847427
396,"k25_prev50","quadratic",0.5,"fitted",0.5,0.737382590771004,0.274196017555039
396,"k25_prev50","quadratic",0.5,"pc1",0.5,0.279970353184155,0.260494942691358
397,"k25_prev50","quadratic",0.5,"fitted",0.55,0.0376959400371117,0.116345955945047
397,"k25_prev50","quadratic",0.5,"pc1",0.55,0.825415900332603,0.986584108748147
398,"k25_prev50","quadratic",0.5,"fitted",0.5075,0.376760867651611,0.524515514985709
398,"k25_prev50","quadratic",0.5,"pc1",0.5075,0.689378490777335,0.860933537403502
399,"k25_prev50","quadratic",0.5,"fitted",0.48,0.244210342109462,0.517170368639673
399,"k25_prev50","quadratic",0.5,"pc1",0.48,0.624806092889399,0.286568221307574
400,"k25_prev50","quadratic",0.5,"fitted",0.495,0.721828146163515,0.209439730685874
400,"k25_prev50","quadratic",0.5,"pc1",0.495,0.396994292636944,0.758420093339948
1,"k25_prev50","quadratic",1,"fitted",0.4875,0.014821466493341,0.00330424951405439
1,"k25_prev50","quadratic",1,"pc1",0.4875,0.312412272633859,0.0207496623984068
2,"k25_prev50","quadratic",1,"fitted",0.5125,0.189156798573628,0.107307494397447
2,"k25_prev50","quadratic",1,"pc1",0.5125,0.824430640731356,0.94652330986608
3,"k25_prev50","quadratic",1,"fitted",0.4725,0.00400970430231473,0.00330074855885609
3,"k25_prev50","quadratic",1,"pc1",0.4725,0.417908250504516,0.414625972020778
4,"k25_prev50","quadratic",1,"fitted",0.49,0.0876006332387311,0.0186300424149559
4,"k25_prev50","quadratic",1,"pc1",0.49,0.0458178559413888,0.191675628739277
5,"k25_prev50","quadratic",1,"fitted",0.4925,0.284136925752813,0.0687307506859397
5,"k25_prev50","quadratic",1,"pc1",0.4925,0.214625910204819,0.0522969347965033
6,"k25_prev50","quadratic",1,"fitted",0.505,0.305122131158455,0.00912181725691508
6,"k25_prev50","quadratic",1,"pc1",0.505,0.00688130889901095,0.439205061939042
7,"k25_prev50","quadratic",1,"fitted",0.495,0.121381498838847,0.071232385576964
7,"k25_prev50","quadratic",1,"pc1",0.495,0.746216334777767,0.316576860388808
8,"k25_prev50","quadratic",1,"fitted",0.4925,0.325511503665173,0.0121832124973653
8,"k25_prev50","quadratic",1,"pc1",0.4925,0.548921997446635,0.0163510050922755
9,"k25_prev50","quadratic",1,"fitted",0.54,0.0545878180825013,0.119792140917684
9,"k25_prev50","quadratic",1,"pc1",0.54,0.455141289929714,0.723925875950723
10,"k25_prev50","quadratic",1,"fitted",0.4825,0.406912088382528,0.0744918075313766
10,"k25_prev50","quadratic",1,"pc1",0.4825,0.502972676716388,0.55374444490629
11,"k25_prev50","quadratic",1,"fitted",0.4775,0.252079595924393,0.0380594859652313
11,"k25_prev50","quadratic",1,"pc1",0.4775,0.153791866315226,0.756699295671223
12,"k25_prev50","quadratic",1,"fitted",0.5025,0.316779793388777,0.832432209977113
12,"k25_prev50","quadratic",1,"pc1",0.5025,0.385737311051604,0.844248461493997
13,"k25_prev50","quadratic",1,"fitted",0.5225,0.000535525632644362,0.00947381394505031
13,"k25_prev50","quadratic",1,"pc1",0.5225,0.687128816405237,0.564786376538408
14,"k25_prev50","quadratic",1,"fitted",0.495,0.216867973916987,0.0316273267105897
14,"k25_prev50","quadratic",1,"pc1",0.495,0.44546345125919,0.185252465838083
15,"k25_prev50","quadratic",1,"fitted",0.525,0.606046616133968,0.436325684403391
15,"k25_prev50","quadratic",1,"pc1",0.525,0.824049561236501,0.840232563017125
16,"k25_prev50","quadratic",1,"fitted",0.5275,0.159641090678757,0.360622156357509
16,"k25_prev50","quadratic",1,"pc1",0.5275,0.346123530741011,0.0179440859818576
17,"k25_prev50","quadratic",1,"fitted",0.5075,0.255210593775778,0.330438705678543
17,"k25_prev50","quadratic",1,"pc1",0.5075,0.762069678360322,0.721040864659021
18,"k25_prev50","quadratic",1,"fitted",0.53,0.72088279506672,0.2374039611593
18,"k25_prev50","quadratic",1,"pc1",0.53,0.201746022638593,0.00912439576180502
19,"k25_prev50","quadratic",1,"fitted",0.5,0.143093224841798,0.110200766612234
19,"k25_prev50","quadratic",1,"pc1",0.5,0.743610628911874,0.37859621292767
20,"k25_prev50","quadratic",1,"fitted",0.505,0.0415265287653509,0.0022076305943699
20,"k25_prev50","quadratic",1,"pc1",0.505,0.0672137696158716,0.0186370741530513
21,"k25_prev50","quadratic",1,"fitted",0.48,0.054926950017869,0.0399282574916294
21,"k25_prev50","quadratic",1,"pc1",0.48,0.766190494204808,0.217587389041731
22,"k25_prev50","quadratic",1,"fitted",0.4775,0.0124692348943911,0.00124203434437398
22,"k25_prev50","quadratic",1,"pc1",0.4775,0.129540444165,0.0225534832809162
23,"k25_prev50","quadratic",1,"fitted",0.515,0.112339465196228,0.523325061358881
23,"k25_prev50","quadratic",1,"pc1",0.515,0.276202867560245,0.583426816928248
24,"k25_prev50","quadratic",1,"fitted",0.47,0.00781707423280986,0.117561142994221
24,"k25_prev50","quadratic",1,"pc1",0.47,0.326902234169033,0.148089153889457
25,"k25_prev50","quadratic",1,"fitted",0.485,0.273496244349514,0.55163269190715
25,"k25_prev50","quadratic",1,"pc1",0.485,0.920857814681963,0.316717743451715
26,"k25_prev50","quadratic",1,"fitted",0.5125,0.00769298823793807,0.00253554083667917
26,"k25_prev50","quadratic",1,"pc1",0.5125,0.158705451061431,0.0588583804896852
27,"k25_prev50","quadratic",1,"fitted",0.5075,0.0210204038904599,0.0306014935229759
27,"k25_prev50","quadratic",1,"pc1",0.5075,0.300369809097353,0.609713223077204
28,"k25_prev50","quadratic",1,"fitted",0.52,0.0604210409964314,0.0106774305859169
28,"k25_prev50","quadratic",1,"pc1",0.52,0.0865779465223593,0.247448274609032
29,"k25_prev50","quadratic",1,"fitted",0.515,0.0961335640856241,0.00831639091050695
29,"k25_prev50","quadratic",1,"pc1",0.515,0.352884994916634,0.0327652345475086
30,"k25_prev50","quadratic",1,"fitted",0.525,0.000363218285595046,4.60650835061305e-05
30,"k25_prev50","quadratic",1,"pc1",0.525,0.0504075460582882,0.00309749007612892
31,"k25_prev50","quadratic",1,"fitted",0.5425,0.90545145935469,0.241066178160045
31,"k25_prev50","quadratic",1,"pc1",0.5425,0.801002708187964,0.981180218125212
32,"k25_prev50","quadratic",1,"fitted",0.445,0.625154369326332,0.198726535534147
32,"k25_prev50","quadratic",1,"pc1",0.445,0.966699346312401,0.940970756537037
33,"k25_prev50","quadratic",1,"fitted",0.5225,0.233343960263531,0.0447061524927529
33,"k25_prev50","quadratic",1,"pc1",0.5225,0.989703036827565,0.739627668454028
34,"k25_prev50","quadratic",1,"fitted",0.4775,0.273556119168171,0.0540819864392533
34,"k25_prev50","quadratic",1,"pc1",0.4775,0.234295067955958,0.0538542223802199
35,"k25_prev50","quadratic",1,"fitted",0.5275,0.207121784941799,0.0069952814989106
35,"k25_prev50","quadratic",1,"pc1",0.5275,0.566969302291405,0.046658864178625
36,"k25_prev50","quadratic",1,"fitted",0.5425,0.0921722872832856,0.0865911756732407
36,"k25_prev50","quadratic",1,"pc1",0.5425,0.237562719568424,0.0761760209773636
37,"k25_prev50","quadratic",1,"fitted",0.515,0.661640901756846,0.237343186826649
37,"k25_prev50","quadratic",1,"pc1",0.515,0.0714031735388104,0.00117839956782817
38,"k25_prev50","quadratic",1,"fitted",0.4925,0.56456161960564,0.155663660316578
38,"k25_prev50","quadratic",1,"pc1",0.4925,0.419266790114958,0.466539936532636
39,"k25_prev50","quadratic",1,"fitted",0.5025,0.352568575422316,0.106928849916646
39,"k25_prev50","quadratic",1,"pc1",0.5025,0.457393020776899,0.155441565459739
40,"k25_prev50","quadratic",1,"fitted",0.4925,0.0562113404328815,0.0491358801441903
40,"k25_prev50","quadratic",1,"pc1",0.4925,0.828895561643727,0.688269664122303
41,"k25_prev50","quadratic",1,"fitted",0.5125,0.165162662259525,0.0260514579139494
41,"k25_prev50","quadratic",1,"pc1",0.5125,0.643791108421178,0.320949291287785
42,"k25_prev50","quadratic",1,"fitted",0.465,0.265849424770557,0.25233476525893
42,"k25_prev50","quadratic",1,"pc1",0.465,0.911382597382135,0.857973140580662
43,"k25_prev50","quadratic",1,"fitted",0.4875,0.00418337147448755,0.0132389397382764
43,"k25_prev50","quadratic",1,"pc1",0.4875,0.521656780280833,0.11886445080759
44,"k25_prev50","quadratic",1,"fitted",0.505,0.00487904848412124,0.00271023645264301
44,"k25_prev50","quadratic",1,"pc1",0.505,0.229081268782682,0.876423975223061
45,"k25_prev50","quadratic",1,"fitted",0.52,0.112327484234594,0.00516330135743526
45,"k25_prev50","quadratic",1,"pc1",0.52,0.123055225198658,0.743992745262188
46,"k25_prev50","quadratic",1,"fitted",0.4975,0.832054600325069,0.526917738694705
46,"k25_prev50","quadratic",1,"pc1",0.4975,0.94552636837323,0.59253203631188
47,"k25_prev50","quadratic",1,"fitted",0.5175,0.690485612952501,0.679352209284401
47,"k25_prev50","quadratic",1,"pc1",0.5175,0.560547641977437,0.286322837485679
48,"k25_prev50","quadratic",1,"fitted",0.52,0.341477294545794,0.780468958787519
48,"k25_prev50","quadratic",1,"pc1",0.52,0.413290711578722,0.998198734145836
49,"k25_prev50","quadratic",1,"fitted",0.5025,0.0373263485984527,0.0121366149176327
49,"k25_prev50","quadratic",1,"pc1",0.5025,0.0462117072900542,0.0299197808981815
50,"k25_prev50","quadratic",1,"fitted",0.5125,0.306613844905893,0.202006657920514
50,"k25_prev50","quadratic",1,"pc1",0.5125,0.75361564691226,0.579922163399702
51,"k25_prev50","quadratic",1,"fitted",0.525,0.427697098812002,0.925465186069897
51,"k25_prev50","quadratic",1,"pc1",0.525,0.404134675934577,0.205848018547039
52,"k25_prev50","quadratic",1,"fitted",0.4975,0.216657935872621,0.155762282003045
52,"k25_prev50","quadratic",1,"pc1",0.4975,0.0074393959402439,0.0056932164041783
53,"k25_prev50","quadratic",1,"fitted",0.51,0.838295057799997,0.145453373325279
53,"k25_prev50","quadratic",1,"pc1",0.51,0.734235598413403,0.559932816772965
54,"k25_prev50","quadratic",1,"fitted",0.52,0.00813026500439018,0.046239902874801
54,"k25_prev50","quadratic",1,"pc1",0.52,0.377553045269392,0.16584389592145
55,"k25_prev50","quadratic",1,"fitted",0.4875,0.381053670083968,0.0337443790353447
55,"k25_prev50","quadratic",1,"pc1",0.4875,0.200477529829084,0.0862887389841378
56,"k25_prev50","quadratic",1,"fitted",0.4725,0.295285010566358,0.0138005549420057
56,"k25_prev50","quadratic",1,"pc1",0.4725,0.038793995475903,0.0117359202174075
57,"k25_prev50","quadratic",1,"fitted",0.4925,0.377757315420465,0.0971254333385774
57,"k25_prev50","quadratic",1,"pc1",0.4925,0.405536746343922,0.172035003372503
58,"k25_prev50","quadratic",1,"fitted",0.49,0.273409499793671,0.271934287374009
58,"k25_prev50","quadratic",1,"pc1",0.49,0.60320752292404,0.0893075984270153
59,"k25_prev50","quadratic",1,"fitted",0.5025,0.000923563521688209,7.25627385536054e-05
59,"k25_prev50","quadratic",1,"pc1",0.5025,0.512508478400041,0.890425026155211
60,"k25_prev50","quadratic",1,"fitted",0.5125,0.4962195430809,0.0516771000447401
60,"k25_prev50","quadratic",1,"pc1",0.5125,0.120737777269548,0.0171588380660512
61,"k25_prev50","quadratic",1,"fitted",0.5125,0.776979541886202,0.315844101999762
61,"k25_prev50","quadratic",1,"pc1",0.5125,0.804906418187391,0.767368036695032
62,"k25_prev50","quadratic",1,"fitted",0.505,0.933152523488877,0.370537913314916
