"rep","cell","dep","rel","deg","rho_hat","calm_hl","calm_edge","calm_e3","pp_hl","pp_edge"
108,"B_p160","index",0.7,2,0.749837960955588,0.957038434728659,0.144819323645044,0.496525576117673,0.9275,0.4275
108,"B_p160","null",0,3,0.80493385969701,0.745514062720906,0.657092239557864,0.657092239557864,0.645,0.61
108,"B_p160","offindex",0.4,2,0.742376051987323,0.959324386558716,0.510545657455346,0.574411632222858,0.925,0.5275
108,"B_p160","offindex",0.7,2,0.661152346343188,0.501702424691389,0.0598811774353629,0.276471990035175,0.395,0.165
108,"B_p40","index",0.4,2,0.714396494370895,0.154367389004586,0.773879969054517,0.947597602605279,0.1975,0.945
108,"B_p40","index",0.7,3,0.811405710970422,0.41070302761343,0.347995926795877,0.347995926795877,0.39,0.2925
108,"B_p40","null",0,2,0.746891310766051,0.0982301816002003,0.0270394925674722,0.0304157993182332,0.1725,0.05
108,"B_p40","offindex",0.4,3,0.76884433303919,0.144234272152402,0.123031337626759,0.123031337626759,0.21,0.15
108,"B_p40","offindex",0.7,3,0.77273806387922,0.293606080193831,0.359928941595891,0.359928941595891,0.35,0.365
109,"A_p5","index",0.4,3,0.942327522516206,0.244161474104389,0.738869357851749,0.738869357851749,0.2525,0.75
109,"A_p5","index",0.7,3,0.932543924524982,0.298632695748285,0.480398973748382,0.480398973748382,0.35,0.495
109,"A_p5","null",0,3,0.949752461178987,0.111878097220306,0.248585021004255,0.248585021004255,0.1525,0.265
109,"A_p5","offindex",0.4,3,0.954640093736376,0.713324564118187,0.39617670480541,0.39617670480541,0.765,0.4525
109,"A_p5","offindex",0.7,3,0.951754033227916,0.697141175185079,0.197306648428544,0.197306648428544,0.7175,0.2225
109,"B_p100","index",0.4,2,0.607117614860607,0.717708906780889,0.721346230085077,0.951767466577478,0.69,0.925
109,"B_p100","index",0.7,2,0.555594406070963,0.74446829748572,0.774022540849473,0.700666584032269,0.675,0.55
109,"B_p100","null",0,2,0.697161618099486,0.662484929897646,0.861701997235585,0.942604157639447,0.695,0.935
109,"B_p100","offindex",0.4,2,0.593463116215157,0.127282070031012,0.880844892600377,0.913382947967774,0.1075,0.8525
109,"B_p100","offindex",0.7,2,0.653812685908086,0.387681286927805,0.966103608805647,0.765899286854182,0.3475,0.6875
109,"B_p160","index",0.4,2,0.603776170164354,0.0135291574676035,0.696101105752784,0.0288685973714744,0.0025,0.0025
109,"B_p160","index",0.7,2,0.635036859963672,0.176176598980384,0.712061861763423,0.0550429804225515,0.09,0.0075
109,"B_p160","null",0,2,0.645334451092687,0.44419109210955,0.504540013718134,0.414818759241637,0.3425,0.3075
109,"B_p160","offindex",0.4,2,0.669088560696149,0.25342403103447,0.863299349609005,0.614032453351485,0.15,0.4825
109,"B_p160","offindex",0.7,2,0.566034019333487,0.774929443210198,0.924684297543414,0.397940249972145,0.62,0.2725
109,"B_p40","index",0.4,2,0.741208832965694,0.160787042954449,0.063148023838101,0.0747034600393297,0.1225,0.065
