"rep","cell","dep","rel","deg","rho_hat","cf_hl","cf_ad","cf_e3","pp_hl","pp_edge"
1,"B_p40","quadratic",1.5,1,0.535797651463339,0.0511894792164667,0.18835507403573,0.00621510222067667,0.05,0.01
2,"B_p40","quadratic",1.5,3,0.801954037568267,0.0411807855850008,0.0021352373552912,0.0021352373552912,0.03,0.00666666666666667
3,"B_p40","quadratic",1.5,1,0.559067486070021,0.00015317678781579,0.27403897199683,1.84539310351672e-05,0.00333333333333333,0.00333333333333333
4,"B_p40","quadratic",1.5,2,0.761056110741031,0.161616164249175,0.0431547074332006,0.0665302139178905,0.0833333333333333,0.0333333333333333
5,"B_p40","quadratic",1.5,2,0.698170717050636,0.00229137741844576,0.000328380947656193,0.000148962028021726,0.00333333333333333,0.00333333333333333
6,"B_p40","quadratic",1.5,2,0.722505418501435,0.230726971961691,0.00914123121841237,0.0318540989238141,0.206666666666667,0.03
7,"B_p40","quadratic",1.5,1,0.523201833111029,0.00359902099377685,0.0373706777109202,0.000265584921265827,0.00333333333333333,0.00333333333333333
8,"B_p40","quadratic",1.5,2,0.692421526375334,0.0898231599851962,0.00245581301448761,0.0133607412373484,0.0533333333333333,0.01
9,"B_p40","quadratic",1.5,1,0.38920285556577,0.155160155551922,0.314663258036548,0.0470447599249579,0.156666666666667,0.04
10,"B_p40","quadratic",1.5,1,0.572340968704722,0.00300320650142294,0.601643576256738,0.000352097988813416,0.0133333333333333,0.00333333333333333
11,"B_p40","quadratic",1.5,1,0.483894248487875,0.429066116834602,0.406421654687464,0.0890747474314789,0.383333333333333,0.0633333333333333
12,"B_p40","quadratic",1.5,1,0.628283884100518,9.01957780952145e-06,0.70156237265347,1.71213378885593e-06,0.00333333333333333,0.00333333333333333
13,"B_p40","quadratic",1.5,2,0.732764252579287,6.6946283801439e-05,1.05214939591924e-05,1.31314485632972e-05,0.00333333333333333,0.00333333333333333
14,"B_p40","quadratic",1.5,1,0.491104057240568,2.31326891434458e-05,0.731680758808724,1.38304834806924e-06,0.00333333333333333,0.00333333333333333
15,"B_p40","quadratic",1.5,1,0.439619365934964,0.385346070708802,0.40116886014085,0.245899111939782,0.326666666666667,0.186666666666667
16,"B_p40","quadratic",1.5,1,0.517554285656425,0.00356128138156553,0.861797900745069,0.00068146490289156,0.00333333333333333,0.00333333333333333
17,"B_p40","quadratic",1.5,2,0.751010813972297,0.00436722220699193,1.23727726871747e-05,8.31634303937179e-05,0.00333333333333333,0.00333333333333333
18,"B_p40","quadratic",1.5,1,0.438629235808609,0.104569822298403,0.947040982868069,0.00309914748282103,0.106666666666667,0.00333333333333333
