"S_rand","S_fix","tr_rand","tr_fix","v_rand.1","v_rand.2","v_rand.3","v_rand.4","v_rand.5","v_rand.6","v_rand.7","v_rand.8","v_rand.9","v_rand.10","v_fix.1","v_fix.2","v_fix.3","v_fix.4","v_fix.5","v_fix.6","v_fix.7","v_fix.8","v_fix.9","v_fix.10"
8.21591378701722,3.04132874341352,5.94074225647414,5.99284458374647,-0.158654313327243,-0.507937874599068,-0.443118215269902,-0.692748314651158,1.21525024253301,-0.0248585616374541,-0.569652070352495,1.81494373916765,0.564070739583978,-1.35732699610407,-0.652722443454801,-0.191962443726388,0.203996303485212,-0.492073718678964,0.00747045333294959,0.501050328294115,0.11610534445967,1.15152204302177,0.0374496449598678,-0.838265087744283
9.40540809253407,6.03941528964824,6.03722294547712,5.97829261965651,0.718702819443166,0.499845535221776,-0.761640283728196,-2.02945900688389,-0.631991835557503,1.6570359190746,0.523065215798179,-0.0441123717593661,-0.421577730270648,0.584616444399674,1.13830084528972,0.0490920960426398,-1.07882983787862,0.678455340472482,-1.38933302500631,-0.567113167541438,-0.164992243179712,0.392485196324404,0.297507769012997,0.771660178975032
4.4024210285602,14.0106147607899,6.03578202698981,6.15324605849368,0.655365997151318,0.23797162439315,-0.817754275753996,0.190305773013051,-1.13410211260592,-0.229356895698889,0.983446409442232,-0.693467178649678,0.527490729840864,0.382420417821363,0.799294512466082,-1.15006454351025,0.661438695889819,1.90126690923466,-2.0660270334589,-1.2642270960812,0.325253079946545,0.890600403479933,-0.78092223335878,0.78818877664217
7.83985355445337,3.70369728307001,5.99532310069517,6.01446627330082,0.338501210614859,0.483603668511469,-0.707316956606748,-1.22283629862836,0.589003836784953,0.528828108071776,-1.31371679884321,0.641767726114934,1.45342398178573,-0.786783633543384,0.501528955874512,0.617749349017968,-0.765363642372432,-1.02375534923269,-0.0843779179127415,0.329605398799354,0.654602943398695,0.230561860680804,-0.822220080069632,0.404012640895872
3.44031388108915,3.04881867902562,6.00245530122811,6.00354792760576,0.479879846436848,-0.546709596082803,0.142658793947332,-0.533199603924468,0.85746786074945,-0.905900066473053,0.454066074810537,-0.0419587893720994,-0.565911029036702,0.722763160910432,0.328076671267414,-0.510509955432114,0.287992262745314,-0.188698037221609,-0.60503576665918,1.19609838690569,-0.685086789441525,0.0585835314868373,0.438861590397653,-0.316105053261685
1.63671822336372,9.5099738203793,6.07541081284964,6.27060200002681,0.233532655047046,-0.3182310852861,-0.164320548845916,-0.759315881076407,0.0103830034667323,0.645772326046626,0.0762583403561907,-0.251361506046182,0.620738148522176,-0.0768397985752007,-0.250304986114277,0.113590747067083,-0.752193576721168,-0.716324181413227,2.17814426128142,-1.08258172911875,1.44064910820777,-0.446420905711977,-0.369961085658943,-0.166055896116458
3.1606614503964,2.51733567267491,5.98473723791099,5.97039702623969,-0.26946816890788,0.368375297433674,-0.437016291803918,0.892143142239375,0.261298123258885,-0.913307780165097,-0.225004351331224,0.90645214338884,-0.258936167780243,-0.351720308128563,-0.480816629612889,1.23826831347176,-0.270526767438797,-0.196569579020673,-0.315123679765158,0.249734064985682,-0.321771130476744,0.438743923630715,0.0598457364352571,-0.423950296678182
6.66446331536674,3.70032570314254,6.0284178688959,5.94575745233055,0.386648182979195,-1.03797038003974,0.978288517600834,0.533720312484782,-0.258379934678838,-0.992245429577848,-0.891881366368418,1.51487385458985,-0.231887371273444,0.0173230881572759,0.415720748147648,-0.507230988650826,-0.629122145000738,0.753178813871582,0.4588746477803,-0.000974295681361481,0.892521678556708,-1.04404793723869,-0.443071085660872,0.116772288393919
6.73084413517983,4.58118700021346,6.11031869164969,6.02987890814304,-0.0497698856233413,0.192563887735468,-0.482326863616532,0.453139457545015,-1.12597615665591,2.00540915892963,-0.943053733632878,0.187330358905444,-0.18621334254932,-0.0685934001803661,0.0792750285403481,0.0940819747614288,0.703128925431637,0.648891891395703,-1.54727405709712,0.486634569447364,-0.46238463726432,-0.648220955804567,0.0774330657059508,0.61623374433471
2.21478097485418,4.44659727296852,6.08891769040078,6.02817113392964,-0.675705490313988,0.23259969901225,-0.269563117673904,0.379493741182036,0.0230864847949141,0.0556324846121531,0.408435274702328,-0.970786494519654,0.566057085992913,0.232650587656022,-0.0885504561237149,-1.08066538989735,1.568827939563,-0.045355297494562,0.398455094987997,-0.631775007766133,-0.0411718003850099,-0.422745757719456,0.236578010701584,0.115567411835995
