"rep","cell","dep","rel","deg","rho_hat","cf_hl","cf_ad","cf_e3","pp_hl","pp_edge"
1,"B_p160","quadratic",1,1,0.649353936436772,0.496756065722417,0.023837485211166,0.764029951106839,0.296666666666667,0.656666666666667
2,"B_p160","quadratic",1,1,0.521296451415549,0.1798097428393,0.93965602427861,0.0749640881787084,0.0633333333333333,0.0266666666666667
3,"B_p160","quadratic",1,3,0.827093280302813,0.254294551544842,0.400391440037829,0.400391440037829,0.113333333333333,0.35
4,"B_p160","quadratic",1,2,0.707984366669039,0.846686923238063,0.136005057807503,0.42992823711955,0.753333333333333,0.293333333333333
5,"B_p160","quadratic",1,1,0.469331386277314,0.557714811460097,1,0.160432362857746,0.396666666666667,0.0666666666666667
6,"B_p160","quadratic",1,1,0.563311873813284,0.129449264421142,0.355127773413562,0.0670191150647831,0.0766666666666667,0.0366666666666667
7,"B_p160","quadratic",1,1,0.537415321925124,0.282100475781912,0.499649210847242,0.218798585887102,0.193333333333333,0.16
8,"B_p160","quadratic",1,1,0.465420647176971,0.167130431412802,0.0587373445894838,0.0349482253855562,0.0633333333333333,0.0133333333333333
9,"B_p160","quadratic",1,1,0.637529842994152,0.0380409213051867,0.258329263863613,0.00369744635291913,0.02,0.00333333333333333
10,"B_p160","quadratic",1,1,0.524148083580439,0.222241115981653,0.67450914051206,0.299451652853298,0.196666666666667,0.203333333333333
11,"B_p160","quadratic",1,1,0.564184352517778,0.30524517656073,0.126490106183446,0.180478669434136,0.13,0.0766666666666667
12,"B_p160","quadratic",1,1,0.603435630915257,0.640303638625795,0.219910363937159,0.288856818307508,0.523333333333333,0.143333333333333
13,"B_p160","quadratic",1,1,0.609631216327718,0.103571752668563,0.861361683524045,0.0532638468611677,0.04,0.02
14,"B_p160","quadratic",1,1,0.565275767877169,0.115194140465275,0.147528777073479,0.134412188228405,0.04,0.0666666666666667
15,"B_p160","quadratic",1,1,0.364761308954313,0.360833401876689,0.793315130238677,0.225007583723927,0.233333333333333,0.09
16,"B_p160","quadratic",1,1,0.557676153823161,0.455147059350496,0.162775929462699,0.843050285512779,0.353333333333333,0.77
17,"B_p160","quadratic",1,1,0.629962875000415,0.455195818261418,0.3811257068942,0.372965487505068,0.266666666666667,0.283333333333333
18,"B_p160","quadratic",1,1,0.165275771122637,0.746290777917703,0.243970442675862,0.639051964021244,0.65,0.526666666666667
19,"B_p160","quadratic",1,1,0.57424026941655,0.28726615859105,0.667052825580578,0.0510078767104165,0.133333333333333,0.00666666666666667
20,"B_p160","quadratic",1,1,0.59420602688758,0.143180610470668,0.281144679482956,0.245281323576951,0.0733333333333333,0.113333333333333
21,"B_p160","quadratic",1,1,0.420180939624795,0.532725706469867,0.521974246643222,0.506224151749421,0.416666666666667,0.4
22,"B_p160","quadratic",1,1,0.411552052315688,0.51115246111481,0.961461778079676,0.184699732995382,0.333333333333333,0.05
23,"B_p160","quadratic",1,1,0.535496741692147,0.408619140456213,0.512493755745206,0.194775002949512,0.246666666666667,0.0933333333333333
24,"B_p160","quadratic",1,1,0.591447145237195,0.0155714482717748,0.758018007784661,0.0171350337436826,0.01,0.00333333333333333
25,"B_p160","quadratic",1,1,0.585066634921485,0.511357279288948,0.110892376666422,0.306475409262905,0.336666666666667,0.19
26,"B_p160","quadratic",1,1,0.519301991909576,0.503153139872272,0.530749765879019,0.64771294427996,0.35,0.476666666666667
27,"B_p160","quadratic",1,1,0.368280591793183,0.0117963750373375,0.762601086682211,0.294209407145439,0.00666666666666667,0.16
28,"B_p160","quadratic",1,2,0.668916750662701,0.346980803150602,0.446554051206042,0.0791232334855188,0.283333333333333,0.05
29,"B_p160","quadratic",1,1,0.552119503238397,0.926364330533301,0.429728507590496,0.763882468140937,0.853333333333333,0.686666666666667
30,"B_p160","quadratic",1,1,0.667423500436929,0.912557882416188,0.353425770592501,0.902370284087267,0.886666666666667,0.886666666666667
31,"B_p160","quadratic",1,1,0.623185523061391,0.538570298553703,0.270364629433503,0.649649084805742,0.42,0.56
32,"B_p160","quadratic",1,1,0.501506951983691,0.801467874415062,0.343814760744795,0.25963628523765,0.686666666666667,0.156666666666667
33,"B_p160","quadratic",1,1,0.553501930418136,0.822980758522,0.141396190511397,0.717847699943871,0.76,0.616666666666667
34,"B_p160","quadratic",1,3,0.790818604421808,0.306908221972699,0.097594358106694,0.097594358106694,0.233333333333333,0.0566666666666667
35,"B_p160","quadratic",1,1,0.641510685713466,0.0662444492824299,0.895422575608641,0.112514163353057,0.0133333333333333,0.0266666666666667
36,"B_p160","quadratic",1,1,0.417475034371774,0.0493203429022269,1,0.246314700304876,0.0266666666666667,0.143333333333333
37,"B_p160","quadratic",1,1,0.554613753982807,0.304647946110307,0.801922775160107,0.114653851167003,0.206666666666667,0.0566666666666667
38,"B_p160","quadratic",1,1,0.586722898390969,0.176204790580083,0.128506344483282,0.196948627934338,0.09,0.0866666666666667
39,"B_p160","quadratic",1,1,0.436405792806276,0.00363653583970758,0.835315630471052,0.0235062269384885,0.00333333333333333,0.01
40,"B_p160","quadratic",1,1,0.361823203228293,0.157994250373307,0.132170977614282,0.0908923801513882,0.07,0.03
41,"B_p160","quadratic",1,1,0.238042821476739,0.50934693255172,0.567504526935171,0.510392315425372,0.356666666666667,0.34
42,"B_p160","quadratic",1,1,0.661864231526497,0.0687780974884344,0.505321205485611,0.0475264753621413,0.03,0.03
43,"B_p160","quadratic",1,1,0.515857678085784,0.0376437939658186,0.131010387422761,0.0631595399949095,0.00666666666666667,0.0366666666666667
44,"B_p160","quadratic",1,1,0.534669874552684,0.785641690188754,0.4825345860395,0.850395203265916,0.76,0.84
45,"B_p160","quadratic",1,1,0.183064856919672,0.317463366838352,0.581211642334689,0.641106444826879,0.183333333333333,0.526666666666667
46,"B_p160","quadratic",1,2,0.693028145183674,0.196361574299749,0.47269573918541,0.107286823869019,0.133333333333333,0.0533333333333333
47,"B_p160","quadratic",1,1,0.579881062341282,0.713533554445329,0.256568563312425,0.532537549594206,0.636666666666667,0.383333333333333
48,"B_p160","quadratic",1,2,0.745198779115241,0.119889723455896,0.212749370093215,0.359671164522352,0.0266666666666667,0.19
49,"B_p160","quadratic",1,1,0.590646348412637,0.429114111074931,0.304934361148551,0.370294716683832,0.28,0.22
50,"B_p160","quadratic",1,1,0.653523005861454,0.582507175538348,0.298495119481344,0.155012249740232,0.446666666666667,0.0933333333333333
51,"B_p160","quadratic",1,1,0.556126507758072,0.312782409496279,0.903694224610612,0.433793123724449,0.16,0.233333333333333
52,"B_p160","quadratic",1,1,0.375748323470078,0.127709685779168,0.270102148234311,0.138126410889063,0.0566666666666667,0.0366666666666667
53,"B_p160","quadratic",1,2,0.674703540455897,0.646073639101747,0.374542740452833,0.670119698467249,0.56,0.546666666666667
54,"B_p160","quadratic",1,1,0.447771049127325,0.189635432871423,0.406924362500451,0.0372774370793951,0.133333333333333,0.01
55,"B_p160","quadratic",1,1,0.484313634853294,0.755670380828239,0.6403957347431,0.359629690665068,0.63,0.213333333333333
56,"B_p160","quadratic",1,2,0.68112445016957,0.93646379922313,0.640846283650951,0.550625363721456,0.893333333333333,0.393333333333333
57,"B_p160","quadratic",1,1,0.608593907415989,0.796688910723005,0.0419482883001414,0.733574498888798,0.713333333333333,0.676666666666667
58,"B_p160","quadratic",1,1,0.411612229899186,0.169775411161471,0.45536868551477,0.552631633297121,0.0733333333333333,0.403333333333333
59,"B_p160","quadratic",1,1,0.590392023692785,0.33534757456557,0.836158666611555,0.150432206447911,0.236666666666667,0.0866666666666667
60,"B_p160","quadratic",1,1,0.497603155870457,0.307638774241599,0.606159955482259,0.146087111732337,0.14,0.0666666666666667
61,"B_p160","quadratic",1,1,0.567784641142261,0.588289447608398,0.742944116865536,0.29728450012307,0.476666666666667,0.173333333333333
62,"B_p160","quadratic",1,1,0.562463126520788,0.457138615742142,0.175787253725465,0.2933310841544,0.34,0.196666666666667
63,"B_p160","quadratic",1,1,0.473632368668531,0.351182564738887,0.316556747709162,0.14646257334912,0.163333333333333,0.03
64,"B_p160","quadratic",1,1,0.632805293839848,0.199490845652058,0.395912039567572,0.0642894467717539,0.0733333333333333,0.0166666666666667
65,"B_p160","quadratic",1,1,0.432446032056823,0.990601305378501,0.545772775607926,0.745160460590351,0.983333333333333,0.67
66,"B_p160","quadratic",1,1,0.463813341594234,0.541845903007171,0.0551179690673878,0.71394656649496,0.36,0.546666666666667
67,"B_p160","quadratic",1,1,0.475104614372472,0.584028184707979,0.867991471464777,0.295272236808371,0.453333333333333,0.156666666666667
