"rep","cell","dep","rel","unc_hl","calslope","spieg","uss","cvhl","mle_ok","mle_hl","mle_edge","grp"
1,"B_p160","offindex",1.5,0,1.80769352302318e-10,0.00193690985572691,0,0.0592236600946347,FALSE,NA,NA,0.0262492679482029
2,"B_p160","offindex",1.5,0,5.27046576596098e-09,9.52514219042198e-05,0,0.327854552092493,FALSE,NA,NA,0.0320364472831161
3,"B_p160","offindex",1.5,0,4.22182654695289e-11,0.000990008920493551,0,0.207566682551946,FALSE,NA,NA,0.982594933576691
4,"B_p160","offindex",1.5,0,7.25849903577476e-11,0.000178889610829227,0,0.0500660070058957,FALSE,NA,NA,0.060848019853798
5,"B_p160","offindex",1.5,0,9.61334037668483e-11,0.000419916773850831,0,0.509908429904763,FALSE,NA,NA,0.016680559989545
6,"B_p160","offindex",1.5,0,6.98474071068857e-11,0.000100530170942668,0,0.411380488190044,FALSE,NA,NA,0.174855171474425
7,"B_p160","offindex",1.5,0,1.18161314996467e-09,0.000957850715683398,0,0.0727301993420789,FALSE,NA,NA,0.072680462478752
8,"B_p160","offindex",1.5,0,3.60504573580617e-16,1.2896512992436e-05,0,0.0830653597393692,FALSE,NA,NA,0.284526160672534
9,"B_p160","offindex",1.5,0,1.54663441171765e-10,3.97889373546432e-07,0,0.376650541573567,FALSE,NA,NA,0.122067633589124
10,"B_p160","offindex",1.5,0,1.69061287638796e-13,6.86968453190916e-06,0,0.00944726273299976,FALSE,NA,NA,0.0993850953012037
11,"B_p160","offindex",1.5,0,1.30789484979273e-11,9.45558836979762e-05,0,0.454109410609408,FALSE,NA,NA,0.0996509146820217
12,"B_p160","offindex",1.5,0,1.84334217331604e-09,0.00189251976613842,0,0.966586518787943,FALSE,NA,NA,0.163090103771201
13,"B_p160","offindex",1.5,0,5.35683329210226e-11,0.000201412824662909,0,0.0182368439731439,FALSE,NA,NA,0.0401283651299613
14,"B_p160","offindex",1.5,0,9.35680151582612e-13,2.38077431621562e-06,0,0.250730766203802,FALSE,NA,NA,0.75513939418783
15,"B_p160","offindex",1.5,0,1.12901180112307e-10,0.00674383141004106,0,0.422316022987054,FALSE,NA,NA,0.237467216286183
16,"B_p160","offindex",1.5,0,1.31585808287458e-10,0.000237575241399369,0,0.170556871292982,FALSE,NA,NA,1
17,"B_p160","offindex",1.5,0,9.73929328942118e-10,0.000520581452392298,0,0.643470534877733,FALSE,NA,NA,0.39400754577843
18,"B_p160","offindex",1.5,0,1.95099219673234e-10,2.29840386124567e-05,0,0.154509977251937,FALSE,NA,NA,0.028497701716045
19,"B_p160","offindex",1.5,0,1.31596760834847e-09,0.00393426451881077,0,0.213413877773573,FALSE,NA,NA,0.016347338717029
20,"B_p160","offindex",1.5,0,2.21864654566696e-10,1.4668614733725e-05,0,0.319260327399066,FALSE,NA,NA,0.349166303983642
