"rep","case","recal","ece","slope","intercept","brier","mae_true","auc","hl_heldout_p","sc_edge_p","sc_hl_p"
125,"correct","flexible",0.0292670108943705,0.790560258401621,-0.0133907216544788,0.220348378286583,0.036422271896368,0.701655418298611,0.0670573083784531,0.065,0.07
125,"index","oracle",0.00674678433607517,0.994222650258526,0.0122472131841254,0.229236726157811,0,0.639241614642696,0.0822330628091234,NA,NA
125,"index","none",0.0536663836381942,2.52104740698817,0.20048595914698,0.240632224576733,0.0641070799240212,0.629937116226604,2.78125205097649e-05,0.56,0.88
125,"index","linear",0.0355479581812812,0.852902459208563,0.0247320721294861,0.236030861166275,0.0636515918324716,0.629937116226604,0.0172495892830398,0.56,0.88
125,"index","flexible",0.0369506502913817,0.843706244521009,0.0241538885103427,0.236372189719517,0.065785281417359,0.629937116226604,0.0151884457955418,0.56,0.88
125,"offindex","oracle",0.0118219785010651,0.970914050888449,0.0343535762083835,0.214167047092316,0,0.714440934308861,0.225202682624763,NA,NA
125,"offindex","none",0.0787217697519726,2.74764995352117,-0.156778959131134,0.235228643027883,0.117901940745667,0.675556405779181,9.67449146283408e-08,0.465,0.735
125,"offindex","linear",0.0221525592543421,0.954384371171246,0.00607777784382923,0.226469613405608,0.0806358814283798,0.675556405779181,0.484670684815083,0.465,0.735
125,"offindex","flexible",0.0273926539726341,0.827459910647899,0.00907638640886485,0.227415877059167,0.0892080806379493,0.670879519837709,0.639988731732207,0.465,0.735
126,"correct","oracle",0.00788191133735532,0.994010282377217,0.00924481899147637,0.219911940792152,0,0.699007821165671,0.799730495337812,NA,NA
126,"correct","none",0.0723566097900806,2.0190342620881,0.180777863302957,0.227682101092316,0.0744861305747244,0.696064333221965,0.00286297240670292,0.395,0.81
126,"correct","linear",0.0124020369027474,0.999989834541475,0.0461441411194819,0.220943348909592,0.0265066610819551,0.696064333221965,0.603642930521582,0.395,0.81
126,"correct","flexible",0.0265853904234753,0.938461848953775,0.0395635108036678,0.221846220851486,0.0357794179803628,0.696064333221965,0.308142871296094,0.395,0.81
126,"index","oracle",0.00718294537470746,0.982471959288403,-0.00844202196500549,0.228968385675441,0,0.644116269871556,0.277149940286832,NA,NA
126,"index","none",0.0273288474110598,1.5014786557816,0.0133382229866854,0.236102088363011,0.0558987455591877,0.632895231898618,0.0597989726496445,0.56,0.36
126,"index","linear",0.0300072931519216,1.0610418877649,-0.0973326361870324,0.235307177238208,0.0606311211653569,0.632895231898618,0.576186737022914,0.56,0.36
126,"index","flexible",0.0335847447431241,0.645804232165994,-0.091951363864493,0.237198362508178,0.0607079528403273,0.613187177387471,1.1362457569977e-05,0.56,0.36
126,"offindex","oracle",0.00720974483384999,0.981277311366061,-0.0181274292080373,0.214207882486566,0,0.714271074063036,0.280418811524282,NA,NA
126,"offindex","none",0.061069945616263,1.68883722462483,0.139981340278448,0.228975267592571,0.097512242567751,0.681454054916175,0.000843623356748848,0.205,0.17
126,"offindex","linear",0.0196932194381438,1.03954864979267,-0.0673424796366127,0.225129612493338,0.0751057309735103,0.681454054916175,0.749179033538605,0.205,0.17
126,"offindex","flexible",0.0357046451067836,0.942990339142383,-0.0662850517215977,0.226882811839595,0.0821150691941302,0.681454054916175,0.137117828268994,0.205,0.17
127,"correct","oracle",0.00569098120852682,1.01411996240222,-0.00304920906284616,0.218962869450249,0,0.702313592313592,0.384035356183335,NA,NA
127,"correct","none",0.0523654701869343,1.63320401944624,-0.153766960878927,0.225082333856171,0.0640205172071274,0.695501625501626,0.0669640922617305,0.24,0.5
127,"correct","linear",0.00865627642925271,1.01046867614007,0.0382842207328474,0.221087243122015,0.0376715780149866,0.695501625501626,0.640677847070606,0.24,0.5
127,"correct","flexible",0.0177506014624155,1.00067708335304,0.0440017076604657,0.221549794946969,0.0404454904134752,0.695501625501626,0.494887914784376,0.24,0.5
127,"index","oracle",0.00731284509729683,1.01877019831361,-0.00955197759312964,0.228650336641245,0,0.644206954956059,0.139638328082922,NA,NA
127,"index","none",0.0398996642599808,1.6158783640066,0.104012031029153,0.23427943676329,0.0459466883389253,0.642521679778035,0.0132328031999594,0.05,0.16
127,"index","linear",0.0424526478304721,1.0555456871736,-0.0800076339416777,0.232519679076992,0.0487315290051491,0.642521679778035,0.0154100425933732,0.05,0.16
127,"index","flexible",0.0270392110296717,1.06457365533982,-0.0758108920875878,0.231219610651858,0.0366430971526613,0.642521679778035,0.00952455323313606,0.05,0.16
127,"offindex","oracle",0.00867987159241743,0.958451727545183,-0.02218144196736,0.21553788629938,0,0.710995150147584,0.164039256832868,NA,NA
127,"offindex","none",0.0480592529191488,1.52232313698305,0.00441055456749403,0.228275532132326,0.0926855891559906,0.679584549736447,0.0507139845858194,0.295,0.54
127,"offindex","linear",0.032707440007455,1.04426228804427,-0.141990384010712,0.22661578542412,0.0832653186619818,0.679584549736447,0.0044329529349205,0.295,0.54
