"rep","cell","kappa","hbar","sd_eh","law_obs","tr5","normD2","g_obs","nchanged","floor_est","S_dec","v2","p_none","p_kappa","p_obs","p_obs_sh","p_law"
20,"B_k10",0.1,0.0170394199255961,0.541976399022451,0.395374679648506,4.06739520043276,3.46492358636871,0.85187777819083,58,1.45,11.5471575660976,11.5471575660976,0.00411156318604822,0.0049993068923051,0.140644454159971,0.0567859982362703,0.0045785240945333
21,"B_k10",0.1,0.0169691040137792,0.506579615278556,0.448830534776216,4.16252728972964,4.35791216973217,1.04693900277474,76,1.9,5.65670563246958,5.65670563246958,0.209208499387483,0.22437561571341,0.722027773351655,0.552597082742559,0.218553226965593
22,"B_k10",0.1,0.016975555506179,0.509670890500606,0.443739736933766,4.55061482711899,9.12713721057769,2.00569319912231,60,1.5,4.38380587966277,4.38380587966277,0.461697167201064,0.480123552281005,0.958973520004533,0.941918674629793,0.473001242447822
23,"B_k10",0.1,0.0171260906776668,0.531954206801655,0.414598736446227,4.42493958001654,7.13913081270334,1.61338492506075,76,1.9,2.9447837397474,2.9447837397474,0.720324057641255,0.734001890626427,0.979797244323572,0.964342041315666,0.728214618028559
24,"B_k10",0.1,0.0169939567481779,0.564580993563679,0.362406936189133,4.05020268565413,3.70015223654249,0.913572115698921,64,1.6,3.90466096285819,3.90466096285819,0.45986333464343,0.478179187063624,0.852384488525235,0.74635581067387,0.469053535716208
25,"B_k10",0.1,0.0171881843058547,0.535308104893332,0.412394018295903,4.65369767734062,5.23986763917239,1.12595789466211,66,1.65,3.5318507892097,3.5318507892097,0.636404522468144,0.652334998755625,0.942264511762179,0.903385212260776,0.645529153540804
26,"B_k10",0.1,0.0169747684542965,0.569563117980407,0.355290824299641,4.62599948976522,4.01867866827624,0.868715761246268,52,1.3,2.85293460961106,2.85293460961106,0.762789272727593,0.775042387145253,0.954589094491536,0.926845181943432,0.768867561097596
27,"B_k10",0.1,0.0170261096810155,0.543194550475607,0.392988675939516,3.82677768894797,4.73833111577628,1.23820391486575,62,1.55,1.25220111016169,1.25220111016169,0.955462722331897,0.958545309228036,0.996969535976803,0.993853615201013,0.957161985325261
28,"B_k10",0.1,0.0167712250296071,0.54577324114743,0.377715742864157,4.22899529941245,7.42909300927601,1.75670401201632,76,1.9,2.58331778727002,2.58331778727002,0.767955605417858,0.780030248381403,0.987311051680999,0.977227347675338,0.774318413073046
29,"B_k10",0.1,0.0170468337766119,0.467811729559287,0.531135378654482,4.52937202657607,7.56750665632823,1.67076288101881,84,2.1,2.17105332200717,2.17105332200717,0.871556131431472,0.879255423882909,0.993907790015113,0.988265065705286,0.87723446971973
30,"B_k10",0.1,0.0170589784530583,0.569728476969884,0.358616425641706,4.57192525150199,3.56520860582117,0.779804657709553,58,1.45,4.03919711466509,4.03919711466509,0.526419830498825,0.544202477531803,0.857352193391018,0.772252138613808,0.535266306986144
31,"B_k10",0.1,0.017168708433452,0.440390549825917,0.607937957257823,4.39713343815413,5.77213753855013,1.31270465628016,92,2.3,2.76852325877207,2.76852325877207,0.753246422492583,0.765880248930906,0.975422418747642,0.945806537147411,0.76385836382165
32,"B_k10",0.1,0.017201248153607,0.580263131266762,0.351503747303331,3.95289882103977,2.43449536403312,0.615875961983958,48,1.2,7.68435372011463,7.68435372011463,0.0509196837762451,0.0572853521980965,0.291778618555285,0.159021963358702,0.0539475921587684
33,"B_k10",0.1,0.0172761917294674,0.451687663289665,0.585166645697365,4.60346861618528,2.8177771285299,0.612098694150517,72,1.8,6.51132611733011,6.51132611733011,0.184166621233399,0.19853560032108,0.53402048786061,0.319716857201834,0.195712331843739
34,"B_k10",0.1,0.0171804471613383,0.542285665998615,0.401488090847931,4.15747738702167,2.83781419944218,0.682580790048537,58,1.45,10.1997277482159,10.1997277482159,0.0126411622588771,0.0148607125083551,0.16760795475192,0.0663384615550959,0.0138370115583457
35,"B_k10",0.1,0.0166810051809068,0.594521645767412,0.314897406018809,4.25778688528584,2.74390795758326,0.644444644955275,64,1.6,8.80280214209738,8.80280214209738,0.0373859835446609,0.0424452559683899,0.260925609451095,0.112726744637616,0.0395322853005932
36,"B_k10",0.1,0.0169337739221707,0.59581012770351,0.323111000193614,3.95206651103669,6.85832362631292,1.73537656999448,56,1.4,5.76682154938831,5.76682154938831,0.167239467867717,0.180772116858344,0.829984440001199,0.765266609800034,0.17322187917338
37,"B_k10",0.1,0.0169709271980127,0.489272256755667,0.481249122830743,4.78815826591269,4.20018821982302,0.877203297502615,80,2,3.75038405029351,3.75038405029351,0.615805212848838,0.63223564996603,0.910955356418032,0.82872380020629,0.626759642539427
38,"B_k10",0.1,0.0169555769502806,0.602273376498558,0.31702813399445,3.67984267232941,5.20800351655592,1.41527885301117,54,1.35,1.52159693255341,1.52159693255341,0.911988177144748,0.917581812619672,0.994645408417132,0.990536611817991,0.914481178516993
39,"B_k10",0.1,0.0169636025628489,0.519499798520104,0.426506252487542,4.28467121175943,7.44043490365288,1.73652411957126,74,1.85,3.66050692197325,3.66050692197325,0.552733202042151,0.570260826939424,0.96177218803262,0.936198233345152,0.56309296649849
40,"B_k10",0.1,0.0171357549586127,0.521013906491531,0.432681022118445,4.45800015422896,4.60670399640053,1.03335662562293,72,1.8,5.29628831371093,5.29628831371093,0.300915126765416,0.318323425508104,0.7900157640034,0.663838184142532,0.311286711238456
41,"B_k10",0.1,0.0169915388056674,0.516675107054777,0.432603808435899,4.39836879785811,5.49629315945236,1.24962080536059,58,1.45,3.95464226647184,3.95464226647184,0.514365482598406,0.532369755117554,0.921053007461885,0.87859673579517,0.525148413828296
42,"B_k10",0.1,0.0169999579507894,0.534915619967475,0.404003498545808,5.01991810181685,4.92860556325695,0.981809954523591,60,1.5,4.74901783192276,4.74901783192276,0.475241942441613,0.493550630732224,0.872266554578855,0.80851481792182,0.485479160723851
43,"B_k10",0.1,0.017150478327084,0.46882282227117,0.535297204631692,4.70880549217595,4.72247760333949,1.00290352005116,74,1.85,3.72656001528469,3.72656001528469,0.608329273008008,0.624911995005286,0.923521049376802,0.862322075594202,0.620605291556498
44,"B_k10",0.1,0.0167862891784922,0.53804193319082,0.389347278491293,4.46989655095835,4.55877271446963,1.01988327078671,60,1.5,5.8366268973251,5.8366268973251,0.235083561221372,0.251025717189862,0.73706377195938,0.622429824913305,0.24361063820501
45,"B_k10",0.1,0.0165339033972651,0.564286837077583,0.343408423265346,4.55498288009602,7.59520093517119,1.6674488434106,60,1.5,4.11675104131428,4.11675104131428,0.509285664791375,0.527257628295778,0.950398836516706,0.927241881387731,0.517846073259731
46,"B_k10",0.1,0.0170426250547668,0.509420884871161,0.44769214902339,4.76383074792494,7.47469471889622,1.56905127709503,74,1.85,2.69769501021403,2.69769501021403,0.804206043435382,0.814864269863438,0.987377094734392,0.978369733613024,0.81084867086636
47,"B_k10",0.1,0.0171192649752412,0.501091811093431,0.466869613445024,4.87256019093623,8.40796361029836,1.72557408853329,78,1.95,11.0798604264163,11.0798604264163,0.0202072769436572,0.023446630753262,0.571173984969988,0.449997887709337,0.0222520458199382
48,"B_k10",0.1,0.0168799324867332,0.537555451727079,0.394416305270884,5.17689368292834,5.09085773562303,0.983380777629445,58,1.45,14.5294241363281,14.5294241363281,0.00447896654663671,0.00543383574086698,0.184542097923809,0.106623436352975,0.00498025028119531
49,"B_k10",0.1,0.0171021730464883,0.501359222777993,0.465440925445131,4.39069520379987,3.89709258349261,0.887579848430365,62,1.55,8.56233820641093,8.56233820641093,0.0493092822016736,0.0555773320792092,0.406699201805746,0.253146490273051,0.0532753344046347
50,"B_k10",0.1,0.0169543679087104,0.556291672150643,0.371550697178143,4.09917253475871,12.3975692983757,3.02440777821651,62,1.55,6.75491814340292,6.75491814340292,0.107107879959978,0.117590900104718,0.914569183262857,0.888392685607062,0.112417786788589
51,"B_k10",0.1,0.0168517698863173,0.498465376694596,0.45717348693301,4.03776313192375,2.99020388866133,0.740559510541838,54,1.35,4.19542898818964,4.19542898818964,0.402634992594609,0.421079964371033,0.78035837887257,0.655955096669063,0.414274827489721
52,"B_k10",0.1,0.0167180875765695,0.601722961868801,0.308773495312937,3.96438715104228,3.10963029039169,0.784391173696074,48,1.2,5.91885206604677,5.91885206604677,0.155140311003372,0.168085479231146,0.566349917151731,0.425124742823026,0.160603577425421
53,"B_k10",0.1,0.0169465346800188,0.499009803846313,0.4613214458616,5.00064644467814,6.15891211231154,1.23162318721134,72,1.8,6.56150859732805,6.56150859732805,0.231533697019414,0.247464991658359,0.788436611525446,0.690389057180787,0.24163095801922
54,"B_k10",0.1,0.0165587254268241,0.566265015932684,0.342037983863414,4.85994710931844,2.54604054255319,0.523882356182729,56,1.4,6.1738612901807,6.1738612901807,0.253487458366989,0.269933992008448,0.570876405060704,0.410604073379079,0.26122089781921
55,"B_k10",0.1,0.016907111898962,0.593377462008895,0.324740722074982,3.81675555630844,3.16137979021558,0.828289824584222,56,1.4,3.42328495307014,3.42328495307014,0.51542010963513,0.533357289933265,0.862180498890529,0.764745426104178,0.523504479333337
56,"B_k10",0.1,0.0167527656007502,0.573481453153691,0.341345562444894,4.39703345090758,3.50993618089164,0.798250961717647,54,1.35,4.09014243453079,4.09014243453079,0.487067476643869,0.505199810595143,0.841765151379465,0.755257950565513,0.495647169265541
57,"B_k10",0.1,0.0172138717414231,0.530555951207822,0.421070422571297,4.56570002850177,6.53443580768457,1.43120129813452,82,2.05,4.27928206390443,4.27928206390443,0.482623279388283,0.50090302040913,0.928816797390006,0.875653997149679,0.493274336065647
58,"B_k10",0.1,0.0169233232686275,0.526905175393022,0.412635286056462,4.11484841389695,7.06997318216644,1.71816127133365,70,1.75,6.58938681877659,6.58938681877659,0.119417521110676,0.130656540250078,0.785998952327897,0.69129351142757,0.12575164193145
59,"B_k10",0.1,0.0173338808641953,0.468530538379649,0.547489506793619,4.21122585632116,5.04348183276454,1.1976279603228,62,1.55,5.5155680094702,5.5155680094702,0.232789559148407,0.248719972708693,0.781243221605752,0.676548124221812,0.244775857302389
60,"B_k10",0.1,0.0171438058319508,0.475140432357573,0.520751455976268,4.82740797043282,9.34810616629188,1.93646491523975,76,1.9,4.60477793572275,4.60477793572275,0.469655435814778,0.488070670722601,0.957467647607297,0.934795895729137,0.482895582416194
1,"B_k25",0.25,0.0379361189203831,0.581244028970652,1.70391834396522,4.00611683753782,21.6827959265652,5.41242225473673,126,3.15,5.37480060285313,5.37480060285313,0.217231065842489,0.255998903671429,0.989576106614346,0.98384619321725,0.253551143804448
2,"B_k25",0.25,0.0376566234314886,0.525650830660601,2.05280658444163,3.39165918256643,9.61316363705191,2.83435425542307,137,3.425,3.37900355060809,3.37900355060809,0.435315582942633,0.480641055393398,0.97872868035678,0.945153348709707,0.486272377253277
3,"B_k25",0.25,0.0382614627310748,0.462031888549173,2.74308476365374,3.94361378433327,19.1729221559438,4.8617646667409,175,4.375,5.39829797602425,5.39829797602425,0.204229260403536,0.242170736374029,0.985127006822479,0.97064448174617,0.261658716742044
4,"B_k25",0.25,0.0375179222249654,0.59118349156777,1.61099040045814,3.65213235635803,15.1700529282879,4.15375223241245,130,3.25,1.82265023775158,1.82265023775158,0.856767367895908,0.876661994081841,0.999343270434239,0.998665648336561,0.874568827288592
5,"B_k25",0.25,0.0378610642684958,0.562488374341377,1.8122517395592,3.69914630205882,29.5881643080335,7.99864668547057,151,3.775,5.56129336478515,5.56129336478515,0.149960640253562,0.182658938529064,0.995316788078162,0.992848526078508,0.182549859531576
6,"B_k25",0.25,0.0380623195850526,0.523027113030172,2.118371323785,3.86580222335052,18.6541661394792,4.82543209965655,156,3.9,4.3445986570188,4.3445986570188,0.342240377180035,0.38688551282656,0.992192105660309,0.985111391628469,0.394091244314469
7,"B_k25",0.25,0.0379512387060356,0.596338005512073,1.62004443093001,3.55944194216992,15.0201540842817,4.21980589325896,134,3.35,4.37048640680159,4.37048640680159,0.27721341856957,0.319330777524383,0.984313096180489,0.970231248679168,0.314771057029208
8,"B_k25",0.25,0.0378907063192737,0.531634425912888,2.0318853621331,3.88966446838646,10.0148905656219,2.57474408063181,146,3.65,1.64179663060686,1.64179663060686,0.908536200755957,0.922240712685062,0.998658937861893,0.995929808407164,0.9236830788939
9,"B_k25",0.25,0.0378018118426911,0.577727944865366,1.71253112516861,3.74122816221399,14.7571652827404,3.94447081089206,147,3.675,2.68031039804123,2.68031039804123,0.676054061138573,0.712190446453665,0.997158980250246,0.993745264781163,0.710215421256462
10,"B_k25",0.25,0.0382514954569339,0.633421882928296,1.45871585340528,3.56427478863089,9.64899329868161,2.70714068664385,110,2.75,4.77852737771875,4.77852737771875,0.217719514386447,0.256490247428395,0.94066714053372,0.886256383532936,0.248792595782941
11,"B_k25",0.25,0.0380512010400792,0.559141856239385,1.85247656314507,3.78280222364396,33.6976565117675,8.90812009709209,156,3.9,2.68150112428981,2.68150112428981,0.682627658469084,0.718296205290194,0.99980150012876,0.999695409205937,0.718925343588935
12,"B_k25",0.25,0.0384319739239206,0.522923604035018,2.16057268888064,4.35559333869757,14.9787751877061,3.43897467530455,151,3.775,1.91833826222341,1.91833826222341,0.897683869616649,0.91278307596894,0.999313620686375,0.998446560939093,0.915317901700274
13,"B_k25",0.25,0.0384029107716314,0.447480876791108,2.946044598212,3.65328745080731,18.0232161669487,4.93342404878813,183,4.575,3.09551935493819,3.09551935493819,0.560580529013012,0.603098527918807,0.997372905567776,0.993859493030259,0.627393112520854
14,"B_k25",0.25,0.0378334344044197,0.603337901751176,1.57286087028203,3.71103927687107,11.1585128615226,3.0068431048595,130,3.25,1.39362041352641,1.39362041352641,0.933913911518929,0.944230270168264,0.999432708829285,0.998565216978661,0.942959009819896
15,"B_k25",0.25,0.0381722839090552,0.586688169925377,1.69333006612371,4.06496305332263,17.1448714153857,4.21771887972556,130,3.25,6.03031995499978,6.03031995499978,0.15732000450082,0.190775767621315,0.971665021191242,0.952679110805991,0.18843395063038
16,"B_k25",0.25,0.0378065535325766,0.58172267825414,1.68951549318631,3.89525154152801,12.5099017164491,3.21157737390734,120,3,1.55470315124614,1.55470315124614,0.922014068618576,0.933961818465784,0.999420245298712,0.998756731048425,0.933192872898724
17,"B_k25",0.25,0.0380060126619343,0.542450417908778,1.96356151943486,3.75505464551324,9.93411834913211,2.64553229897785,152,3.8,1.53513965958692,1.53513965958692,0.915947063842487,0.928672329802277,0.998878612384584,0.996316646531449,0.929585371765864
18,"B_k25",0.25,0.0373614452517553,0.599543824899146,1.55333618117855,3.70016363385522,11.8137181767929,3.19275560375262,116,2.9,4.50887489699412,4.50887489699412,0.28268590125051,0.325277993338294,0.969390077573323,0.942654218705212,0.319118069972646
19,"B_k25",0.25,0.0376034813642014,0.612023915527612,1.51000822745496,3.67867816666835,10.5797118131252,2.87595471356681,124,3.1,1.96948880359299,1.96948880359299,0.830484168446327,0.853298978779938,0.997609092092514,0.994254257047245,0.849699289964114
20,"B_k25",0.25,0.0377367935450495,0.592738512478077,1.62130115169184,4.16047368327119,8.99895131548218,2.16296316250382,131,3.275,3.03103884375796,3.03103884375796,0.664969610100469,0.701788547436549,0.985534815838379,0.963823823391988,0.698021554741282
21,"B_k25",0.25,0.0381106552258588,0.555316600500221,1.88395927129444,4.29408025274333,16.1444806177387,3.75970630903431,146,3.65,4.65474471788347,4.65474471788347,0.370006674510393,0.415212636375501,0.986335135471804,0.974002876844981,0.416808335687938
22,"B_k25",0.25,0.0371847385396545,0.650620714257214,1.30657301220037,3.50193589664352,16.4402268817322,4.69461102857126,116,2.9,4.15078443078235,4.15078443078235,0.302539619753899,0.345647406169385,0.989486453110352,0.982271304514492,0.333618848822474
23,"B_k25",0.25,0.0376381543286284,0.625357714874987,1.44897070368871,3.55420389558041,10.4161037197507,2.9306432680193,112,2.8,2.63347073128621,2.63347073128621,0.653454186116514,0.690978772707248,0.992643295641725,0.984334582964947,0.683726856295468
24,"B_k25",0.25,0.0381341717883121,0.535515362645128,2.02835870498336,3.71331065271351,18.8307812038003,5.07115697148573,148,3.7,7.11957252121917,7.11957252121917,0.0532524448457375,0.0706203499089599,0.960888468683703,0.933288710136239,0.0727830566012195
25,"B_k25",0.25,0.0377141827921706,0.618729791957158,1.48616605970759,3.40543835973879,9.50044337695075,2.78978574073485,111,2.775,9.84534492919725,9.84534492919725,0.00360386382540079,0.00580319868143686,0.63308958885737,0.453776086452817,0.00534388198547364
26,"B_k25",0.25,0.037890382725483,0.559560343695541,1.83410467944157,3.77721069598632,19.8816007786928,5.26356679012347,144,3.6,2.75651868150282,2.75651868150282,0.663390145070518,0.700314447383383,0.998718598169647,0.997642255788341,0.700617810299117
27,"B_k25",0.25,0.0378673637852763,0.600230033920183,1.59204262002418,3.83617070649944,9.69126220465428,2.52628544090461,125,3.125,5.57789248452503,5.57789248452503,0.168581294814365,0.203183007311457,0.914002931336187,0.829351845696009,0.198812984726403
28,"B_k25",0.25,0.0378697773981532,0.533402603588001,2.01620753546375,4.03676573777913,17.0181835884556,4.21579667831265,150,3.75,2.93516818754593,2.93516818754593,0.667266815095432,0.704053344545106,0.997562174041058,0.995061875930827,0.707785544080207
29,"B_k25",0.25,0.037368081512001,0.589189609157247,1.60898292910069,3.65155867821261,19.7968880287226,5.4214897728038,120,3,4.50532683221322,4.50532683221322,0.273769583071437,0.315891642715702,0.992184797596137,0.987543964187567,0.311073799726704
30,"B_k25",0.25,0.0382556073181526,0.503902514506574,2.30545761394949,4.31669862177043,17.7789134651636,4.11863672286479,148,3.7,7.56377822364894,7.56377822364894,0.0814116187883408,0.104378958559756,0.950269638221746,0.915458679217184,0.110925408363298
31,"B_k25",0.25,0.0383891273491043,0.519126762168173,2.18740718651118,3.94120983057153,17.857575544899,4.53098827836564,146,3.65,4.58893224943552,4.58893224943552,0.315769580044655,0.359732459163631,0.989504635114971,0.98065742248116,0.36849929386427
32,"B_k25",0.25,0.0375422022825003,0.624234279339164,1.44678585567665,3.7148167506661,9.08829967668707,2.44650013356849,128,3.2,2.43151729691612,2.43151729691612,0.731409256407987,0.763467676785059,0.992631930396547,0.980565038327214,0.757285717272698
33,"B_k25",0.25,0.0384172055620256,0.508282031151051,2.28508321747471,3.88112788606669,11.3767974118691,2.93131217157569,156,3.9,3.29992410342446,3.29992410342446,0.55802704305888,0.600664299497203,0.988697639104472,0.970201505921873,0.610943300157316
34,"B_k25",0.25,0.0379924601513849,0.568297647623588,1.78773485631314,3.92286448719506,28.9899730103224,7.39000113436262,137,3.425,8.29807501242394,8.29807501242394,0.0315369111866356,0.0435341042782128,0.980665539763527,0.972483094715928,0.0433151084848077
35,"B_k25",0.25,0.0370305338535015,0.635476098848005,1.35825557429011,3.96248071950113,7.21326200291836,1.82039043557201,120,3,2.22340679105034,2.22340679105034,0.808844404430752,0.833810547172673,0.991109064517274,0.975020601459561,0.827874633386971
36,"B_k25",0.25,0.0374606199214,0.639728361195229,1.37157228818882,3.57135957310058,21.85884740663,6.12059552089644,118,2.95,5.03931262724604,5.03931262724604,0.185897426961263,0.222180679571156,0.991381530368733,0.986908321073904,0.213178961482662
37,"B_k25",0.25,0.0377960758568094,0.54197163303483,1.94536143966005,3.91839274679142,19.6658553273227,5.01885762815025,160,4,4.77751641821314,4.77751641821314,0.282225047414298,0.324875943786616,0.99072183032172,0.982692583858176,0.327831374862473
38,"B_k25",0.25,0.0373787469215059,0.655999918282469,1.29867923623541,3.71366388115355,9.23162197528764,2.48585285871916,118,2.95,7.53905063840087,7.53905063840087,0.0402224326610083,0.054402516433416,0.791433644101393,0.641073615484303,0.0501156043682522
39,"B_k25",0.25,0.0376527895882398,0.580643925045333,1.68203308064527,3.29152220889799,28.3444300694963,8.61134401368239,149,3.725,4.06152363175405,4.06152363175405,0.273709949271311,0.315946276887946,0.998159427317959,0.997094525384073,0.312803443630533
40,"B_k25",0.25,0.0386082190763771,0.515912016566092,2.24010431229686,3.90031997444746,23.3634364839234,5.99013328059915,164,4.1,10.1840921055607,10.1840921055607,0.00771049007101088,0.0118237619185633,0.93554293194102,0.898153257589819,0.0129555519290367
41,"B_k25",0.25,0.037921172783218,0.55389290088122,1.87487325514356,3.59770041169394,14.598513501945,4.05773461694978,144,3.6,1.66480740297824,1.66480740297824,0.88237036003791,0.89932129947444,0.999486541586496,0.998816746588004,0.899800939391707
42,"B_k25",0.25,0.037474044023744,0.624612412011094,1.4397924652491,3.83509512070977,9.80201121148593,2.5558717327647,118,2.95,2.71201068032079,2.71201068032079,0.684250817896788,0.719802623056108,0.991248085305295,0.980231719524526,0.712781426578648
43,"B_k25",0.25,0.0377989220793521,0.594705361138886,1.61590235702121,3.73647635125214,10.0697907895042,2.69499652690955,122,3.05,5.72532858485271,5.72532858485271,0.140410666910457,0.171899339146439,0.912675289556431,0.83239571443494,0.168314382015889
44,"B_k25",0.25,0.0380080226044058,0.496564111531084,2.34347263218476,4.06234725908345,19.6527853209826,4.83779058450475,154,3.85,3.44930038019066,3.44930038019066,0.558456185196857,0.600954466634178,0.997116883399214,0.994578760121549,0.612462447193436
45,"B_k25",0.25,0.0378771928067568,0.548822203860024,1.9052510680518,3.95099056985697,20.2539965064986,5.12630849109615,150,3.75,1.93632622041624,1.93632622041624,0.864152860292328,0.883272840922201,0.999700710785242,0.999426447881209,0.884105056836247
46,"B_k25",0.25,0.0377797466706667,0.57745967666967,1.71212215676847,3.70921622450907,12.399014627811,3.34275865232205,126,3.15,3.27665206964583,3.27665206964583,0.527889709808088,0.571392286925504,0.990586363150579,0.980514297459445,0.56896218675624
47,"B_k25",0.25,0.0378492437971174,0.582605592045596,1.68820471043668,3.74968719241002,6.52637359710509,1.74051147794822,132,3.3,4.37831390857243,4.37831390857243,0.313679396321203,0.357463839861315,0.905748827033209,0.754033866036102,0.354374726573948
48,"B_k25",0.25,0.0378584597377488,0.617515222969204,1.50345535543959,3.98322653934034,14.0666739147265,3.5314772523724,116,2.9,1.81469093716451,1.81469093716451,0.887049714670316,0.903425237930391,0.999258505416778,0.998570361822868,0.900805666219064
49,"B_k25",0.25,0.0379742728584436,0.548826941287575,1.91499692129755,4.22620247605138,11.358015870184,2.68752288479941,136,3.4,4.58314348781408,4.58314348781408,0.369545792228837,0.414706273588824,0.968612318266617,0.934066585313654,0.417051786415457
50,"B_k25",0.25,0.0376027302829146,0.594515299107003,1.60019415702052,3.66775518531611,8.94482203502316,2.43877292324031,124,3.1,1.89405177877278,1.89405177877278,0.844478232132029,0.865767418643435,0.996736847894126,0.991210143648753,0.863405723413757
51,"B_k25",0.25,0.0371020390845086,0.641891803982937,1.33638590877264,3.71741173592728,18.428805403465,4.95742917723051,126,3.15,5.5903968789505,5.5903968789505,0.150316996576076,0.182899769218572,0.980470616796331,0.968152370404137,0.174116511177918
52,"B_k25",0.25,0.0379918048600098,0.524918683856588,2.0953461605285,4.03009393265161,15.4976441875535,3.84547964552199,151,3.775,3.81697469712121,3.81697469712121,0.474823750703325,0.519714196108759,0.99186535464934,0.983188138724792,0.526255687246328
53,"B_k25",0.25,0.0379466788537305,0.5378969497415,1.99071629756088,3.81378408862391,11.2587463284925,2.95211948732916,158,3.95,3.38076481504747,3.38076481504747,0.526456402995681,0.570181423755846,0.987139864575415,0.965531776817034,0.574126572518291
54,"B_k25",0.25,0.0371669878632511,0.656635514586163,1.28152176563234,3.18317113027947,20.2084028047804,6.34851284385899,130,3.25,6.14145449569274,6.14145449569274,0.0536964525409811,0.0707911742550572,0.977080344488504,0.963376812953886,0.065502192286786
55,"B_k25",0.25,0.037522807452602,0.616290683166001,1.48278927570418,3.5064657288153,12.209513686127,3.48200000524521,112,2.8,2.05236533803883,2.05236533803883,0.789617363514403,0.816482794070558,0.998018022287392,0.995976013781852,0.811840732855962
56,"B_k25",0.25,0.0379109923833013,0.514933321243958,2.16814491106326,4.08147686546265,12.6971671116712,3.11092468001334,156,3.9,3.86109806448495,3.86109806448495,0.475930077199742,0.520838344140568,0.985893427994807,0.966794667236776,0.529086198222262
57,"B_k25",0.25,0.0375943687484426,0.635594328003375,1.39941188925085,3.83355290082652,16.5249994838671,4.31062252468311,120,3,6.13783396954409,6.13783396954409,0.119237410199384,0.14795579746255,0.965751286479389,0.94451641945039,0.141167216895087
58,"B_k25",0.25,0.0367479477761858,0.630140367726355,1.36035284192659,3.99665575130699,11.7132074276192,2.93075214791485,124,3.1,2.31520663038955,2.31520663038955,0.794723234378961,0.821110959724337,0.996940369775471,0.993335377008245,0.814857151617562
59,"B_k25",0.25,0.0376779393661636,0.577914670722669,1.70022672451445,3.87433761429768,17.8624724801824,4.6104584211411,148,3.7,3.57378648338115,3.57378648338115,0.495198150808107,0.53965981919591,0.995561014066557,0.991463868661598,0.536885585056103
60,"B_k25",0.25,0.0380913072455491,0.506222463580563,2.2647951168625,4.29154053233384,27.8182395413243,6.48211040574655,171,4.275,3.91026837011429,3.91026837011429,0.505392344766168,0.549700965399324,0.998518530898743,0.997494417624317,0.560011926833143
1,"B_k40",0.4,0.0572057623486457,0.701493334177503,2.66006622723896,3.06619789980576,15.6091104924596,5.09070549342183,156,3.9,2.33044167435389,2.33044167435389,0.635872397585413,0.695460003506476,0.998314643128515,0.996061339184967,0.690792457153278
2,"B_k40",0.4,0.0578266589144868,0.577593764156444,4.00932443400839,3.33440767449747,36.5282691122188,10.9549499275681,208,5.2,6.21503104103804,6.21503104103804,0.0610288128639316,0.0926812795389566,0.99634996418412,0.994003860057913,0.106145134787046
3,"B_k40",0.4,0.0585116124270924,0.529822456654817,4.87846731762681,3.32649818263546,31.2797329077684,9.40320156224663,224,5.6,4.75681522552379,4.75681522552379,0.178138156346698,0.235387681214184,0.997638023058402,0.995541719074738,0.274963045320722
4,"B_k40",0.4,0.0579979634864555,0.581955111043227,3.97288968562499,3.27925609936588,30.3188464852525,9.24564766110075,216,5.4,1.24582500595952,1.24582500595952,0.931469128428372,0.947555194176207,0.999985987623101,0.999971275510696,0.952263435268109
5,"B_k40",0.4,0.0587107203868888,0.512261266726341,5.25426256700777,3.00839634152354,35.460761345523,11.7872638176274,230,5.75,2.23490672750229,2.23490672750229,0.652406693724968,0.710607929672853,0.999916856621372,0.999841241283207,0.749794494753201
6,"B_k40",0.4,0.05754056402078,0.60894078243629,3.57156121930475,2.77494826044722,16.9109378769533,6.09414529200189,186,4.65,1.56135075782061,1.56135075782061,0.807489048997351,0.845838522229911,0.999699885096511,0.999157840868957,0.853271847910015
7,"B_k40",0.4,0.0573190876007042,0.668736497121322,2.93865414848554,3.03980048787061,20.9395922412709,6.88847584728797,191,4.775,0.975917895216852,0.975917895216852,0.958208698124321,0.968491513704821,0.999978560886518,0.999947434167131,0.968578965635892
8,"B_k40",0.4,0.0564777154087332,0.708146739912934,2.54429645248272,2.87661691691321,16.621721540009,5.77821865757682,150,3.75,1.27114020062933,1.27114020062933,0.895716932209716,0.918905240314213,0.99985980127576,0.999677493098373,0.916366038771851
9,"B_k40",0.4,0.058073075607928,0.622538329802979,3.48078704240058,2.85855986615591,18.1196210452187,6.3387236558335,189,4.725,7.98609193298726,7.98609193298726,0.0046045219920281,0.00939341890310053,0.931341650516959,0.862704258221219,0.0106315488402581
10,"B_k40",0.4,0.0579913280320359,0.683418969855555,2.88012967092537,2.95256808456725,27.244965241542,9.22754851410488,171,4.275,3.00446304081915,3.00446304081915,0.418575211221685,0.489742280387949,0.999285854860036,0.998733150597922,0.489069636721853
11,"B_k40",0.4,0.057137546314293,0.697695117115789,2.68269807050271,2.63283961116975,22.1048067793407,8.39580454713673,151,3.775,5.40887429668521,5.40887429668521,0.0375287499810473,0.0602430143358457,0.98788292817041,0.979061115358565,0.0582712179243727
12,"B_k40",0.4,0.0588150594525811,0.54022605763255,4.74117532202387,3.32445715088385,29.0361547385085,8.73410407193514,211,5.275,8.5870771992625,8.5870771992625,0.00852718998588853,0.0162497545026214,0.977203280274521,0.960127749987438,0.0229084747098809
