"cell","pen","fails","size_unc","size_R0","size_R2","esize_unc","esize_R0","esize_R2","defl_R0","norm_bhat","norm_btilde","R"
"A_p5","firth",0,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0533333333333333,0.0533333333333333,0.0533333333333333,1.03403126069596,0.811713963214511,0.824819519049747,300
"B_p100","firth",0,0.986666666666667,0.116666666666667,0.316666666666667,1,0.126666666666667,0.296666666666667,1.14669569031371,3.512885690259,4.75096169636573,300
"A_p5","gridge",0,0.996666666666667,0.03,0.06,1,0.0166666666666667,0.0466666666666667,0.931697826643874,0.337695354282024,0.758061844631035,300
"B_p100","gridge",0,1,0.0233333333333333,0.08,1,0.0266666666666667,0.07,0.829883434366376,0.198654129903463,2.43969701544209,300
"A_p5","ridge",0,0.936666666666667,0.0266666666666667,0.0433333333333333,1,0.0233333333333333,0.0433333333333333,0.906419442463539,0.403982989182401,0.771561291680932,300
"B_p100","ridge",0,1,0.0133333333333333,0.0566666666666667,1,0.0233333333333333,0.0766666666666667,0.788177083831036,0.24935565078336,2.48216106837085,300
