"rep","cell","dep","rel","deg","rho_hat","cf_hl","cf_ad","cf_e3","pp_hl","pp_edge"
1,"B_p40","offindex",1,1,0.579845629150794,0.600930963707452,0.903716554888265,0.883877753656566,0.573333333333333,0.873333333333333
2,"B_p40","offindex",1,2,0.675009405650619,0.388115630705838,0.419603617127266,0.376733964346846,0.376666666666667,0.266666666666667
3,"B_p40","offindex",1,1,0.663818585043108,0.919673696887341,0.979498852888672,0.333907799920262,0.92,0.336666666666667
4,"B_p40","offindex",1,1,0.519984882458212,0.27584054208264,0.693626189603925,0.543009037507101,0.246666666666667,0.39
5,"B_p40","offindex",1,2,0.674135702384331,0.484342571930406,0.127826837452989,0.235808862009419,0.583333333333333,0.25
6,"B_p40","offindex",1,2,0.670999522486522,0.0792530283826332,0.47222784888875,0.0418018784724177,0.0566666666666667,0.0166666666666667
7,"B_p40","offindex",1,1,0.545923689699386,0.492473713935354,0.644386191828701,0.913502269505519,0.52,0.9
8,"B_p40","offindex",1,2,0.729177257962009,0.153027569342845,0.188612452845033,0.357928413900953,0.19,0.34
9,"B_p40","offindex",1,1,0.612266650327433,0.678698877612453,0.116778590898015,0.600627534493542,0.683333333333333,0.57
10,"B_p40","offindex",1,1,0.655597841660312,0.196342559800463,0.425684077611512,0.210314961667123,0.163333333333333,0.176666666666667
11,"B_p40","offindex",1,2,0.693513422323804,0.833409822205879,0.443411276574905,0.778515795054208,0.833333333333333,0.753333333333333
12,"B_p40","offindex",1,3,0.834034025934541,0.638924673154705,0.957941774396623,0.957941774396623,0.64,0.95
13,"B_p40","offindex",1,2,0.727346479411039,0.576013417113165,0.143220225867102,0.132185259289629,0.59,0.12
14,"B_p40","offindex",1,1,0.594007875346928,0.893574412755388,0.595481919071624,0.594551005707738,0.886666666666667,0.56
15,"B_p40","offindex",1,1,0.639127959423811,0.377100845481176,0.626635647750332,0.520714892058937,0.313333333333333,0.536666666666667
16,"B_p40","offindex",1,2,0.712737980698328,0.456026443173207,0.330737850185694,0.593575007028314,0.476666666666667,0.55
17,"B_p40","offindex",1,2,0.672720357691897,0.807184914339659,0.39268976774923,0.238370735766088,0.783333333333333,0.21
18,"B_p40","offindex",1,2,0.691594805982364,0.742676569486611,0.699458491868052,0.828769518478117,0.743333333333333,0.78
19,"B_p40","offindex",1,2,0.764234508396758,0.306949957424016,0.71726096387959,0.923800692162682,0.31,0.906666666666667
20,"B_p40","offindex",1,2,0.716850433005448,0.682499869782926,0.866659266851869,0.489629130529117,0.663333333333333,0.476666666666667
21,"B_p40","offindex",1,1,0.600288626328246,0.942184368752636,0.703591263426607,0.970943417691934,0.953333333333333,0.936666666666667
22,"B_p40","offindex",1,1,0.60919761471407,0.0464596177244079,0.3675328460916,0.0730990114854849,0.0333333333333333,0.05
23,"B_p40","offindex",1,2,0.745984611644496,0.218067329452529,0.631869379226937,0.572517430271583,0.266666666666667,0.62
24,"B_p40","offindex",1,2,0.763906809041654,0.888866906548617,0.217857878269649,0.506054200956643,0.91,0.503333333333333
25,"B_p40","offindex",1,1,0.655703544935447,0.0271306087526046,0.950573274654449,0.257558989145601,0.04,0.213333333333333
26,"B_p40","offindex",1,2,0.698678232720641,0.933271981788737,0.688697045293238,0.923058030607154,0.93,0.91
27,"B_p40","offindex",1,1,0.663337640068903,0.36886118201526,0.760741521436297,0.347592689049047,0.316666666666667,0.293333333333333
28,"B_p40","offindex",1,1,0.538220930751968,0.292605881904631,0.69343099793286,0.423943545592537,0.303333333333333,0.43
29,"B_p40","offindex",1,1,0.551309893747278,0.476537678818094,0.219479384961263,0.6394953268275,0.51,0.62
30,"B_p40","offindex",1,2,0.692572834051188,0.779925386298706,0.710280196614298,0.385003045641291,0.76,0.376666666666667
31,"B_p40","offindex",1,1,0.594272529150132,0.732664240259329,0.21871515105854,0.382389253782939,0.76,0.363333333333333
32,"B_p40","offindex",1,2,0.73016753785659,0.559764631777413,0.0607325259470628,0.133251412189157,0.6,0.163333333333333
33,"B_p40","offindex",1,1,0.664124528946958,0.818661756995552,0.370288242602872,0.555338488431876,0.823333333333333,0.54
34,"B_p40","offindex",1,2,0.681636392783824,0.680026037140177,0.713616365861082,0.811684139999761,0.713333333333333,0.82
35,"B_p40","offindex",1,1,0.513883134952145,0.877001349757889,0.825279659611854,0.991175658970703,0.903333333333333,0.99
36,"B_p40","offindex",1,1,0.614470481255,0.239746651072308,0.142813745530823,0.128991863716894,0.273333333333333,0.0933333333333333
37,"B_p40","offindex",1,3,0.781157949117887,0.478483089090659,0.663779230990738,0.663779230990738,0.486666666666667,0.636666666666667
38,"B_p40","offindex",1,1,0.662871624131597,0.447643487681362,0.123472286264055,0.177386191373721,0.403333333333333,0.146666666666667
39,"B_p40","offindex",1,1,0.618338148562355,0.324138906264972,0.79563852858712,0.339243312422386,0.273333333333333,0.273333333333333
40,"B_p40","offindex",1,1,0.584514332809979,0.306236561499927,0.00721558000895639,0.459649518418957,0.46,0.483333333333333
41,"B_p40","offindex",1,2,0.704795145274519,0.839239587253812,0.674197568938024,0.913885148593414,0.856666666666667,0.86
42,"B_p40","offindex",1,2,0.723036265984681,0.44250790580051,0.248778372151485,0.26636979095146,0.406666666666667,0.193333333333333
43,"B_p40","offindex",1,2,0.688910198408266,0.975103965718704,0.383297380432908,0.698082555198989,0.976666666666667,0.636666666666667
44,"B_p40","offindex",1,2,0.751443069355954,0.360901510199058,0.153592649136879,0.313959029308277,0.41,0.293333333333333
45,"B_p40","offindex",1,1,0.580992894528328,0.362781181125404,0.210236132395328,0.644873627203845,0.35,0.593333333333333
46,"B_p40","offindex",1,1,0.656058538788455,0.326956431431979,0.562832909168926,0.529188591139893,0.38,0.54
47,"B_p40","offindex",1,3,0.814318291614601,0.288802071808493,0.6095266623642,0.6095266623642,0.276666666666667,0.61
48,"B_p40","offindex",1,2,0.705525185314034,0.289654765733845,0.260155668696322,0.329432550633792,0.24,0.283333333333333
49,"B_p40","offindex",1,1,0.648414475982468,0.142001326050762,0.54796719141938,0.0637779982944372,0.163333333333333,0.0266666666666667
50,"B_p40","offindex",1,1,0.62601598011967,0.689534212888399,0.740942048885261,0.195262925026451,0.643333333333333,0.173333333333333
51,"B_p40","offindex",1,1,0.569935250198461,0.211079685346474,0.523995979865274,0.698528523020889,0.19,0.62
52,"B_p40","offindex",1,2,0.695336174309454,0.198599756256952,0.900026419058394,0.990423091621267,0.246666666666667,0.983333333333333
53,"B_p40","offindex",1,1,0.621105119501712,0.993696384871079,0.681969043805295,0.922138249765472,0.986666666666667,0.923333333333333
54,"B_p40","offindex",1,2,0.753347168414549,0.290504079199515,0.831220474999457,0.975056410774148,0.296666666666667,0.983333333333333
55,"B_p40","offindex",1,2,0.703630955902577,0.890071998840541,0.549517866897154,0.631046907705767,0.883333333333333,0.563333333333333
56,"B_p40","offindex",1,2,0.755239728159661,0.293491184324644,0.938591986478659,0.262601048035648,0.273333333333333,0.26
57,"B_p40","offindex",1,2,0.733558241845682,0.295822160587102,0.391591219580071,0.497664720192278,0.253333333333333,0.44
58,"B_p40","offindex",1,2,0.72746520076892,0.849025870168468,0.747132019380055,0.53065395354351,0.866666666666667,0.513333333333333
59,"B_p40","offindex",1,1,0.622448448397024,0.172209684681085,0.946564950201185,0.362798036356442,0.15,0.313333333333333
60,"B_p40","offindex",1,1,0.616157354200537,0.00422110234425255,0.747390426232908,0.335064872287018,0.00333333333333333,0.343333333333333
61,"B_p40","offindex",1,3,0.773677139039591,0.628899290579887,0.711051728852944,0.711051728852944,0.61,0.676666666666667
62,"B_p40","offindex",1,1,0.59019015521505,0.724555958235281,0.0319788129175148,0.679269213670346,0.736666666666667,0.626666666666667
63,"B_p40","offindex",1,1,0.561160390094098,0.570711031466462,0.153545553696822,0.121267643663535,0.57,0.0933333333333333
64,"B_p40","offindex",1,2,0.737204745569669,0.913587465450519,0.814697066697702,0.832915625027374,0.93,0.833333333333333
65,"B_p40","offindex",1,1,0.620398356071729,0.259681245363971,0.393342488742775,0.903215733026946,0.256666666666667,0.89
66,"B_p40","offindex",1,2,0.702975001297212,0.931746170132487,0.921286781946529,0.959092330778656,0.92,0.933333333333333
67,"B_p40","offindex",1,1,0.636584397025431,0.840721099306796,0.0633297932333888,0.297902171708889,0.856666666666667,0.27
68,"B_p40","offindex",1,3,0.769197124427441,0.569106561767453,0.669459558428321,0.669459558428321,0.55,0.61
69,"B_p40","offindex",1,1,0.62891246321642,0.708330972962522,0.313382809089805,0.857654166175592,0.686666666666667,0.83
70,"B_p40","offindex",1,2,0.707469983143723,0.918782644557662,0.605172953504012,0.813691606955417,0.906666666666667,0.766666666666667
71,"B_p40","offindex",1,1,0.661440750032119,0.870596737476074,0.170816361837685,0.470654774083523,0.883333333333333,0.453333333333333
72,"B_p40","offindex",1,1,0.557449726011168,0.976578426078224,0.424215614751118,0.979983885386228,0.98,0.986666666666667
