"rep","cell","dep","rel","unc_hl","calslope","spieg","uss","cvhl","mle_ok","mle_hl","mle_edge","grp"
1,"A_p5","quadratic",1,3.01659491519501e-06,0.00610128341198613,0.00170958440579754,0,7.01113228468065e-07,TRUE,7.83128736381311e-06,1.49340642074947e-08,0.00776717484242884
2,"A_p5","quadratic",1,0,0.035894432753374,0.0111859644321852,0,2.91718613728448e-08,TRUE,0,0,0.0440066597099322
3,"A_p5","quadratic",1,3.29405513976866e-09,0.00631380675839829,0.00264641920529123,0,4.05436661428691e-07,TRUE,8.83995162292983e-07,5.13219080566785e-08,0.0589845143572263
4,"A_p5","quadratic",1,0.000427479701296862,0.000448660957506484,0.000566162531943603,0,0.00079260094199766,TRUE,0.0121210936394873,0.000280172612891816,0.528110517465362
5,"A_p5","quadratic",1,3.8354465188295e-05,0.00833353743444506,0.00260338011347873,0,0.00103325515305224,TRUE,0.000224907899062599,3.55628049300005e-05,0.614640024406383
6,"A_p5","quadratic",1,3.68516872906177e-07,0.00730457509939057,0.00222442016786357,0,3.33347305618488e-09,TRUE,1.10865473690325e-07,4.10463207867195e-09,0.430914971407348
7,"A_p5","quadratic",1,1.41151871224654e-06,0.000245760478689891,0.000123233933010887,0,6.18983556744782e-06,TRUE,0.000169209995957598,5.10446763568595e-06,0.449521398314357
8,"A_p5","quadratic",1,3.48301788521965e-08,0.00520672126464925,0.00124493762348715,0,1.50619679453089e-07,TRUE,6.89951914101261e-06,4.97790130227216e-08,0.156784310054418
9,"A_p5","quadratic",1,0.000736533216277202,0.00144133486764141,0.000461538253628079,0,0.00120113779952347,TRUE,0.0104776740032988,0.000374134126892578,0.0311908817865221
10,"A_p5","quadratic",1,1.99017066584428e-05,0.0042228150415438,0.00161938614109469,0,0.000312348771373264,TRUE,0.000724192624555364,2.05956676291308e-05,0.820794244897979
11,"A_p5","quadratic",1,2.63906164787997e-06,0.000583526782215566,0.000224712353107977,0,3.01918992447646e-05,TRUE,0.000855280061867525,3.71354248553946e-05,0.0445573615559611
12,"A_p5","quadratic",1,0.000403569302652729,0.0515014974323191,0.0484080168538963,0,0.000164471138670488,TRUE,0.00115785299369242,0.000124291494239648,0.25766473629595
13,"A_p5","quadratic",1,0,0.0195185833116901,0.00602581634964823,0,8.8112904086255e-08,TRUE,2.05870034353239e-08,0,0.0220926406854605
